season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyMiss,penaltySave,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6768158,15,91,Bournemouth,Away,39121,48615.0,Harry Arter,harry-arter,M,False,,,,20.0,9.0,29.0,,1.0,6.0,,,1.0,7.0,,,2.0,14.0,8.0,,,4.0,,,,,2.0,1.0,90.0,,,,,,,,6.5,,,1.0,1.0,1.0,,,,,23.0,11.0,34.0,2,6.0,55.0,2.0,1.0,
2015-16,6768158,15,91,Bournemouth,Away,41628,80498.0,Eunan O'Kane,eunan-okane,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768158,15,91,Bournemouth,Away,42699,56983.0,Matt Ritchie,matt-ritchie,M,False,,,1.0,18.0,6.0,24.0,3.0,,4.0,1.0,,,,,,2.0,6.0,6.0,,,1.0,,,,,4.0,1.0,90.0,,,,,,,,7.6,,,2.0,2.0,2.0,2.0,,6.0,,30.0,7.0,35.0,2,2.0,58.0,,2.0,2.0
2015-16,6768158,15,91,Bournemouth,Away,42707,56917.0,Steve Cook,steve-cook,D,False,,,6.0,3.0,20.0,23.0,2.0,2.0,1.0,,,1.0,,,,,2.0,2.0,,,,,,,,,,90.0,,2.0,,,,,,7.2,,,,7.0,,,,10.0,,8.0,21.0,29.0,1,,39.0,,,
2015-16,6768158,15,91,Bournemouth,Away,44566,54469.0,Adam Smith,adam-smith,D,False,,,,4.0,7.0,11.0,,,4.0,,,,4.0,,,2.0,6.0,14.0,,,,,,,,4.0,,90.0,,1.0,,,,,,7.5,,,,5.0,3.0,3.0,,1.0,,13.0,7.0,17.0,0,6.0,68.0,2.0,5.0,3.0
2015-16,6768158,15,91,Bournemouth,Away,44823,56872.0,Junior Stanislas,junior-stanislas,M,False,,,,10.0,7.0,17.0,2.0,,2.0,,,2.0,1.0,,,,6.0,3.0,,,,,,,,,2.0,90.0,1.0,,,,,,,6.7,,,,1.0,5.0,3.0,,1.0,,15.0,9.0,21.0,3,,39.0,2.0,1.0,2.0
2015-16,6768158,15,91,Bournemouth,Away,51348,,Yann Kermorgant,yann-kermorgant,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768158,15,91,Bournemouth,Away,52023,61302.0,Ryan Allsop,ryan-allsop,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768158,15,91,Bournemouth,Away,100621,78007.0,Joshua King,joshua-king,F,False,,,,7.0,2.0,9.0,1.0,1.0,3.0,,,1.0,1.0,,,1.0,8.0,4.0,,,3.0,,,,,,1.0,80.0,2.0,,,,,,,7.0,,,1.0,1.0,5.0,2.0,,,1.0,14.0,2.0,14.0,4,,34.0,5.0,1.0,3.0
2015-16,6768158,15,91,Bournemouth,Away,238138,126468.0,Tokelo Rantie,tokelo-rantie,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768158,15,91,Bournemouth,Away,369020,167789.0,Baily Cargill,baily-cargill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768158,15,91,Bournemouth,Away,817575,200370.0,Matt Butcher,matt-butcher,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768150,16,91,Bournemouth,Home,1079,6219.0,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768150,16,91,Bournemouth,Home,8994,18726.0,Artur Boruc,artur-boruc,G,False,,,4.0,3.0,13.0,16.0,,1.0,6.0,,,,1.0,,,,1.0,1.0,,,,,,2.0,,,,90.0,,,,,,,1.0,6.8,4.0,4.0,,2.0,,,,9.0,,8.0,13.0,21.0,0,,30.0,,,
2015-16,6768150,16,91,Bournemouth,Home,11764,20037.0,Marc Pugh,marc-pugh,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768150,16,91,Bournemouth,Home,13159,15885.0,Adam Federici,adam-federici,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768150,16,91,Bournemouth,Home,14695,15237.0,Andrew Surman,andrew-surman,M,False,,,3.0,18.0,21.0,39.0,4.0,2.0,3.0,,,,2.0,,,,6.0,4.0,,,,,,,,1.0,,90.0,,,,,,,,6.6,,,,4.0,1.0,,,5.0,,22.0,22.0,44.0,0,1.0,52.0,,,1.0
2015-16,6768150,16,91,Bournemouth,Home,15152,15149.0,Simon Francis,simon-francis,D,False,,,6.0,14.0,15.0,29.0,1.0,3.0,3.0,,,,,,,,2.0,6.0,,,1.0,,,,,2.0,,90.0,1.0,,,,,,,7.4,,,,9.0,1.0,,,10.0,,19.0,16.0,35.0,1,2.0,54.0,,,1.0
2015-16,6768150,16,91,Bournemouth,Home,19343,40387.0,Dan Gosling,dan-gosling,D,False,,,2.0,19.0,12.0,31.0,1.0,,7.0,1.0,,,3.0,,,,8.0,7.0,,,1.0,,,,,,2.0,90.0,,,,,,,,7.1,,,,1.0,3.0,,,3.0,,21.0,16.0,37.0,0,5.0,55.0,2.0,2.0,
2015-16,6768150,16,91,Bournemouth,Home,20097,20529.0,Glenn Murray,glenn-murray,F,True,1.0,,,6.0,1.0,6.0,1.0,3.0,3.0,,1.0,,1.0,,,2.0,7.0,7.0,,,2.0,,,,,,,25.0,,,,,,,,6.5,,,2.0,,3.0,2.0,,,,10.0,2.0,10.0,2,1.0,27.0,2.0,1.0,2.0
2015-16,6768150,16,91,Bournemouth,Home,21501,41320.0,Charlie Daniels,charlie-daniels,D,False,,,4.0,13.0,17.0,30.0,,1.0,6.0,,,,1.0,,,,1.0,3.0,,,1.0,,,,,,,90.0,,,,,,,,6.7,,,,3.0,,1.0,,7.0,,21.0,20.0,40.0,0,2.0,58.0,1.0,,
2015-16,6768150,16,91,Bournemouth,Home,39121,48615.0,Harry Arter,harry-arter,M,False,,,3.0,16.0,18.0,34.0,,1.0,10.0,,,,2.0,,,2.0,7.0,7.0,,,,,,,,3.0,1.0,86.0,,1.0,,,,,,6.9,,,1.0,,4.0,,,6.0,,21.0,19.0,40.0,1,5.0,61.0,1.0,,1.0
2015-16,6768150,16,91,Bournemouth,Home,41628,80498.0,Eunan O'Kane,eunan-okane,M,True,,,,3.0,,3.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,4.0,,,,,,,,6.6,,,,2.0,,,,,,3.0,,3.0,0,,6.0,,,
2015-16,6768150,16,91,Bournemouth,Home,42699,56983.0,Matt Ritchie,matt-ritchie,M,False,,,,16.0,8.0,24.0,,,6.0,,,,3.0,,,,4.0,6.0,,,1.0,1.0,,,,1.0,1.0,90.0,1.0,,,,,,,7.2,,,1.0,,2.0,3.0,,1.0,,24.0,8.0,29.0,2,2.0,44.0,,2.0,2.0
2015-16,6768150,16,91,Bournemouth,Home,42707,56917.0,Steve Cook,steve-cook,D,False,,,2.0,9.0,26.0,35.0,2.0,6.0,1.0,,,,1.0,,,,3.0,8.0,,1.0,,,,,,2.0,1.0,90.0,,2.0,,,,,,6.9,,,,9.0,,,,7.0,,15.0,29.0,44.0,0,2.0,59.0,,,
2015-16,6768150,16,91,Bournemouth,Home,44566,54469.0,Adam Smith,adam-smith,D,False,1.0,,1.0,9.0,9.0,17.0,,1.0,6.0,,,,1.0,,,,5.0,10.0,,,4.0,,,,,3.0,,90.0,,,,,,,,7.4,,,,6.0,1.0,3.0,,1.0,,12.0,10.0,19.0,0,5.0,46.0,,3.0,1.0
2015-16,6768150,16,91,Bournemouth,Home,44823,56872.0,Junior Stanislas,junior-stanislas,M,False,,,1.0,16.0,11.0,27.0,,4.0,4.0,,1.0,,1.0,,,,8.0,8.0,,1.0,1.0,,1.0,,,1.0,1.0,90.0,2.0,,,,,,,6.6,,,1.0,2.0,8.0,5.0,,1.0,,25.0,13.0,33.0,3,1.0,66.0,1.0,1.0,2.0
2015-16,6768150,16,91,Bournemouth,Home,51348,,Yann Kermorgant,yann-kermorgant,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768150,16,91,Bournemouth,Home,100621,78007.0,Joshua King,joshua-king,F,False,1.0,,,7.0,3.0,9.0,,1.0,4.0,,,,2.0,,,4.0,10.0,9.0,,,1.0,,1.0,,,,2.0,65.0,1.0,,,,,,,7.3,,,1.0,1.0,7.0,2.0,,,1.0,12.0,5.0,15.0,2,1.0,39.0,3.0,3.0,4.0
2015-16,6768150,16,91,Bournemouth,Home,238138,126468.0,Tokelo Rantie,tokelo-rantie,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768171,17,91,Bournemouth,Away,1079,6219.0,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768171,17,91,Bournemouth,Away,8994,18726.0,Artur Boruc,artur-boruc,G,False,,,2.0,1.0,9.0,10.0,,,4.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,1.0,6.6,1.0,1.0,,1.0,,,,12.0,,8.0,13.0,21.0,0,,27.0,,,
2015-16,6768171,17,91,Bournemouth,Away,11764,20037.0,Marc Pugh,marc-pugh,M,True,,,,3.0,3.0,6.0,1.0,,2.0,,1.0,,,,,,1.0,2.0,,,,,,,,,1.0,20.0,1.0,,,,,,,6.6,,,,1.0,2.0,1.0,,,,4.0,3.0,6.0,1,,11.0,,,2.0
2015-16,6768171,17,91,Bournemouth,Away,13159,15885.0,Adam Federici,adam-federici,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768171,17,91,Bournemouth,Away,14695,15237.0,Andrew Surman,andrew-surman,M,False,,,13.0,48.0,26.0,74.0,3.0,3.0,7.0,,,,,,,,3.0,6.0,,,,1.0,,,,,4.0,90.0,,,,,,,,7.8,,,,,,,,15.0,,56.0,30.0,86.0,0,3.0,92.0,,,
2015-16,6768171,17,91,Bournemouth,Away,15152,15149.0,Simon Francis,simon-francis,D,False,,,4.0,16.0,24.0,40.0,,4.0,3.0,,,,,,,,2.0,4.0,,,2.0,,,,,2.0,,90.0,,,,,,,,7.0,,,,10.0,,,,7.0,,18.0,25.0,43.0,0,,59.0,1.0,,
2015-16,6768171,17,91,Bournemouth,Away,19343,40387.0,Dan Gosling,dan-gosling,D,False,,,2.0,32.0,12.0,44.0,1.0,2.0,6.0,1.0,,,,,,2.0,4.0,11.0,,,,,,,,1.0,1.0,90.0,,1.0,,,,1.0,,7.8,,,,2.0,5.0,1.0,,2.0,,37.0,13.0,49.0,0,1.0,70.0,,4.0,4.0
2015-16,6768171,17,91,Bournemouth,Away,20097,20529.0,Glenn Murray,glenn-murray,F,False,,,1.0,9.0,2.0,11.0,2.0,,,,,1.0,1.0,,,,4.0,1.0,,,1.0,,,,,,3.0,76.0,1.0,,,,,,,7.0,,,,2.0,,,,1.0,2.0,13.0,2.0,15.0,2,,26.0,3.0,1.0,
2015-16,6768171,17,91,Bournemouth,Away,20545,20669.0,Shaun MacDonald,shaun-macdonald,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768171,17,91,Bournemouth,Away,21501,41320.0,Charlie Daniels,charlie-daniels,D,False,,,1.0,27.0,20.0,47.0,,,4.0,,,1.0,,,,,2.0,6.0,,,1.0,,1.0,,,1.0,1.0,90.0,1.0,,,,,,,7.7,,,1.0,2.0,3.0,4.0,,2.0,1.0,34.0,21.0,51.0,3,3.0,82.0,,1.0,2.0
2015-16,6768171,17,91,Bournemouth,Away,39121,48615.0,Harry Arter,harry-arter,M,False,,,7.0,57.0,14.0,71.0,,,4.0,,,2.0,1.0,,,,2.0,3.0,,,1.0,,,,,,,82.0,,,,,,,,7.3,,,1.0,,2.0,1.0,,8.0,,62.0,14.0,75.0,3,1.0,83.0,,,2.0
2015-16,6768171,17,91,Bournemouth,Away,41628,80498.0,Eunan O'Kane,eunan-okane,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768171,17,91,Bournemouth,Away,42699,56983.0,Matt Ritchie,matt-ritchie,M,False,1.0,,1.0,35.0,12.0,46.0,,,4.0,,,1.0,2.0,,,2.0,5.0,5.0,,,1.0,,,,,,,90.0,,,,,,,,6.7,,,2.0,1.0,,5.0,,4.0,,42.0,15.0,52.0,3,1.0,74.0,,4.0,
2015-16,6768171,17,91,Bournemouth,Away,42707,56917.0,Steve Cook,steve-cook,D,False,,,5.0,11.0,28.0,39.0,2.0,1.0,6.0,,,,,,,,2.0,2.0,,,,,,,,4.0,,90.0,,2.0,,,,,,7.2,,,,10.0,,,,6.0,,12.0,30.0,42.0,0,,61.0,,1.0,
2015-16,6768171,17,91,Bournemouth,Away,44566,54469.0,Adam Smith,adam-smith,D,False,1.0,,2.0,35.0,19.0,53.0,,,1.0,,,,,,,,1.0,6.0,,,1.0,,1.0,,,,1.0,90.0,2.0,,,,,,,7.9,,,,2.0,3.0,2.0,,3.0,,39.0,20.0,57.0,2,2.0,80.0,3.0,1.0,3.0
2015-16,6768171,17,91,Bournemouth,Away,44823,56872.0,Junior Stanislas,junior-stanislas,M,False,1.0,,3.0,30.0,7.0,36.0,3.0,1.0,5.0,,,,1.0,,,,7.0,2.0,,,1.0,,,,1.0,2.0,3.0,70.0,1.0,,,,,,,7.1,,,1.0,2.0,3.0,6.0,,3.0,,40.0,7.0,41.0,2,,60.0,,,1.0
2015-16,6768171,17,91,Bournemouth,Away,51348,,Yann Kermorgant,yann-kermorgant,F,True,,,,7.0,,7.0,1.0,,1.0,,,,,,,1.0,3.0,,,,,,,,,1.0,,14.0,,,,,,,,6.3,,,,,1.0,,,,,8.0,,8.0,0,,11.0,,,
2015-16,6768171,17,91,Bournemouth,Away,238138,126468.0,Tokelo Rantie,tokelo-rantie,F,True,,,,4.0,2.0,6.0,,,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,8.0,,,,,,,,6.6,,,,,,,,,,4.0,2.0,6.0,0,1.0,8.0,1.0,,
2015-16,6768189,18,91,Bournemouth,Home,1079,6219.0,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768189,18,91,Bournemouth,Home,8994,18726.0,Artur Boruc,artur-boruc,G,False,,,3.0,2.0,13.0,15.0,,,8.0,,,,,,,,,,,,,,,1.0,,,,90.0,,,,,,,,6.9,,,,,,,,9.0,,6.0,15.0,21.0,0,,29.0,,,
2015-16,6768189,18,91,Bournemouth,Home,11764,20037.0,Marc Pugh,marc-pugh,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768189,18,91,Bournemouth,Home,13159,15885.0,Adam Federici,adam-federici,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768189,18,91,Bournemouth,Home,14695,15237.0,Andrew Surman,andrew-surman,M,False,,,2.0,27.0,22.0,49.0,2.0,1.0,4.0,,,,3.0,,,,6.0,2.0,,,1.0,,,,,8.0,,90.0,,,,,,,,7.0,,,1.0,3.0,,,,3.0,,29.0,25.0,54.0,1,,67.0,,1.0,
2015-16,6768189,18,91,Bournemouth,Home,15152,15149.0,Simon Francis,simon-francis,D,False,,,6.0,16.0,23.0,39.0,4.0,9.0,5.0,,,,,1.0,,,5.0,11.0,,,1.0,,,,,3.0,1.0,90.0,,2.0,,,,,,7.8,,,,10.0,1.0,,,12.0,,23.0,27.0,50.0,0,,68.0,,1.0,1.0
2015-16,6768189,18,91,Bournemouth,Home,19343,40387.0,Dan Gosling,dan-gosling,D,False,,,1.0,14.0,9.0,23.0,,,3.0,,,1.0,3.0,,,2.0,10.0,3.0,,,1.0,,,,,4.0,1.0,89.0,1.0,,,,,,,6.4,,,,1.0,4.0,,,3.0,,21.0,9.0,30.0,2,3.0,52.0,3.0,,
2015-16,6768189,18,91,Bournemouth,Home,20097,20529.0,Glenn Murray,glenn-murray,F,False,,,,11.0,3.0,14.0,1.0,1.0,1.0,,1.0,,,,,,6.0,5.0,,,2.0,,,,,,1.0,71.0,1.0,,,,,,,6.5,,,1.0,1.0,4.0,,,,,15.0,5.0,20.0,2,1.0,37.0,3.0,3.0,1.0
2015-16,6768189,18,91,Bournemouth,Home,20545,20669.0,Shaun MacDonald,shaun-macdonald,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768189,18,91,Bournemouth,Home,21501,41320.0,Charlie Daniels,charlie-daniels,D,False,,,1.0,22.0,14.0,36.0,,1.0,6.0,,,,,,,,,7.0,,,,,,,,1.0,,90.0,,,,,,,,7.5,,,,4.0,4.0,1.0,,4.0,,28.0,18.0,45.0,0,2.0,72.0,2.0,,4.0
2015-16,6768189,18,91,Bournemouth,Home,39121,48615.0,Harry Arter,harry-arter,M,False,1.0,,1.0,19.0,10.0,28.0,,,2.0,,,,,,,,3.0,4.0,,,2.0,,,,,,,45.0,1.0,,,,,,,7.1,,,,,3.0,1.0,,3.0,,25.0,10.0,34.0,1,2.0,42.0,,,2.0
2015-16,6768189,18,91,Bournemouth,Home,41628,80498.0,Eunan O'Kane,eunan-okane,M,True,,,2.0,12.0,9.0,21.0,,,5.0,,,,,,,,,4.0,,,,,,,,1.0,2.0,45.0,1.0,1.0,,,,,,7.5,,,,2.0,1.0,,,4.0,1.0,17.0,10.0,27.0,1,2.0,36.0,,1.0,1.0
2015-16,6768189,18,91,Bournemouth,Home,42699,56983.0,Matt Ritchie,matt-ritchie,M,False,1.0,,1.0,16.0,12.0,27.0,3.0,1.0,4.0,,,,1.0,,,3.0,7.0,6.0,,,,,,,,1.0,1.0,90.0,,,,,,,,6.5,,,,2.0,,10.0,,4.0,,39.0,14.0,43.0,0,3.0,71.0,,2.0,
2015-16,6768189,18,91,Bournemouth,Home,42707,56917.0,Steve Cook,steve-cook,D,False,,,3.0,12.0,41.0,53.0,3.0,4.0,4.0,,,,,,,,3.0,6.0,,,,,,,,,,90.0,,1.0,,,,,,7.4,,,,10.0,,,,7.0,,17.0,47.0,64.0,0,2.0,79.0,,,
2015-16,6768189,18,91,Bournemouth,Home,44566,54469.0,Adam Smith,adam-smith,D,False,,,3.0,10.0,16.0,26.0,1.0,,5.0,,,,2.0,,,1.0,5.0,12.0,,,1.0,,,,,1.0,,90.0,,,,,,,,7.6,,,,3.0,3.0,2.0,,3.0,,18.0,16.0,32.0,0,6.0,61.0,,3.0,3.0
2015-16,6768189,18,91,Bournemouth,Home,44823,56872.0,Junior Stanislas,junior-stanislas,M,False,2.0,,,22.0,12.0,32.0,3.0,1.0,5.0,1.0,,,1.0,,,,5.0,9.0,,,,,,,,1.0,2.0,90.0,,,,,,,,7.7,,,2.0,1.0,3.0,5.0,,1.0,,31.0,15.0,41.0,2,4.0,67.0,2.0,2.0,2.0
2015-16,6768189,18,91,Bournemouth,Home,51348,,Yann Kermorgant,yann-kermorgant,F,True,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,0,,1.0,,,
2015-16,6768189,18,91,Bournemouth,Home,238138,126468.0,Tokelo Rantie,tokelo-rantie,F,True,,,,1.0,1.0,2.0,,,1.0,,,1.0,,,,1.0,5.0,1.0,,,2.0,,,,,,,19.0,,,,,,,,6.3,,,,,2.0,1.0,,,1.0,2.0,1.0,2.0,1,1.0,9.0,,,
2015-16,6768325,19,91,Bournemouth,Away,1079,6219.0,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768325,19,91,Bournemouth,Away,8994,18726.0,Artur Boruc,artur-boruc,G,False,,,5.0,5.0,10.0,15.0,,1.0,8.0,,,,,,,,,1.0,,,,,,1.0,,,,90.0,,,,,,,1.0,6.8,3.0,4.0,,1.0,,,,16.0,,10.0,16.0,26.0,0,,37.0,,,
2015-16,6768325,19,91,Bournemouth,Away,11764,20037.0,Marc Pugh,marc-pugh,M,False,,,1.0,4.0,5.0,9.0,1.0,,3.0,,,,,,,1.0,3.0,1.0,,,,,,,,,,45.0,,,,,,,,6.2,,,,3.0,1.0,2.0,,1.0,,6.0,6.0,10.0,0,,20.0,2.0,1.0,
2015-16,6768325,19,91,Bournemouth,Away,13159,15885.0,Adam Federici,adam-federici,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768325,19,91,Bournemouth,Away,14695,15237.0,Andrew Surman,andrew-surman,M,False,,,6.0,31.0,22.0,53.0,,1.0,2.0,,,,,,,,,4.0,,,,,,,,2.0,,90.0,,,,,,,,7.3,,,,,,,,7.0,,37.0,23.0,60.0,0,2.0,67.0,,1.0,
2015-16,6768325,19,91,Bournemouth,Away,15152,15149.0,Simon Francis,simon-francis,D,False,,,2.0,17.0,42.0,59.0,,,7.0,,,,,,,,,2.0,,,,,,,,1.0,,90.0,,,,,,,,6.8,,,,9.0,1.0,,,9.0,,25.0,48.0,73.0,0,1.0,85.0,,,1.0
2015-16,6768325,19,91,Bournemouth,Away,19343,40387.0,Dan Gosling,dan-gosling,D,False,,,,5.0,10.0,15.0,,,4.0,,,1.0,2.0,,,3.0,5.0,5.0,,,,,,,,2.0,,61.0,,,,,,,,6.7,,,,1.0,,,,,,8.0,13.0,21.0,1,4.0,37.0,2.0,1.0,
2015-16,6768325,19,91,Bournemouth,Away,20097,20529.0,Glenn Murray,glenn-murray,F,True,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,10.0,1.0,,,,,,,6.7,,,,,,,,,,1.0,1.0,2.0,1,,3.0,,,
2015-16,6768325,19,91,Bournemouth,Away,21501,41320.0,Charlie Daniels,charlie-daniels,D,False,,,,23.0,25.0,48.0,,1.0,6.0,,,,1.0,,,,3.0,3.0,,,,,,,,2.0,1.0,90.0,,,,,,,,6.5,,,,6.0,3.0,2.0,,3.0,,32.0,26.0,56.0,0,1.0,86.0,2.0,,1.0
2015-16,6768325,19,91,Bournemouth,Away,39121,48615.0,Harry Arter,harry-arter,M,False,,,5.0,41.0,21.0,62.0,,1.0,6.0,,,3.0,4.0,,,,6.0,9.0,,,1.0,,,,,2.0,5.0,90.0,,,,,,,,7.9,,,1.0,,3.0,,,8.0,,45.0,22.0,67.0,4,4.0,83.0,,2.0,2.0
2015-16,6768325,19,91,Bournemouth,Away,41628,80498.0,Eunan O'Kane,eunan-okane,M,True,,,,5.0,2.0,7.0,2.0,,,,,,,,,,2.0,,,,,,,,,,1.0,29.0,,,,,,,,6.6,,,1.0,1.0,,,,1.0,,11.0,2.0,13.0,1,,17.0,1.0,,
2015-16,6768325,19,91,Bournemouth,Away,42699,56983.0,Matt Ritchie,matt-ritchie,M,False,,,,14.0,8.0,22.0,4.0,,4.0,,,,,,,2.0,8.0,5.0,,,1.0,,,,,1.0,2.0,90.0,1.0,,,,,,,6.8,,,,2.0,2.0,1.0,,1.0,,22.0,9.0,30.0,1,3.0,48.0,3.0,1.0,1.0
2015-16,6768325,19,91,Bournemouth,Away,42707,56917.0,Steve Cook,steve-cook,D,False,,,7.0,16.0,47.0,63.0,2.0,,4.0,,,,,,,,2.0,,,,,,,,,1.0,,90.0,,2.0,,,,,,6.7,,,,3.0,,,,9.0,,19.0,49.0,68.0,0,,75.0,,,
2015-16,6768325,19,91,Bournemouth,Away,44566,54469.0,Adam Smith,adam-smith,D,False,,,1.0,22.0,23.0,45.0,,,9.0,,,,,,,1.0,5.0,10.0,,,2.0,,,,,2.0,,90.0,,,,,,,,7.0,,,,,7.0,2.0,,4.0,1.0,27.0,25.0,50.0,0,4.0,80.0,2.0,1.0,5.0
2015-16,6768325,19,91,Bournemouth,Away,44823,56872.0,Junior Stanislas,junior-stanislas,M,True,,,,15.0,10.0,25.0,1.0,1.0,1.0,,,,,,,,3.0,3.0,,,1.0,,,,,,,45.0,,,,,,,,6.7,,,1.0,,2.0,3.0,,,,21.0,10.0,28.0,1,1.0,36.0,,,1.0
2015-16,6768325,19,91,Bournemouth,Away,46738,20963.0,Lee Tomlin,lee-tomlin,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768325,19,91,Bournemouth,Away,100621,78007.0,Joshua King,joshua-king,F,False,,,,6.0,2.0,8.0,4.0,2.0,5.0,,,,,,,1.0,10.0,2.0,,,3.0,,,,,,,80.0,1.0,,,,,,,6.3,,,,1.0,2.0,,,,,10.0,2.0,12.0,1,,22.0,2.0,,
2015-16,6768325,19,91,Bournemouth,Away,238138,126468.0,Tokelo Rantie,tokelo-rantie,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768335,20,91,Bournemouth,Away,1079,6219.0,Sylvain Distin,sylvain-distin,D,True,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,30.0,,1.0,,,,,,6.8,,,,3.0,,,,,,,2.0,2.0,0,1.0,9.0,,,
2015-16,6768335,20,91,Bournemouth,Away,8994,18726.0,Artur Boruc,artur-boruc,G,False,,2.0,15.0,8.0,14.0,22.0,,,13.0,,,,,,,,,,,,,,,4.0,,,,90.0,,,,,1.0,,,7.9,1.0,2.0,,2.0,,,2.0,35.0,,26.0,16.0,42.0,0,,56.0,,,
2015-16,6768335,20,91,Bournemouth,Away,11764,20037.0,Marc Pugh,marc-pugh,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768335,20,91,Bournemouth,Away,13159,15885.0,Adam Federici,adam-federici,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768335,20,91,Bournemouth,Away,14695,15237.0,Andrew Surman,andrew-surman,M,False,,,4.0,15.0,25.0,40.0,2.0,,11.0,,,,,,,1.0,5.0,3.0,,,2.0,,,,,1.0,1.0,90.0,,,,,,,,7.0,,,,4.0,1.0,,,7.0,,22.0,28.0,50.0,0,1.0,61.0,,1.0,1.0
