season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,846308,231480,Santiago Bueno,santiago-bueno,D,False,,,1.0,4.0,10.0,14.0,2.0,3.0,2.0,,,,1.0,,,,3.0,4.0,,,0.00078207,,,,0.0,,,,,,,,90.0,,2.0,,,,,6.0,,6.6,,,,6.0,,,,5.0,,6.0,14.0,20.0,0,1.0,29.0,,,,1.0
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,876599,247412,Jørgen Strand Larsen,jorgen-strand-larsen,F,False,,,,2.0,2.0,4.0,5.0,2.0,2.0,,,,2.0,,,,8.0,2.0,,,0.00041135,0.5388,0.9472,1.0,0.0,1.0,,,,,,,80.0,1.0,,,,,,7.0,,6.9,,,,3.0,,,,2.0,1.0,3.0,5.0,8.0,1,,19.0,2.0,,,
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,886363,430871,Matheus Cunha,matheus-cunha,F,False,1.0,,1.0,4.0,7.0,10.0,2.0,1.0,3.0,1.0,,,1.0,,,3.0,7.0,6.0,,,0.18625,0.0381,,,0.0,,,,,,1.0,,67.0,,,,,,,6.0,,7.1,,,1.0,,3.0,1.0,,1.0,,5.0,7.0,11.0,1,2.0,27.0,,1.0,2.0,1.0
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,,7.0,7.0,14.0,,1.0,4.0,,,,2.0,,,,3.0,7.0,,,0.00248708,,,,0.0,,,,,,1.0,,90.0,,2.0,,,,,11.0,,6.8,,,,3.0,2.0,1.0,,3.0,1.0,13.0,10.0,22.0,0,5.0,38.0,1.0,,1.0,2.0
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,932628,220394,Tommy Doyle,tommy-doyle,M,True,,,1.0,3.0,5.0,8.0,,1.0,1.0,,,,1.0,,,,1.0,2.0,,,0.00303988,,,,0.0,,,,,1.0,,,45.0,,1.0,,,,,1.0,,6.7,,,,1.0,,,,1.0,,4.0,5.0,9.0,0,1.0,16.0,,,,1.0
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,973418,510362,Toti Gomes,toti-gomes,D,False,,,1.0,3.0,11.0,14.0,,2.0,1.0,,,,,,,1.0,2.0,6.0,,,0.00051887,,,1.0,0.0,,,,,,,,90.0,,,,,,,9.0,,6.4,,,,6.0,,,,4.0,,5.0,15.0,20.0,0,3.0,39.0,,1.0,,1.0
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,1006073,483081,Rodrigo Gomes,gomes-rodrigo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,1015267,448089,João Gomes,joao-gomes,M,False,,,,4.0,6.0,10.0,1.0,1.0,6.0,,,,2.0,,,2.0,8.0,9.0,,,0.00371381,,,3.0,0.0,,,,,1.0,,,89.0,,,,,,,10.0,,6.7,,,,2.0,1.0,1.0,,5.0,,7.0,10.0,16.0,0,6.0,37.0,1.0,1.0,1.0,4.0
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,1035996,509291,André,andre,M,False,,,,,6.0,6.0,,,3.0,,,,,,,2.0,2.0,2.0,,,8.235e-05,,,,0.0,,,,,,,,45.0,,1.0,,,,,4.0,,6.8,,,,4.0,,,,,,,6.0,6.0,0,2.0,24.0,1.0,,,1.0
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,1069486,463212,Carlos Forbs,carlos-borges,M,True,,,,3.0,1.0,4.0,,,,,,,,,,,,1.0,,,0.0023359,,,,0.0,,,,,,,,23.0,,,,,,,3.0,,6.6,,,,,,,,,,5.0,1.0,6.0,0,1.0,9.0,1.0,,,
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,1597270,641221,Pedro Lima,lima-pedro,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,50027,60232,Craig Dawson,craig-dawson,D,False,,,3.0,13.0,51.0,64.0,1.0,4.0,3.0,,,1.0,1.0,,,,2.0,6.0,,,0.00481107,0.3386,,,0.0,,,,,2.0,,,90.0,,3.0,,,,,5.0,,7.4,,,1.0,5.0,,,,7.0,,18.0,51.0,69.0,2,2.0,84.0,,,,
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,101367,79602,Daniel Bentley,daniel-bentley,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,138573,88484,Pablo Sarabia,pablo-sarabia,M,True,3.0,,,11.0,5.0,13.0,1.0,1.0,1.0,,,,,,,2.0,3.0,3.0,,1.0,0.355819,,,,0.0,,,,,,3.0,,45.0,,,,,,,13.0,,6.5,,,,,,6.0,,2.0,,18.0,7.0,19.0,0,,34.0,2.0,2.0,,
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,252669,149065,José Sá,jose-sa,G,False,,2.0,2.0,1.0,10.0,11.0,,,9.0,,,,,,,,,,1.0,,0.00014618,,,,0.0,,-0.5214,1.0,,,,,90.0,,,,,,,11.0,,6.2,1.0,4.0,,1.0,,,2.0,13.0,,9.0,13.0,22.0,0,,35.0,,,,
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,252821,200402,Nélson Semedo,nelson-semedo,D,False,,,,10.0,11.0,21.0,1.0,3.0,3.0,,,,2.0,,,,5.0,10.0,,,0.00803556,0.0412,0.0325,,0.0,,,,,1.0,1.0,,90.0,1.0,1.0,,,,,10.0,,7.3,,,,12.0,3.0,,,2.0,,15.0,13.0,28.0,1,6.0,60.0,1.0,,1.0,3.0
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,280979,181284,Gonçalo Guedes,goncalo-guedes,M,True,,,,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,2.0,,,0.00052745,,,,0.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,2.0,,1.0,0,2.0,4.0,,,,
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,307284,151086,Mario Lemina,mario-lemina,M,False,,,,4.0,13.0,17.0,1.0,,3.0,,,,,,,,2.0,4.0,,,0.00139163,,,1.0,0.0,,,,,,,,45.0,,,,,,,2.0,,6.9,,,,2.0,,,,1.0,,5.0,14.0,19.0,0,4.0,27.0,,,,4.0
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,845273,231057,Jean-Ricner Bellegarde,jean-ricner-bellegarde,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,846308,231480,Santiago Bueno,santiago-bueno,D,False,,,5.0,14.0,29.0,43.0,2.0,3.0,1.0,,,,1.0,,,,5.0,5.0,,,0.0108872,0.2089,0.4474,2.0,0.0,,,,,3.0,,,90.0,1.0,3.0,,,,,8.0,,7.3,,,,3.0,,,,6.0,,16.0,35.0,51.0,1,1.0,64.0,,1.0,,1.0
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,876599,247412,Jørgen Strand Larsen,jorgen-strand-larsen,F,False,,,1.0,4.0,4.0,8.0,3.0,2.0,4.0,,,,1.0,,,1.0,6.0,4.0,,,0.00418967,0.236,0.6389,1.0,0.0,,,,,,1.0,,89.0,2.0,1.0,,,,,11.0,,7.1,,,,,,1.0,,1.0,,8.0,8.0,15.0,2,1.0,25.0,2.0,1.0,,1.0
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,886363,430871,Matheus Cunha,matheus-cunha,F,False,2.0,,,15.0,4.0,17.0,,1.0,5.0,1.0,,3.0,1.0,,,1.0,5.0,7.0,,,0.328377,0.2178,0.3912,1.0,0.0,1.0,,,,,4.0,,90.0,2.0,,,,,,15.0,,8.3,,,,,5.0,4.0,,1.0,,22.0,7.0,25.0,5,1.0,50.0,1.0,2.0,3.0,
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,,19.0,26.0,45.0,1.0,,2.0,,,,,,,1.0,6.0,6.0,,,0.0142303,0.056,0.1782,1.0,0.0,1.0,,,,1.0,1.0,,90.0,1.0,,,,,,11.0,,7.3,,,,1.0,7.0,2.0,,1.0,,23.0,28.0,49.0,1,2.0,71.0,1.0,,4.0,1.0
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,932628,220394,Tommy Doyle,tommy-doyle,M,False,,,14.0,25.0,28.0,53.0,,,8.0,,1.0,,1.0,,,,2.0,4.0,,,0.0161157,0.2342,,1.0,1.0,,,,,,1.0,,90.0,,,,,,,7.0,,7.1,,,1.0,2.0,2.0,,,17.0,,27.0,31.0,58.0,1,,70.0,2.0,2.0,2.0,
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,973418,510362,Toti Gomes,toti-gomes,D,False,,,1.0,10.0,20.0,30.0,,,5.0,,,,1.0,,,,3.0,5.0,,,0.00320095,,,2.0,0.0,,,,,1.0,,,45.0,,,,,,,8.0,,6.6,,,,3.0,,,,7.0,,14.0,24.0,38.0,0,3.0,48.0,,2.0,,2.0
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,1006073,483081,Rodrigo Gomes,gomes-rodrigo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,1015267,448089,João Gomes,joao-gomes,M,False,,,,13.0,13.0,26.0,,1.0,6.0,,,1.0,3.0,,,2.0,7.0,5.0,,,0.00800822,0.0313,,1.0,0.0,,,,,1.0,1.0,,89.0,,,,,,,10.0,,6.5,,,,,1.0,2.0,,,1.0,17.0,14.0,29.0,1,2.0,45.0,2.0,2.0,,
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,1035996,509291,André,andre,M,True,,,,,1.0,1.0,,,,,,,,,,,,,,,4.554e-05,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,,2.0,,,,
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,1069486,463212,Carlos Forbs,carlos-borges,M,True,,,,7.0,4.0,11.0,,,4.0,,,,,,,1.0,2.0,2.0,1.0,,0.00561948,,,,0.0,,,,,,,,44.0,,,,,,,9.0,,6.1,,,,1.0,3.0,3.0,,1.0,,12.0,5.0,14.0,0,,24.0,1.0,,2.0,
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,1597270,641221,Pedro Lima,lima-pedro,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,50027,60232,Craig Dawson,craig-dawson,D,False,,,4.0,7.0,38.0,45.0,4.0,3.0,5.0,,,,1.0,,,,5.0,7.0,,,0.00968885,,,,0.0,,,,,,,,90.0,,2.0,,,,,9.0,,7.0,,,,4.0,,,,5.0,,11.0,41.0,52.0,0,4.0,67.0,1.0,,,
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,101367,79602,Daniel Bentley,daniel-bentley,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,138573,88484,Pablo Sarabia,pablo-sarabia,M,False,,,1.0,10.0,9.0,19.0,2.0,,1.0,,2.0,,1.0,,,,4.0,2.0,,,0.0160718,0.3626,0.3585,1.0,0.0,,,,,1.0,,,62.0,1.0,,,,,,13.0,,6.0,,,,1.0,,1.0,,3.0,2.0,17.0,11.0,27.0,1,2.0,39.0,3.0,,,2.0
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,252669,149065,José Sá,jose-sa,G,False,,,6.0,5.0,16.0,21.0,,,12.0,,,,,,1.0,,,1.0,,,0.00067797,,,,0.0,,0.871,1.0,,,,,90.0,,,,,,,10.0,,7.0,4.0,4.0,,,,,,16.0,,13.0,18.0,31.0,0,,45.0,,1.0,,
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,252821,200402,Nélson Semedo,nelson-semedo,D,False,1.0,,2.0,19.0,25.0,43.0,1.0,1.0,1.0,,,,1.0,,,1.0,3.0,4.0,,1.0,0.0391235,,,,0.0,,,,,1.0,,,90.0,,1.0,,,,,17.0,,6.6,,,,3.0,2.0,3.0,,5.0,,28.0,30.0,55.0,0,1.0,79.0,2.0,,2.0,
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,280979,181284,Gonçalo Guedes,goncalo-guedes,M,True,,,,8.0,1.0,9.0,,,,1.0,,,,,,,1.0,5.0,,,0.0549205,0.0762,0.0898,2.0,1.0,,,,,,1.0,,28.0,1.0,,,,,,4.0,,7.4,,,,,,,,,,10.0,1.0,11.0,1,4.0,20.0,2.0,1.0,,1.0
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,307284,151086,Mario Lemina,mario-lemina,M,True,,,1.0,9.0,10.0,19.0,,2.0,3.0,,,1.0,,,,1.0,1.0,8.0,,,0.0024677,0.0239,,,0.0,,,,,3.0,,,28.0,,,,,,,6.0,,7.1,,,,1.0,2.0,,,2.0,,12.0,11.0,23.0,1,3.0,36.0,1.0,1.0,2.0,1.0
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,845273,231057,Jean-Ricner Bellegarde,jean-ricner-bellegarde,M,True,1.0,,2.0,5.0,6.0,10.0,,,3.0,,,,,,,,1.0,,,,0.170485,,,,0.0,,,,,,1.0,,27.0,,,,,,,1.0,,6.6,,,,2.0,1.0,1.0,,2.0,,5.0,6.0,10.0,0,,14.0,,,,
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,846308,231480,Santiago Bueno,santiago-bueno,D,False,,,3.0,12.0,30.0,42.0,1.0,,4.0,,,,,,,1.0,5.0,3.0,,,0.00481784,,,2.0,0.0,,,,,,,,90.0,,2.0,,,,,10.0,,6.5,,,,1.0,1.0,,,6.0,,15.0,34.0,49.0,0,3.0,62.0,,,,1.0
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,876599,247412,Jørgen Strand Larsen,jorgen-strand-larsen,F,False,,,,5.0,5.0,10.0,1.0,3.0,,,,,,,,1.0,2.0,5.0,,,0.0346301,0.6643,0.6588,,0.0,1.0,,,,,2.0,,90.0,2.0,,,,,,10.0,,7.6,,,,3.0,,,,,1.0,10.0,6.0,16.0,2,1.0,29.0,3.0,1.0,,1.0
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,886363,430871,Matheus Cunha,matheus-cunha,F,False,,,1.0,14.0,12.0,26.0,1.0,,3.0,3.0,,,1.0,,,2.0,6.0,5.0,,,0.223234,0.1067,,1.0,1.0,,,,,,4.0,,90.0,,,,,,,19.0,,8.2,,,2.0,1.0,4.0,3.0,,3.0,1.0,25.0,13.0,35.0,2,1.0,60.0,3.0,1.0,3.0,1.0
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,3.0,14.0,19.0,33.0,1.0,,1.0,,,,2.0,,,1.0,7.0,1.0,,,0.016587,0.0722,,1.0,0.0,,,,,4.0,,,90.0,,,,,,,16.0,,6.6,,,2.0,2.0,3.0,2.0,,8.0,,22.0,23.0,43.0,2,,70.0,1.0,,1.0,
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,932628,220394,Tommy Doyle,tommy-doyle,M,False,,,4.0,16.0,27.0,43.0,1.0,,7.0,,,,,,,,1.0,1.0,,,0.00892206,0.0136,0.0104,,0.0,,,,,1.0,,,62.0,1.0,,,,,,6.0,,6.9,,,,1.0,,1.0,,6.0,,20.0,29.0,48.0,1,1.0,53.0,,,,
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,973418,510362,Toti Gomes,toti-gomes,D,False,,,2.0,11.0,18.0,29.0,2.0,3.0,1.0,,,,1.0,,,,3.0,7.0,,,0.00286561,,,,0.0,,,,,2.0,,,63.0,,,,,,,13.0,,7.1,,,,2.0,2.0,,,5.0,,13.0,24.0,37.0,0,2.0,55.0,3.0,,2.0,2.0
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,1006073,483081,Rodrigo Gomes,gomes-rodrigo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,1015267,448089,João Gomes,joao-gomes,M,False,,,3.0,19.0,21.0,40.0,1.0,1.0,9.0,,,,2.0,,,2.0,5.0,11.0,,,0.0236777,0.2087,0.6212,,0.0,1.0,,,,1.0,3.0,,90.0,1.0,,,,,,12.0,,7.9,,,,,4.0,1.0,,3.0,,23.0,25.0,47.0,1,3.0,65.0,1.0,3.0,4.0,1.0
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,1035996,509291,André,andre,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,1069486,463212,Carlos Forbs,carlos-borges,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437060,10,39,Wolverhampton_Wanderers,Home,1083020,517179,Alfie Pond,alfie-pond,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,50027,60232,Craig Dawson,craig-dawson,D,False,,,6.0,4.0,31.0,35.0,2.0,1.0,2.0,,,,,,,,2.0,4.0,,1.0,0.00221973,,,,0.0,,,,,,,,90.0,,2.0,,,,,3.0,,7.3,,,,7.0,,,,8.0,,6.0,32.0,38.0,0,1.0,53.0,,2.0,,
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,98427,101982,Sam Johnstone,sam-johnstone,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,138573,88484,Pablo Sarabia,pablo-sarabia,M,False,,,,5.0,1.0,6.0,,,2.0,,,,,,,,1.0,3.0,,,0.0214662,0.9745,0.9953,,0.0,1.0,,,,,,,45.0,1.0,,,,,,6.0,,7.4,,,,1.0,2.0,1.0,,,1.0,7.0,3.0,9.0,1,1.0,19.0,,1.0,1.0,1.0
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,252669,149065,José Sá,jose-sa,G,False,,,2.0,2.0,8.0,10.0,,,6.0,,,,,,,,,,,,0.00056188,,,,0.0,,-0.4811,,,,,,90.0,,,,,,,13.0,,6.5,,,,,,,,15.0,,14.0,9.0,23.0,0,,29.0,,,,
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,252821,200402,Nélson Semedo,nelson-semedo,D,False,,,,5.0,14.0,19.0,1.0,2.0,3.0,,,,,,,1.0,3.0,5.0,,,0.0458486,,,1.0,0.0,,,,,1.0,1.0,,90.0,,,,,,,5.0,,7.3,,,,5.0,1.0,,,1.0,,7.0,15.0,22.0,0,1.0,40.0,1.0,1.0,1.0,1.0
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,280979,181284,Gonçalo Guedes,goncalo-guedes,M,True,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,1.0,0.0,,,,,,,,17.0,,,,,,,4.0,,6.5,,,,,,,,1.0,,1.0,2.0,3.0,0,,5.0,1.0,1.0,,
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,307284,151086,Mario Lemina,mario-lemina,M,False,,,1.0,8.0,9.0,17.0,,,4.0,,,1.0,2.0,,,1.0,4.0,3.0,,,0.00874111,0.0191,,1.0,1.0,,,,,1.0,1.0,,90.0,,,,,,,9.0,,6.9,,,,2.0,1.0,,,3.0,,11.0,11.0,22.0,1,2.0,33.0,2.0,,1.0,2.0
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,845273,231057,Jean-Ricner Bellegarde,jean-ricner-bellegarde,M,True,,,,2.0,2.0,4.0,1.0,,2.0,,,,,,,1.0,5.0,5.0,,,0.00279989,0.0279,,2.0,0.0,,,,,,,,45.0,,,,,,,7.0,,6.6,,,1.0,,2.0,1.0,,,,4.0,2.0,5.0,1,,20.0,3.0,4.0,1.0,
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,846308,231480,Santiago Bueno,santiago-bueno,D,False,,,,4.0,23.0,27.0,2.0,1.0,4.0,,,,,,,,2.0,3.0,,,0.00451142,,,1.0,0.0,,,,,,,,90.0,,1.0,,,,,4.0,,7.0,,,,3.0,,,,1.0,,6.0,25.0,31.0,0,1.0,39.0,,1.0,,
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,876599,247412,Jørgen Strand Larsen,jorgen-strand-larsen,F,False,,,,3.0,3.0,6.0,,1.0,1.0,,,,3.0,,,,5.0,1.0,,,0.00054907,0.0363,0.0145,2.0,0.0,,,,,2.0,,,73.0,1.0,,,,,,4.0,,6.6,,,,,,,,,,6.0,3.0,9.0,1,,15.0,1.0,,,
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,886363,430871,Matheus Cunha,matheus-cunha,F,False,1.0,,3.0,13.0,3.0,15.0,,,3.0,1.0,,1.0,1.0,,,2.0,6.0,4.0,,,0.420436,0.0611,0.1816,1.0,1.0,1.0,,,,1.0,2.0,,89.0,1.0,,,,,,6.0,,8.5,,,,,4.0,1.0,,3.0,1.0,15.0,3.0,17.0,2,1.0,34.0,,1.0,2.0,
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,1.0,7.0,14.0,21.0,3.0,,7.0,,,1.0,,,,3.0,9.0,9.0,,,0.0759317,0.0928,,2.0,0.0,,,,,,,,89.0,,,,,,,12.0,,7.0,,,,1.0,5.0,,,2.0,,9.0,19.0,28.0,1,4.0,48.0,,1.0,4.0,2.0
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,932628,220394,Tommy Doyle,tommy-doyle,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,973418,510362,Toti Gomes,toti-gomes,D,False,,,1.0,10.0,22.0,32.0,,,6.0,,,,,,,1.0,2.0,4.0,,1.0,0.0303771,,,1.0,0.0,,,,,,1.0,,90.0,,,,,,,12.0,,7.1,,,,6.0,1.0,,,4.0,1.0,15.0,24.0,39.0,0,3.0,60.0,2.0,,1.0,3.0
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,1006073,483081,Rodrigo Gomes,gomes-rodrigo,M,True,,,,1.0,1.0,2.0,,,,,,,1.0,,,1.0,2.0,,,,0.00082243,,,,0.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,2.0,0,,3.0,,,,
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,1015267,448089,João Gomes,joao-gomes,M,False,,,1.0,5.0,14.0,19.0,,,3.0,,,,2.0,,,1.0,5.0,1.0,,,0.00537347,0.0459,0.1915,2.0,0.0,,,,,2.0,,,90.0,1.0,,,,,,13.0,,6.8,,,,2.0,1.0,,,2.0,,15.0,15.0,30.0,1,,43.0,1.0,,1.0,
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,1035996,509291,André,andre,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,1069486,463212,Carlos Forbs,carlos-borges,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436485,11,39,Wolverhampton_Wanderers,Home,1083020,517179,Alfie Pond,alfie-pond,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436490,12,39,Wolverhampton_Wanderers,Away,101367,79602,Daniel Bentley,daniel-bentley,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436490,12,39,Wolverhampton_Wanderers,Away,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,4.35e-06,,,,0.0,,,,,,,,11.0,,,,,,,,,6.5,,,,,,,,,,,,,0,,2.0,,,,
2024-25,12436490,12,39,Wolverhampton_Wanderers,Away,252669,149065,José Sá,jose-sa,G,False,,1.0,4.0,4.0,8.0,12.0,,1.0,5.0,,,,,,,,,2.0,,,0.0039141,,,,0.0,,-0.2563,1.0,,,,,90.0,,,,,,,7.0,1.0,6.7,,2.0,,2.0,1.0,,1.0,11.0,,10.0,9.0,19.0,0,,27.0,,,1.0,
2024-25,12436490,12,39,Wolverhampton_Wanderers,Away,252821,200402,Nélson Semedo,nelson-semedo,D,False,,,2.0,12.0,10.0,22.0,1.0,1.0,4.0,,,,1.0,,,1.0,8.0,6.0,,,0.180024,,,2.0,0.0,,,,,,2.0,,89.0,,,,,,,12.0,,6.3,,,,,5.0,1.0,,7.0,,17.0,11.0,27.0,0,2.0,49.0,1.0,1.0,2.0,1.0
2024-25,12436490,12,39,Wolverhampton_Wanderers,Away,280979,181284,Gonçalo Guedes,goncalo-guedes,M,True,,,,,,,,,,,,,,,,,,,,,,0.2448,0.5166,,0.0,1.0,,,,,,,6.0,1.0,,,,,,,,7.5,,,,,,,,,,,,,1,,3.0,,,,
