playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,totalFoulsWon,winningGoal,duels,homeGoals,recoveries,appearances,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,offsides,goalsConcededOutsideBox,penaltyGoalsConceded,ownGoalScored,headedGoals,handballsConceded,penaltiesConceded,lastPlayerTackle,hitWoodwork,foulWonPenalty,successfulCornersIntoBox,throwInsToOppositionPlayer,attemptsFromSetPieces,setPiecesGoals,penaltiesTaken,penaltyGoals,clearancesOffTheLine,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,punches,savesMade,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesSaved,penaltiesFaced,savesFromPenalty,forwardPasses,redCards2ndYellow,otherGoals,goalkeeperSmother,leftsidePasses
8420,Danny Webber,Forward,Portsmouth,47,England,2009-10,33.0,3.0,0.0,3.0,1.0,3.0,4.0,1.0,29.0,17.0,1.0,12.0,4.0,31.0,15.0,198.0,1.0,0.0,13.0,,9.0,,3.0,460.0,2.0,7.0,14.0,12.0,165.0,25.0,4.0,,3.0,13.0,26.0,3.0,0.0,47.0,1.0,23.0,17.0,,1.0,1.0,9.0,119.0,11.0,15.0,21.0,38.0,2.0,0.0,198.0,3.0,1.0,70.0,2.0,6.0,,3.0,10.0,,2.0,292.0,1.0,3.0,1.0,51.0,1.0,2.0,8.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12744,David Nugent,Forward,Portsmouth,47,England,2009-10,196.0,3.0,0.0,5.0,20.0,19.0,40.0,6.0,136.0,33.0,2.0,67.0,20.0,146.0,18.0,511.0,6.0,1.0,13.0,4.0,137.0,,3.0,1906.0,10.0,88.0,107.0,58.0,354.0,80.0,22.0,,12.0,46.0,108.0,27.0,2.0,303.0,5.0,45.0,33.0,2.0,3.0,1.0,33.0,279.0,39.0,18.0,82.0,166.0,49.0,0.0,507.0,20.0,9.0,250.0,16.0,12.0,1.0,18.0,15.0,,11.0,825.0,4.0,11.0,1.0,89.0,0.0,10.0,13.0,15.0,7.0,3.0,,3.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10445,Frédéric Piquionne,Forward,Portsmouth,47,France,2009-10,263.0,4.0,0.0,10.0,24.0,20.0,52.0,6.0,219.0,34.0,2.0,77.0,26.0,234.0,45.0,692.0,5.0,2.0,8.0,,264.0,,4.0,2280.0,28.0,131.0,196.0,63.0,442.0,153.0,28.0,,37.0,48.0,132.0,22.0,0.0,459.0,3.0,57.0,34.0,4.0,6.0,1.0,44.0,353.0,42.0,45.0,93.0,195.0,133.0,0.0,690.0,28.0,25.0,401.0,14.0,21.0,5.0,36.0,12.0,,16.0,1145.0,10.0,12.0,2.0,109.0,2.0,15.0,14.0,39.0,6.0,6.0,,,4.0,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
78828,Gael N'Lundulu,Forward,Portsmouth,47,France,2009-10,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,Kanu,Forward,Portsmouth,47,Nigeria,2009-10,51.0,1.0,0.0,4.0,3.0,7.0,10.0,11.0,63.0,23.0,2.0,25.0,6.0,64.0,5.0,309.0,2.0,0.0,17.0,,12.0,1.0,1.0,818.0,1.0,6.0,40.0,34.0,239.0,31.0,14.0,,12.0,18.0,45.0,20.0,2.0,91.0,2.0,25.0,23.0,1.0,2.0,,7.0,198.0,16.0,5.0,27.0,79.0,6.0,0.0,309.0,7.0,4.0,103.0,5.0,7.0,1.0,10.0,5.0,,6.0,444.0,1.0,3.0,1.0,48.0,0.0,1.0,5.0,7.0,2.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20360,Kevin-Prince Boateng,Forward,Portsmouth,47,Ghana,2009-10,198.0,9.0,0.0,22.0,23.0,41.0,52.0,19.0,136.0,22.0,2.0,76.0,20.0,153.0,41.0,746.0,3.0,0.0,2.0,9.0,54.0,3.0,10.0,1843.0,7.0,35.0,130.0,111.0,570.0,70.0,38.0,1.0,25.0,31.0,163.0,47.0,0.0,328.0,3.0,124.0,22.0,3.0,12.0,,35.0,430.0,25.0,56.0,95.0,274.0,19.0,0.0,735.0,29.0,23.0,326.0,29.0,23.0,3.0,53.0,37.0,7.0,23.0,1293.0,28.0,4.0,1.0,173.0,7.0,17.0,23.0,9.0,6.0,5.0,,,6.0,,,,,1.0,7.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
82937,Nadir Ciftci,Forward,Portsmouth,47,Turkey,2009-10,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Tommy Smith,Forward,Portsmouth,47,England,2009-10,59.0,7.0,0.0,11.0,5.0,8.0,16.0,5.0,62.0,16.0,1.0,28.0,12.0,72.0,28.0,311.0,1.0,0.0,4.0,5.0,32.0,1.0,8.0,1026.0,1.0,19.0,39.0,26.0,235.0,56.0,17.0,,6.0,18.0,40.0,10.0,0.0,98.0,1.0,47.0,16.0,1.0,4.0,,7.0,167.0,16.0,32.0,28.0,66.0,13.0,0.0,311.0,11.0,18.0,136.0,4.0,8.0,3.0,7.0,14.0,4.0,4.0,497.0,8.0,9.0,4.0,80.0,0.0,10.0,13.0,1.0,2.0,2.0,,,,,,1.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
1310,Eidur Gudjohnsen,Forward,Spurs,6,Iceland,2009-10,21.0,2.0,0.0,2.0,3.0,3.0,6.0,2.0,15.0,11.0,,18.0,3.0,17.0,2.0,135.0,1.0,1.0,8.0,,5.0,,2.0,383.0,1.0,5.0,11.0,11.0,114.0,14.0,4.0,,4.0,11.0,16.0,4.0,0.0,32.0,0.0,17.0,11.0,,,1.0,5.0,81.0,11.0,2.0,12.0,27.0,,0.0,135.0,3.0,2.0,37.0,3.0,4.0,,2.0,5.0,,4.0,194.0,2.0,2.0,,39.0,0.0,2.0,4.0,2.0,,4.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
36903,Gareth Bale,Forward,Spurs,6,Wales,2009-10,151.0,22.0,0.0,16.0,10.0,50.0,23.0,2.0,186.0,23.0,5.0,7.0,18.0,213.0,88.0,607.0,3.0,1.0,5.0,31.0,82.0,7.0,36.0,1707.0,1.0,37.0,169.0,124.0,360.0,65.0,34.0,12.0,79.0,22.0,114.0,29.0,4.0,320.0,2.0,76.0,23.0,1.0,11.0,2.0,43.0,297.0,21.0,113.0,80.0,238.0,45.0,0.0,585.0,13.0,37.0,500.0,39.0,45.0,2.0,22.0,61.0,16.0,34.0,1411.0,133.0,,42.0,133.0,2.0,27.0,55.0,3.0,1.0,5.0,,,,,,,,11.0,48.0,9.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
40275,Giovani dos Santos,Forward,Spurs,6,Mexico,2009-10,2.0,,0.0,,,1.0,,,1.0,1.0,,,,1.0,1.0,4.0,,,1.0,,2.0,,,12.0,,2.0,1.0,1.0,3.0,,,,,,,,0.0,3.0,,1.0,1.0,,,,,1.0,,1.0,,1.0,,0.0,4.0,,,2.0,1.0,,,,,,,8.0,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7958,Jermain Defoe,Forward,Spurs,6,England,2009-10,143.0,5.0,1.0,29.0,47.0,20.0,84.0,10.0,83.0,34.0,4.0,44.0,31.0,92.0,30.0,436.0,18.0,8.0,3.0,,21.0,4.0,5.0,2567.0,10.0,19.0,91.0,89.0,325.0,141.0,33.0,1.0,2.0,25.0,124.0,40.0,6.0,234.0,10.0,53.0,34.0,16.0,3.0,2.0,30.0,292.0,20.0,30.0,95.0,213.0,2.0,1.0,434.0,37.0,17.0,222.0,17.0,29.0,,45.0,16.0,,19.0,881.0,2.0,18.0,2.0,57.0,3.0,9.0,10.0,59.0,5.0,2.0,,,19.0,,,2.0,1.0,,,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
3773,Peter Crouch,Forward,Spurs,6,England,2009-10,249.0,1.0,0.0,15.0,36.0,19.0,82.0,6.0,383.0,38.0,6.0,137.0,21.0,391.0,6.0,985.0,8.0,4.0,17.0,,340.0,10.0,1.0,2209.0,41.0,126.0,288.0,74.0,584.0,217.0,47.0,,50.0,25.0,123.0,43.0,8.0,537.0,4.0,69.0,38.0,2.0,8.0,,12.0,433.0,21.0,6.0,74.0,197.0,214.0,0.0,985.0,46.0,17.0,508.0,11.0,12.0,1.0,45.0,19.0,,10.0,1397.0,2.0,1.0,2.0,162.0,1.0,8.0,37.0,19.0,4.0,3.0,,6.0,4.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,Robbie Keane,Forward,Spurs,6,Ireland,2009-10,56.0,5.0,0.0,3.0,14.0,14.0,21.0,6.0,48.0,20.0,2.0,35.0,15.0,60.0,7.0,367.0,6.0,1.0,5.0,2.0,7.0,1.0,7.0,1160.0,3.0,4.0,38.0,35.0,292.0,58.0,19.0,1.0,3.0,16.0,52.0,15.0,4.0,94.0,5.0,34.0,20.0,3.0,4.0,2.0,17.0,200.0,11.0,7.0,39.0,87.0,3.0,0.0,367.0,7.0,10.0,110.0,10.0,6.0,2.0,6.0,11.0,,15.0,546.0,4.0,12.0,4.0,114.0,1.0,12.0,9.0,14.0,5.0,2.0,,1.0,,,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
20298,Roman Pavlyuchenko,Forward,Spurs,6,Russia,2009-10,82.0,,0.0,8.0,17.0,15.0,33.0,6.0,51.0,16.0,2.0,38.0,8.0,54.0,6.0,215.0,5.0,2.0,8.0,,31.0,,,746.0,4.0,21.0,39.0,29.0,145.0,42.0,8.0,,3.0,10.0,61.0,10.0,2.0,121.0,3.0,20.0,16.0,3.0,3.0,2.0,8.0,114.0,10.0,6.0,34.0,90.0,10.0,0.0,215.0,16.0,9.0,100.0,12.0,4.0,,22.0,6.0,,16.0,368.0,,7.0,,47.0,1.0,3.0,4.0,6.0,,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10549,Dave Kitson,Forward,Stoke,110,England,2009-10,113.0,,0.0,4.0,6.0,19.0,16.0,7.0,134.0,18.0,1.0,15.0,10.0,139.0,9.0,307.0,3.0,1.0,8.0,,106.0,,,934.0,2.0,58.0,89.0,41.0,157.0,43.0,9.0,1.0,6.0,9.0,55.0,17.0,2.0,202.0,2.0,23.0,18.0,2.0,4.0,1.0,2.0,126.0,8.0,9.0,19.0,96.0,48.0,0.0,307.0,10.0,6.0,170.0,15.0,5.0,2.0,31.0,15.0,,11.0,460.0,,10.0,1.0,42.0,1.0,5.0,17.0,6.0,1.0,1.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,James Beattie,Forward,Stoke,110,England,2009-10,118.0,1.0,0.0,2.0,10.0,8.0,21.0,3.0,114.0,22.0,1.0,13.0,11.0,116.0,8.0,249.0,3.0,0.0,11.0,,126.0,,1.0,801.0,4.0,72.0,80.0,26.0,131.0,41.0,6.0,,17.0,12.0,46.0,17.0,2.0,198.0,3.0,14.0,22.0,2.0,3.0,1.0,4.0,96.0,9.0,8.0,19.0,72.0,54.0,0.0,249.0,11.0,3.0,155.0,5.0,1.0,3.0,22.0,5.0,,2.0,380.0,,10.0,1.0,38.0,1.0,2.0,17.0,7.0,3.0,,,,,,,,,,1.0,5.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
76429,Louis Moult,Forward,Stoke,110,England,2009-10,,,0.0,,,,,,,1.0,,,,,,2.0,,,1.0,,,,,5.0,,,,,2.0,,,,,,,,0.0,,,,1.0,,,,,1.0,,,,,,0.0,2.0,,,,,,,,,,,2.0,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10370,Mamady Sidibe,Forward,Stoke,110,Mali,2009-10,270.0,,0.0,2.0,8.0,30.0,16.0,5.0,240.0,24.0,1.0,21.0,19.0,247.0,7.0,527.0,2.0,0.0,5.0,,318.0,2.0,,1531.0,3.0,181.0,199.0,62.0,274.0,58.0,8.0,,16.0,17.0,89.0,27.0,2.0,469.0,2.0,53.0,24.0,1.0,6.0,1.0,25.0,197.0,15.0,7.0,59.0,151.0,137.0,0.0,527.0,8.0,8.0,325.0,24.0,5.0,7.0,27.0,21.0,,6.0,802.0,,13.0,1.0,83.0,0.0,7.0,32.0,6.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11721,Ricardo Fuller,Forward,Stoke,110,Jamaica,2009-10,255.0,3.0,0.0,8.0,28.0,25.0,54.0,6.0,147.0,35.0,3.0,41.0,22.0,154.0,17.0,494.0,3.0,1.0,13.0,,100.0,2.0,3.0,2233.0,5.0,59.0,155.0,114.0,324.0,137.0,20.0,,,32.0,196.0,53.0,6.0,410.0,2.0,51.0,35.0,3.0,6.0,,67.0,267.0,25.0,17.0,135.0,310.0,41.0,0.0,492.0,26.0,24.0,313.0,19.0,36.0,6.0,62.0,16.0,,16.0,967.0,1.0,16.0,1.0,76.0,9.0,7.0,6.0,31.0,7.0,2.0,,,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
15395,Tuncay Sanli,Forward,Stoke,110,Turkey,2009-10,136.0,1.0,0.0,10.0,9.0,23.0,21.0,8.0,98.0,30.0,2.0,24.0,13.0,110.0,11.0,362.0,4.0,2.0,17.0,4.0,48.0,,1.0,1284.0,3.0,36.0,76.0,64.0,236.0,60.0,10.0,1.0,4.0,20.0,100.0,28.0,0.0,212.0,2.0,72.0,30.0,1.0,7.0,,32.0,194.0,18.0,14.0,70.0,164.0,12.0,0.0,358.0,12.0,11.0,198.0,16.0,13.0,,29.0,13.0,3.0,16.0,645.0,2.0,9.0,8.0,59.0,2.0,12.0,18.0,16.0,2.0,1.0,,3.0,7.0,,,1.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
11991,Benjani,Forward,Sunderland,56,Zimbabwe,2009-10,30.0,,0.0,1.0,1.0,1.0,3.0,1.0,17.0,10.0,1.0,8.0,2.0,18.0,,61.0,,,8.0,,24.0,,,246.0,2.0,19.0,9.0,4.0,42.0,6.0,1.0,,,4.0,11.0,3.0,0.0,39.0,,4.0,10.0,,,,,32.0,3.0,,7.0,15.0,5.0,0.0,61.0,2.0,2.0,26.0,1.0,,1.0,5.0,2.0,,1.0,91.0,,2.0,1.0,11.0,0.0,1.0,2.0,4.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10738,Darren Bent,Forward,Sunderland,56,England,2009-10,265.0,2.0,0.0,20.0,55.0,28.0,95.0,4.0,253.0,38.0,1.0,130.0,38.0,262.0,21.0,856.0,24.0,8.0,,1.0,252.0,7.0,2.0,3388.0,25.0,147.0,175.0,70.0,579.0,170.0,29.0,1.0,32.0,54.0,118.0,28.0,14.0,440.0,16.0,77.0,38.0,17.0,12.0,5.0,18.0,477.0,48.0,21.0,62.0,188.0,105.0,0.0,854.0,40.0,17.0,368.0,16.0,14.0,1.0,40.0,32.0,,15.0,1312.0,4.0,7.0,8.0,119.0,5.0,9.0,27.0,58.0,6.0,5.0,,2.0,,,,3.0,5.0,,2.0,8.0,,8.0,5.0,,,,,,,,,,,,,,,,,,,,,
11854,Daryl Murphy,Forward,Sunderland,56,Ireland,2009-10,27.0,1.0,0.0,,,4.0,,2.0,14.0,3.0,,5.0,2.0,18.0,10.0,52.0,,,1.0,2.0,15.0,,1.0,168.0,2.0,11.0,13.0,9.0,34.0,4.0,,,8.0,9.0,16.0,1.0,0.0,40.0,,11.0,3.0,,3.0,,3.0,22.0,9.0,12.0,11.0,25.0,4.0,0.0,52.0,,3.0,46.0,1.0,4.0,,2.0,3.0,2.0,,100.0,1.0,1.0,1.0,13.0,0.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5222,David Healy,Forward,Sunderland,56,Northern Ireland,2009-10,,1.0,0.0,,,1.0,,,3.0,3.0,,,,5.0,4.0,10.0,,,3.0,,,,1.0,32.0,,,2.0,2.0,4.0,1.0,1.0,,,,,1.0,0.0,2.0,,2.0,3.0,,1.0,,,6.0,,4.0,,2.0,,0.0,10.0,,,9.0,,,,,1.0,,1.0,19.0,,,1.0,,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28541,Fraizer Campbell,Forward,Sunderland,56,England,2009-10,187.0,3.0,0.0,6.0,12.0,31.0,26.0,8.0,127.0,31.0,4.0,35.0,19.0,148.0,25.0,446.0,4.0,1.0,12.0,1.0,58.0,3.0,3.0,1912.0,4.0,44.0,101.0,87.0,288.0,72.0,13.0,1.0,23.0,28.0,143.0,34.0,2.0,288.0,3.0,78.0,31.0,3.0,9.0,1.0,33.0,220.0,24.0,25.0,97.0,230.0,14.0,0.0,445.0,14.0,19.0,287.0,22.0,22.0,1.0,33.0,36.0,,10.0,810.0,3.0,4.0,13.0,81.0,3.0,21.0,25.0,12.0,4.0,4.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18215,Kenwyne Jones,Forward,Sunderland,56,Trinidad & Tobago,2009-10,247.0,4.0,1.0,11.0,29.0,17.0,49.0,14.0,289.0,32.0,3.0,39.0,24.0,298.0,6.0,655.0,9.0,3.0,8.0,,307.0,3.0,4.0,2181.0,6.0,119.0,280.0,92.0,344.0,106.0,21.0,1.0,63.0,32.0,128.0,58.0,4.0,527.0,6.0,54.0,32.0,3.0,3.0,1.0,26.0,295.0,29.0,6.0,98.0,220.0,188.0,1.0,655.0,20.0,11.0,445.0,14.0,17.0,10.0,22.0,17.0,,13.0,1122.0,,10.0,3.0,66.0,1.0,9.0,22.0,5.0,3.0,2.0,,5.0,,,1.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
80061,Ryan Noble,Forward,Sunderland,56,England,2009-10,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,Emile Heskey,Forward,Aston Villa,7,England,2009-10,133.0,1.0,0.0,3.0,8.0,27.0,24.0,4.0,161.0,31.0,2.0,31.0,16.0,166.0,4.0,493.0,3.0,2.0,15.0,,162.0,3.0,1.0,1298.0,7.0,72.0,153.0,63.0,310.0,70.0,18.0,1.0,34.0,12.0,61.0,32.0,2.0,286.0,1.0,38.0,31.0,2.0,7.0,,4.0,257.0,11.0,4.0,23.0,124.0,90.0,0.0,493.0,16.0,7.0,218.0,20.0,4.0,4.0,34.0,15.0,,17.0,712.0,1.0,11.0,4.0,71.0,2.0,5.0,25.0,4.0,1.0,3.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
27450,Gabriel Agbonlahor,Forward,Aston Villa,7,England,2009-10,298.0,9.0,0.0,10.0,36.0,22.0,56.0,4.0,174.0,36.0,3.0,54.0,35.0,189.0,51.0,716.0,13.0,7.0,1.0,,108.0,13.0,9.0,3082.0,16.0,80.0,132.0,104.0,505.0,163.0,28.0,,6.0,32.0,218.0,60.0,10.0,430.0,6.0,81.0,36.0,3.0,4.0,6.0,54.0,420.0,28.0,51.0,155.0,322.0,28.0,0.0,713.0,20.0,41.0,403.0,18.0,22.0,3.0,53.0,11.0,,22.0,1247.0,3.0,7.0,9.0,116.0,3.0,15.0,32.0,35.0,4.0,6.0,,4.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4101,John Carew,Forward,Aston Villa,7,Norway,2009-10,258.0,,0.0,12.0,25.0,26.0,53.0,1.0,273.0,33.0,3.0,46.0,22.0,282.0,17.0,679.0,10.0,4.0,11.0,,201.0,,,2106.0,9.0,88.0,176.0,63.0,394.0,157.0,14.0,1.0,50.0,25.0,170.0,20.0,2.0,434.0,6.0,59.0,33.0,6.0,7.0,3.0,27.0,305.0,22.0,17.0,100.0,233.0,113.0,0.0,679.0,28.0,21.0,430.0,19.0,17.0,4.0,69.0,25.0,,3.0,1127.0,1.0,15.0,8.0,92.0,2.0,9.0,34.0,21.0,3.0,5.0,,1.0,4.0,,,1.0,2.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
51484,Nathan Delfouneso,Forward,Aston Villa,7,England,2009-10,21.0,1.0,0.0,3.0,2.0,2.0,3.0,,13.0,9.0,,2.0,,14.0,4.0,49.0,1.0,1.0,9.0,,9.0,,1.0,187.0,,5.0,12.0,8.0,34.0,9.0,,,2.0,7.0,16.0,2.0,2.0,33.0,0.0,10.0,9.0,1.0,1.0,,4.0,26.0,7.0,4.0,13.0,24.0,4.0,0.0,49.0,1.0,3.0,33.0,1.0,4.0,,2.0,2.0,,1.0,98.0,,,,10.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45129,Alessandro Diamanti,Forward,West Ham,21,Italy,2009-10,183.0,24.0,0.0,21.0,37.0,32.0,78.0,21.0,154.0,27.0,3.0,79.0,18.0,223.0,51.0,754.0,7.0,1.0,9.0,79.0,12.0,2.0,45.0,1818.0,5.0,11.0,106.0,105.0,464.0,41.0,46.0,2.0,4.0,35.0,172.0,41.0,4.0,289.0,6.0,121.0,27.0,1.0,7.0,6.0,49.0,335.0,31.0,114.0,103.0,277.0,1.0,0.0,698.0,41.0,32.0,459.0,25.0,32.0,,49.0,42.0,46.0,67.0,1380.0,16.0,7.0,11.0,241.0,5.0,69.0,26.0,4.0,4.0,4.0,,,2.0,,,2.0,,13.0,6.0,20.0,1.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,
8055,Benni McCarthy,Forward,West Ham,21,South Africa,2009-10,77.0,3.0,0.0,8.0,11.0,13.0,29.0,9.0,78.0,19.0,3.0,41.0,9.0,83.0,7.0,308.0,1.0,1.0,10.0,15.0,25.0,1.0,7.0,866.0,8.0,17.0,44.0,36.0,208.0,46.0,17.0,,3.0,15.0,60.0,14.0,0.0,121.0,0.0,36.0,19.0,1.0,4.0,,14.0,170.0,13.0,32.0,46.0,96.0,8.0,0.0,300.0,18.0,16.0,169.0,9.0,9.0,,14.0,8.0,13.0,17.0,520.0,2.0,6.0,,62.0,2.0,5.0,5.0,10.0,2.0,1.0,,,3.0,,,3.0,,1.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,
12799,Carlton Cole,Forward,West Ham,21,England,2009-10,356.0,3.0,0.0,16.0,34.0,8.0,73.0,12.0,220.0,30.0,3.0,65.0,26.0,238.0,18.0,673.0,10.0,3.0,4.0,,218.0,3.0,3.0,2284.0,16.0,124.0,175.0,81.0,415.0,152.0,34.0,,28.0,46.0,232.0,38.0,0.0,531.0,7.0,51.0,30.0,3.0,3.0,2.0,40.0,329.0,41.0,18.0,156.0,313.0,94.0,0.0,673.0,39.0,19.0,433.0,5.0,35.0,1.0,74.0,11.0,,20.0,1193.0,1.0,6.0,1.0,109.0,3.0,18.0,12.0,33.0,5.0,4.0,1.0,5.0,7.0,,,1.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
70755,Frank Nouble,Forward,West Ham,21,England,2009-10,43.0,,0.0,2.0,3.0,,4.0,,17.0,8.0,,14.0,3.0,17.0,5.0,63.0,,,5.0,,29.0,,,255.0,5.0,23.0,12.0,6.0,46.0,12.0,4.0,,1.0,,20.0,1.0,0.0,55.0,,7.0,8.0,,,,8.0,31.0,,5.0,16.0,26.0,6.0,0.0,63.0,1.0,4.0,39.0,,5.0,,4.0,3.0,,,117.0,,3.0,,15.0,0.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49997,Freddie Sears,Forward,West Ham,21,England,2009-10,,,0.0,,,,,,,1.0,,1.0,,,2.0,4.0,,,1.0,,,,,12.0,,,,,4.0,1.0,,,,,,,0.0,,,,1.0,,,,,3.0,,2.0,,,,0.0,4.0,,1.0,2.0,,,,,,,,7.0,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28608,Guillermo Franco,Forward,West Ham,21,Mexico,2009-10,170.0,2.0,0.0,6.0,11.0,21.0,24.0,20.0,132.0,23.0,3.0,41.0,16.0,140.0,9.0,467.0,5.0,3.0,7.0,,108.0,,2.0,1371.0,14.0,69.0,96.0,57.0,303.0,57.0,20.0,,14.0,26.0,101.0,29.0,2.0,266.0,2.0,57.0,23.0,3.0,6.0,,33.0,234.0,19.0,9.0,63.0,158.0,39.0,0.0,467.0,13.0,8.0,223.0,15.0,7.0,3.0,37.0,15.0,,24.0,734.0,,10.0,,95.0,5.0,8.0,20.0,12.0,7.0,2.0,,2.0,6.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19499,Ilan Araujo,Forward,West Ham,21,Brazil,2009-10,48.0,,0.0,2.0,7.0,6.0,12.0,6.0,28.0,11.0,,22.0,6.0,28.0,,168.0,4.0,2.0,5.0,,14.0,,,575.0,5.0,10.0,27.0,23.0,135.0,15.0,6.0,,3.0,12.0,38.0,10.0,2.0,75.0,2.0,22.0,11.0,3.0,3.0,,14.0,82.0,12.0,1.0,27.0,61.0,4.0,0.0,167.0,5.0,1.0,59.0,3.0,7.0,,10.0,5.0,,5.0,271.0,3.0,4.0,1.0,58.0,0.0,,7.0,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
