season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,redCardsAgainst,redCardsFor,result,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard,attFreekickGoal,attPenTarget,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,fwdPass,leftsidePass,overrun,rightsidePass,unsuccessfulTouch,attLgLeft,attOboxOwnGoal,attPenPost,penaltySave
2011-12,360595,13.0,2011-11-26 12:45:00,5,Blackburn,Away,132.0,16.0,2.0,5.0,3.0,1.0,1.0,160.0,1.0,3.0,1.0,13.0,10.0,30.0,287.0,,,19.0,9.0,8.0,5.0,2.0,,,,,,1.0,,1.0,,,10.0,,,,,2.0,8.0,1.0,,,,45.0,2.0,6.0,2.0,,6.0,4.0,3.0,,9.0,,35.0,57.0,2.0,21.0,12.0,,,80.0,6.0,10.0,1.0,,2.0,1.0,1.0,1.0,,,1.0,,,7.0,,,1.0,1.0,,,,,17.0,,7.0,7.0,1.0,1.0,98.0,44.0,2.0,,2.0,6.0,6.0,,,,2.0,,73.0,29.0,23.0,,,,,189.0,178.0,2.0,20.0,17.0,57.8,,,,0.0,,,,,,,,,,4.0,,1.0,69.0,,8.0,155.0,34.0,32.0,19.0,5.0,13.0,8.0,,136.0,7.0,265.0,1.0,3.0,44.0,11.0,70.0,3.0,407.0,,0.0,16.0,29.0,2.0,28.0,0.0,613.0,,10.0,6.0,22.0,0.0,,,53.0,1.0,1.0,,175.0,90.0,2.0,89.0,12.0,,,,
2011-12,360600,14.0,2011-12-03 15:00:00,5,Blackburn,Home,123.0,7.0,1.0,4.0,3.0,,1.0,119.0,4.0,,,9.0,16.0,17.0,238.0,1.0,,14.0,3.0,8.0,4.0,,,,,,,1.0,,,,,6.0,1.0,,,,2.0,7.0,3.0,,,,42.0,4.0,4.0,14.0,1.0,3.0,3.0,2.0,,12.0,1.0,51.0,56.0,4.0,13.0,6.0,1.0,,70.0,12.0,13.0,4.0,,3.0,1.0,1.0,3.0,,2.0,1.0,2.0,,7.0,,,1.0,1.0,,,,,9.0,,28.0,20.0,3.0,,80.0,33.0,4.0,,3.0,4.0,5.0,,,,2.0,,38.0,25.0,20.0,,,,1.0,136.0,127.0,3.0,28.0,9.0,31.6,,,,0.0,,,,1.0,1.0,,,,,6.0,,3.0,52.0,,7.0,139.0,20.0,22.0,18.0,2.0,8.0,6.0,,103.0,2.0,192.0,1.0,,44.0,16.0,51.0,1.0,323.0,1.0,0.0,15.0,27.0,,17.0,1.0,505.0,,8.0,3.0,24.0,0.0,,,78.0,3.0,,4.0,127.0,58.0,1.0,60.0,8.0,,,,
2011-12,360616,15.0,2011-12-11 13:30:00,5,Blackburn,Away,107.0,6.0,,,,1.0,,62.0,3.0,,1.0,6.0,6.0,14.0,169.0,,,10.0,6.0,10.0,,1.0,,,,,,,,,,,1.0,,,,,2.0,6.0,17.0,,,,56.0,5.0,,10.0,,,2.0,3.0,,14.0,2.0,41.0,46.0,5.0,28.0,16.0,,1.0,80.0,11.0,11.0,,,1.0,,,,,,,,,17.0,,,,2.0,,,,4.0,44.0,,26.0,18.0,4.0,1.0,100.0,28.0,9.0,1.0,,1.0,2.0,,,,8.0,,25.0,21.0,14.0,,,,,197.0,154.0,2.0,21.0,20.0,32.4,,,,0.0,,,,2.0,1.0,,,2.0,,1.0,,3.0,15.0,,1.0,126.0,23.0,71.0,10.0,,5.0,5.0,,73.0,4.0,150.0,3.0,,34.0,12.0,59.0,1.0,271.0,,0.0,3.0,19.0,,13.0,2.0,504.0,,6.0,,16.0,0.0,,,45.0,,,1.0,136.0,44.0,,46.0,11.0,,,,
2011-12,360620,16.0,2011-12-17 15:00:00,5,Blackburn,Home,126.0,10.0,1.0,2.0,1.0,4.0,,140.0,3.0,,4.0,17.0,9.0,31.0,264.0,,1.0,20.0,10.0,14.0,11.0,1.0,,,,,1.0,1.0,,,,,12.0,,,,,,8.0,6.0,,,,53.0,1.0,6.0,6.0,,3.0,2.0,11.0,1.0,3.0,,35.0,43.0,1.0,23.0,7.0,,,86.0,7.0,10.0,,,1.0,,1.0,1.0,,1.0,1.0,,,10.0,,,1.0,1.0,,,,,14.0,,11.0,9.0,1.0,4.0,86.0,37.0,7.0,,2.0,11.0,6.0,,,,4.0,,35.0,43.0,24.0,,,,,168.0,154.0,2.0,22.0,19.0,44.3,,,,0.0,,,,,2.0,,,1.0,,4.0,1.0,3.0,75.0,,13.0,145.0,24.0,37.0,15.0,3.0,16.0,13.0,,135.0,10.0,226.0,1.0,,39.0,10.0,63.0,6.0,355.0,,0.0,16.0,13.0,4.0,32.0,1.0,551.0,,6.0,3.0,8.0,0.0,,,57.0,1.0,,1.0,141.0,84.0,,73.0,12.0,,,,
2011-12,360634,17.0,2011-12-20 20:00:00,5,Blackburn,Home,117.0,3.0,,5.0,5.0,2.0,,115.0,4.0,,2.0,14.0,10.0,27.0,227.0,,1.0,25.0,16.0,19.0,8.0,,,,,,1.0,1.0,,,,,14.0,,,,,,6.0,2.0,,,,45.0,4.0,6.0,6.0,,5.0,12.0,8.0,,17.0,,54.0,51.0,4.0,20.0,7.0,,,90.0,10.0,9.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,,21.0,,15.0,10.0,,3.0,99.0,38.0,9.0,,6.0,3.0,2.0,,,,4.0,,39.0,28.0,32.0,,,,,217.0,195.0,2.0,21.0,10.0,47.4,,,,0.0,,,,,,,,,,10.0,,2.0,67.0,,9.0,132.0,16.0,42.0,10.0,5.0,25.0,20.0,,145.0,10.0,237.0,1.0,,45.0,14.0,63.0,2.0,344.0,,0.0,18.0,18.0,4.0,34.0,3.0,582.0,,5.0,5.0,11.0,0.0,,,49.0,2.0,1.0,1.0,172.0,55.0,1.0,68.0,19.0,,,,
2011-12,360642,18.0,2011-12-26 15:00:00,5,Blackburn,Away,122.0,5.0,,,,2.0,,106.0,9.0,,,6.0,8.0,17.0,228.0,,1.0,16.0,15.0,15.0,4.0,1.0,,,,,,,,,,,5.0,,,,,1.0,17.0,10.0,,,,49.0,5.0,1.0,8.0,1.0,2.0,2.0,3.0,,10.0,5.0,55.0,43.0,5.0,29.0,8.0,,1.0,83.0,16.0,5.0,,,,1.0,,,,,,,,22.0,,,,4.0,,,,1.0,18.0,,20.0,16.0,3.0,,94.0,40.0,9.0,,3.0,2.0,1.0,,,,6.0,,49.0,34.0,17.0,,,,,172.0,147.0,1.0,25.0,11.0,35.4,,,2.0,0.0,,,,5.0,1.0,,,,,4.0,,3.0,49.0,,5.0,131.0,13.0,54.0,14.0,1.0,7.0,6.0,,100.0,15.0,185.0,4.0,,21.0,10.0,51.0,,309.0,,0.0,6.0,16.0,2.0,28.0,0.0,536.0,,7.0,2.0,13.0,0.0,,,43.0,,,,130.0,65.0,,71.0,17.0,,,,
2011-12,360653,19.0,2011-12-31 12:45:00,5,Blackburn,Away,151.0,12.0,3.0,3.0,,2.0,,101.0,6.0,1.0,,3.0,11.0,20.0,249.0,,,11.0,8.0,4.0,5.0,1.0,,,,,,,,,,,8.0,1.0,,,,,15.0,12.0,,,,49.0,7.0,3.0,15.0,,3.0,2.0,1.0,1.0,22.0,3.0,66.0,55.0,7.0,34.0,9.0,1.0,1.0,47.0,10.0,7.0,2.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,21.0,,,1.0,2.0,,,,,22.0,,20.0,18.0,1.0,,77.0,38.0,17.0,,3.0,4.0,3.0,,,,8.0,,50.0,19.0,6.0,,,,1.0,164.0,124.0,,28.0,14.0,37.1,,,,0.0,,,,3.0,,,,2.0,,5.0,,3.0,32.0,,7.0,167.0,15.0,74.0,21.0,3.0,6.0,3.0,,57.0,5.0,149.0,2.0,1.0,19.0,14.0,41.0,,310.0,,0.0,11.0,34.0,2.0,16.0,2.0,579.0,,10.0,3.0,22.0,0.0,,,58.0,,,2.0,108.0,75.0,,69.0,6.0,1.0,,,
2011-12,360660,20.0,2012-01-02 15:00:00,5,Blackburn,Home,131.0,7.0,4.0,7.0,3.0,1.0,,174.0,5.0,,,8.0,20.0,35.0,298.0,,,27.0,13.0,8.0,10.0,2.0,,,1.0,,,1.0,,1.0,,,6.0,,1.0,,,,5.0,4.0,,,,52.0,2.0,4.0,4.0,,8.0,6.0,14.0,,11.0,1.0,44.0,33.0,2.0,14.0,6.0,,,63.0,9.0,7.0,1.0,,2.0,1.0,1.0,1.0,,,,1.0,,9.0,,,,2.0,,,,,17.0,1.0,14.0,13.0,,,99.0,38.0,3.0,,5.0,8.0,6.0,,,,1.0,,71.0,46.0,27.0,,,,,200.0,185.0,1.0,29.0,14.0,56.4,1.0,,,0.0,,,,,1.0,,,1.0,,7.0,3.0,3.0,80.0,,13.0,154.0,30.0,29.0,8.0,8.0,29.0,21.0,,145.0,3.0,296.0,4.0,,41.0,24.0,79.0,1.0,421.0,,0.0,17.0,17.0,,36.0,2.0,632.0,,1.0,8.0,14.0,0.0,,,64.0,4.0,3.0,1.0,162.0,89.0,,106.0,8.0,,,,
2011-12,360670,21.0,2012-01-14 15:00:00,5,Blackburn,Home,133.0,9.0,,1.0,1.0,2.0,,144.0,3.0,,1.0,5.0,14.0,27.0,276.0,,2.0,13.0,8.0,3.0,7.0,,,2.0,,,,1.0,,,,,13.0,,,,,,8.0,10.0,,,,54.0,5.0,4.0,2.0,,,3.0,4.0,,2.0,3.0,32.0,38.0,5.0,24.0,9.0,,,48.0,15.0,10.0,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,11.0,,,2.0,,,,,1.0,17.0,,31.0,27.0,4.0,1.0,69.0,35.0,9.0,3.0,2.0,6.0,6.0,,,,3.0,,66.0,23.0,14.0,,,,,115.0,100.0,1.0,34.0,15.0,39.6,,,2.0,0.0,,,,2.0,2.0,,,1.0,2.0,4.0,,2.0,84.0,,8.0,148.0,11.0,39.0,10.0,,7.0,7.0,3.0,117.0,5.0,199.0,,,28.0,17.0,47.0,3.0,340.0,1.0,1.0,14.0,21.0,3.0,15.0,1.0,535.0,,4.0,,17.0,0.0,1.0,,50.0,1.0,,1.0,113.0,88.0,1.0,89.0,8.0,,,,
2011-12,360681,22.0,2012-01-21 15:00:00,5,Blackburn,Away,147.0,8.0,1.0,1.0,,3.0,,179.0,1.0,1.0,2.0,3.0,22.0,23.0,325.0,,,22.0,12.0,5.0,11.0,2.0,,,,,,,,,,,13.0,,,1.0,,1.0,13.0,3.0,,,,43.0,3.0,6.0,,1.0,8.0,10.0,4.0,,5.0,2.0,36.0,36.0,3.0,14.0,6.0,,,74.0,14.0,15.0,1.0,,1.0,1.0,,,,,,,,11.0,,,,1.0,,,,,16.0,1.0,18.0,15.0,1.0,2.0,99.0,49.0,5.0,,4.0,9.0,4.0,,,,3.0,,52.0,64.0,26.0,,,,,168.0,146.0,2.0,23.0,13.0,53.9,1.0,,,0.0,,,,5.0,,,,2.0,,6.0,,2.0,68.0,,13.0,162.0,20.0,36.0,9.0,8.0,23.0,15.0,,119.0,9.0,279.0,1.0,1.0,26.0,24.0,56.0,1.0,418.0,,0.0,16.0,12.0,,25.0,2.0,604.0,,4.0,8.0,10.0,0.0,,,71.0,1.0,1.0,,169.0,87.0,,91.0,7.0,,,,
2011-12,360696,23.0,2012-02-01 20:00:00,5,Blackburn,Home,133.0,17.0,3.0,8.0,5.0,4.0,,148.0,4.0,,2.0,6.0,17.0,26.0,273.0,,3.0,17.0,20.0,15.0,11.0,2.0,,,1.0,,,2.0,,,,,17.0,,,,,1.0,6.0,4.0,,,,38.0,2.0,8.0,8.0,,14.0,11.0,7.0,,6.0,2.0,53.0,53.0,2.0,10.0,2.0,,,79.0,10.0,17.0,,,5.0,2.0,2.0,,,,,,,8.0,,,,1.0,,,,,4.0,,11.0,7.0,,2.0,90.0,44.0,2.0,,6.0,7.0,5.0,,,,3.0,1.0,46.0,40.0,24.0,,,,1.0,177.0,167.0,2.0,17.0,15.0,58.5,,,,0.0,,,,,2.0,,,,,13.0,,2.0,70.0,,13.0,157.0,31.0,20.0,16.0,13.0,33.0,20.0,,129.0,10.0,253.0,1.0,,32.0,17.0,62.0,4.0,377.0,,0.0,26.0,14.0,4.0,18.0,1.0,572.0,,7.0,14.0,8.0,0.0,,1.0,50.0,4.0,9.0,,158.0,98.0,1.0,71.0,13.0,,1.0,,
2011-12,360699,24.0,2012-02-04 13:00:00,5,Blackburn,Away,119.0,4.0,1.0,3.0,2.0,2.0,1.0,79.0,9.0,,,6.0,9.0,13.0,195.0,,,10.0,13.0,5.0,2.0,1.0,,,,,,2.0,1.0,,,,2.0,,,,,1.0,13.0,7.0,,,,30.0,6.0,2.0,11.0,,1.0,4.0,2.0,,4.0,,53.0,41.0,6.0,18.0,7.0,1.0,,53.0,16.0,10.0,,,3.0,1.0,2.0,,,,,,,19.0,,,,,,,,1.0,15.0,,17.0,13.0,2.0,,64.0,27.0,11.0,1.0,1.0,2.0,2.0,,,,3.0,1.0,20.0,31.0,9.0,,,,,133.0,114.0,1.0,20.0,8.0,31.6,,,1.0,0.0,,,,1.0,,,,5.0,,1.0,,2.0,36.0,,3.0,138.0,7.0,37.0,20.0,1.0,8.0,7.0,,70.0,8.0,134.0,,,28.0,13.0,38.0,1.0,264.0,,1.0,5.0,16.0,1.0,13.0,3.0,434.0,,10.0,1.0,11.0,0.0,1.0,,46.0,,,,105.0,57.0,,56.0,12.0,,,,
2011-12,360710,25.0,2012-02-11 15:00:00,5,Blackburn,Home,135.0,10.0,,,,3.0,,136.0,3.0,,1.0,3.0,20.0,20.0,271.0,,,8.0,8.0,9.0,5.0,,,,,,,1.0,,,,,5.0,,1.0,,,2.0,15.0,14.0,,,,62.0,3.0,3.0,10.0,,5.0,2.0,4.0,,6.0,4.0,46.0,49.0,3.0,24.0,12.0,1.0,,88.0,11.0,10.0,1.0,,1.0,,1.0,2.0,,2.0,1.0,1.0,,13.0,,,1.0,,,,,,26.0,1.0,28.0,19.0,3.0,1.0,101.0,31.0,6.0,1.0,3.0,4.0,2.0,,,,12.0,,31.0,53.0,17.0,,,,,197.0,170.0,1.0,30.0,25.0,41.9,1.0,,,0.0,,,,3.0,2.0,,,1.0,,3.0,,3.0,53.0,,7.0,154.0,26.0,51.0,17.0,5.0,11.0,6.0,,110.0,9.0,236.0,,,36.0,20.0,57.0,,379.0,,0.0,8.0,24.0,1.0,12.0,1.0,608.0,,6.0,5.0,17.0,0.0,,,53.0,,,,156.0,80.0,1.0,90.0,19.0,,,,
2011-12,360722,26.0,2012-02-25 17:30:00,5,Blackburn,Away,72.0,5.0,1.0,1.0,,1.0,,76.0,1.0,,,7.0,15.0,10.0,147.0,,,8.0,11.0,7.0,3.0,,,,,,,,,,,,2.0,,,,,3.0,21.0,7.0,,,,27.0,4.0,4.0,7.0,,3.0,4.0,,,10.0,4.0,41.0,26.0,4.0,17.0,9.0,1.0,1.0,48.0,10.0,6.0,,,,,,,,,,,,14.0,,,,1.0,,,,,14.0,,16.0,11.0,3.0,,65.0,23.0,10.0,,,3.0,1.0,,,,6.0,,31.0,9.0,15.0,,,,,117.0,110.0,1.0,16.0,5.0,22.3,,,,0.0,,,,4.0,2.0,,,,,,,2.0,31.0,,3.0,89.0,16.0,24.0,4.0,3.0,7.0,4.0,,62.0,2.0,126.0,2.0,,25.0,15.0,39.0,,208.0,,0.0,5.0,12.0,2.0,14.0,2.0,351.0,,1.0,3.0,10.0,0.0,,,37.0,,,,98.0,35.0,2.0,38.0,9.0,,,,
2011-12,360729,27.0,2012-03-03 15:00:00,5,Blackburn,Home,139.0,14.0,1.0,4.0,3.0,6.0,,176.0,5.0,,1.0,4.0,27.0,22.0,311.0,,,27.0,8.0,10.0,8.0,1.0,,,,,,,,,,,12.0,,,,,1.0,7.0,9.0,,,,56.0,3.0,4.0,5.0,,4.0,16.0,5.0,,11.0,4.0,48.0,39.0,3.0,9.0,,,,91.0,10.0,5.0,,,1.0,1.0,,1.0,,1.0,1.0,,,11.0,,,1.0,,,,,,7.0,,13.0,10.0,,2.0,103.0,47.0,8.0,1.0,6.0,4.0,4.0,,,,7.0,,69.0,41.0,24.0,,,,,216.0,203.0,1.0,30.0,13.0,54.7,,,,0.0,,,,2.0,2.0,,,2.0,,7.0,,2.0,94.0,,10.0,170.0,26.0,22.0,19.0,4.0,26.0,22.0,,162.0,10.0,291.0,,,34.0,28.0,64.0,1.0,435.0,,0.0,15.0,19.0,1.0,34.0,1.0,657.0,,5.0,4.0,14.0,0.0,,,66.0,2.0,1.0,1.0,189.0,92.0,2.0,88.0,15.0,,,,
2011-12,360748,28.0,2012-03-10 15:00:00,5,Blackburn,Away,94.0,9.0,1.0,4.0,3.0,2.0,,123.0,2.0,,,6.0,14.0,14.0,213.0,,,16.0,19.0,11.0,7.0,1.0,,3.0,,,,,,,,,9.0,,,,,1.0,10.0,4.0,,,,55.0,7.0,5.0,4.0,,4.0,10.0,1.0,,9.0,2.0,54.0,51.0,7.0,18.0,11.0,,,87.0,10.0,10.0,,,,1.0,,1.0,,1.0,1.0,,1.0,12.0,,,1.0,1.0,,,,,22.0,,23.0,19.0,,,92.0,34.0,3.0,2.0,3.0,6.0,5.0,,,,4.0,,45.0,30.0,22.0,,,,,177.0,158.0,6.0,18.0,23.0,39.9,,,,0.0,,,,2.0,1.0,,,,3.0,4.0,,1.0,60.0,,9.0,107.0,27.0,37.0,18.0,3.0,15.0,12.0,4.0,123.0,8.0,208.0,1.0,,29.0,15.0,51.0,3.0,300.0,,0.0,14.0,24.0,1.0,28.0,2.0,530.0,,6.0,4.0,20.0,0.0,,,47.0,1.0,1.0,,136.0,56.0,4.0,61.0,10.0,,,,
2011-12,360750,29.0,2012-03-20 20:00:00,5,Blackburn,Home,126.0,14.0,,4.0,4.0,2.0,1.0,125.0,2.0,1.0,2.0,7.0,20.0,25.0,247.0,,,17.0,18.0,18.0,5.0,3.0,,1.0,1.0,,,2.0,,,,,8.0,,,,,3.0,2.0,1.0,,,,60.0,5.0,3.0,1.0,,7.0,4.0,3.0,,10.0,,55.0,45.0,5.0,13.0,5.0,,,66.0,12.0,9.0,1.0,,3.0,2.0,2.0,1.0,,1.0,1.0,,,4.0,,,1.0,2.0,,,,,9.0,,29.0,25.0,7.0,3.0,86.0,34.0,9.0,1.0,4.0,5.0,6.0,,,,,,52.0,30.0,22.0,,,,,184.0,168.0,2.0,25.0,25.0,45.4,,,,0.0,,,,1.0,,,,,1.0,7.0,,1.0,61.0,,9.0,146.0,32.0,29.0,21.0,5.0,14.0,9.0,1.0,112.0,7.0,216.0,2.0,1.0,33.0,21.0,56.0,,348.0,,0.0,16.0,11.0,,28.0,0.0,554.0,,7.0,7.0,9.0,0.0,,,51.0,3.0,2.0,2.0,162.0,78.0,,57.0,19.0,,,,
2011-12,360760,30.0,2012-03-24 15:00:00,5,Blackburn,Away,80.0,10.0,2.0,7.0,5.0,1.0,1.0,75.0,5.0,,2.0,5.0,6.0,14.0,148.0,,,22.0,16.0,15.0,4.0,4.0,,,,,,,,,,,4.0,,,,,1.0,13.0,4.0,,,,39.0,6.0,2.0,6.0,,4.0,9.0,3.0,,11.0,1.0,41.0,40.0,6.0,18.0,5.0,,,72.0,4.0,8.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,13.0,,,,2.0,,,,1.0,10.0,,19.0,15.0,3.0,2.0,86.0,27.0,11.0,1.0,5.0,4.0,3.0,,,,4.0,,50.0,20.0,23.0,,,,,176.0,167.0,1.0,16.0,9.0,41.3,,,,0.0,,,,,2.0,,,2.0,,6.0,1.0,1.0,37.0,,9.0,107.0,28.0,27.0,10.0,4.0,17.0,13.0,,92.0,7.0,161.0,2.0,,28.0,7.0,55.0,2.0,251.0,1.0,0.0,11.0,12.0,,39.0,2.0,460.0,,5.0,4.0,9.0,0.0,,,34.0,,,,133.0,45.0,1.0,39.0,10.0,,,,
2011-12,360770,31.0,2012-04-02 20:00:00,5,Blackburn,Home,97.0,8.0,1.0,4.0,3.0,2.0,,88.0,4.0,,1.0,5.0,9.0,20.0,181.0,,,11.0,9.0,10.0,6.0,1.0,,,,,1.0,1.0,,,,,7.0,,,,,,7.0,6.0,,,,39.0,7.0,2.0,7.0,,2.0,6.0,6.0,,7.0,3.0,40.0,34.0,7.0,21.0,13.0,,1.0,66.0,11.0,5.0,,,2.0,,1.0,,,,,,,7.0,,,,1.0,,,,2.0,21.0,,16.0,12.0,1.0,1.0,73.0,36.0,10.0,,4.0,3.0,4.0,,,,3.0,,34.0,33.0,14.0,,,,,143.0,122.0,1.0,21.0,9.0,26.7,,,1.0,0.0,,,,1.0,2.0,,,,,5.0,,,37.0,,7.0,108.0,25.0,42.0,12.0,2.0,14.0,12.0,,87.0,8.0,160.0,1.0,,21.0,9.0,47.0,,254.0,,0.0,11.0,15.0,1.0,22.0,1.0,443.0,,4.0,2.0,9.0,0.0,,,35.0,,,,102.0,58.0,1.0,59.0,9.0,,,,
2011-12,360788,32.0,2012-04-07 15:00:00,5,Blackburn,Away,205.0,14.0,,5.0,5.0,2.0,,176.0,4.0,,3.0,5.0,21.0,47.0,376.0,,,14.0,8.0,9.0,12.0,,,,,,,,1.0,,,,14.0,,,,,2.0,8.0,6.0,,,,41.0,3.0,4.0,5.0,,4.0,5.0,6.0,,11.0,,37.0,37.0,3.0,11.0,1.0,,,74.0,9.0,6.0,,,1.0,1.0,,,,,,,,6.0,,,,1.0,,,,,5.0,,17.0,11.0,1.0,3.0,76.0,38.0,8.0,,4.0,8.0,7.0,,,,2.0,1.0,67.0,36.0,23.0,,,,,142.0,134.0,2.0,19.0,10.0,52.8,,,,0.0,,,,1.0,2.0,,,,,5.0,,2.0,92.0,,12.0,217.0,27.0,19.0,15.0,4.0,16.0,12.0,,154.0,10.0,265.0,1.0,,25.0,21.0,80.0,2.0,466.0,,1.0,16.0,11.0,1.0,19.0,1.0,631.0,,11.0,4.0,8.0,0.0,,,72.0,2.0,3.0,,148.0,117.0,2.0,129.0,7.0,,,,
2011-12,360790,33.0,2012-04-10 20:00:00,5,Blackburn,Home,120.0,15.0,,5.0,5.0,5.0,,172.0,2.0,1.0,3.0,8.0,10.0,39.0,287.0,,1.0,26.0,19.0,8.0,7.0,2.0,,,1.0,,,1.0,,,,,,1.0,,,,3.0,7.0,9.0,,,,35.0,1.0,4.0,6.0,1.0,4.0,12.0,8.0,,10.0,2.0,56.0,41.0,1.0,8.0,2.0,1.0,1.0,71.0,16.0,12.0,2.0,,,,1.0,1.0,1.0,1.0,,1.0,,5.0,,,,1.0,,,,,2.0,,12.0,11.0,1.0,3.0,65.0,28.0,4.0,,3.0,7.0,6.0,,,,6.0,,68.0,40.0,30.0,,,,2.0,147.0,144.0,,17.0,13.0,52.2,,,,0.0,,,,1.0,2.0,,,1.0,,5.0,,2.0,98.0,,10.0,138.0,29.0,11.0,12.0,4.0,29.0,25.0,,150.0,12.0,266.0,1.0,1.0,29.0,12.0,69.0,2.0,375.0,,0.0,15.0,14.0,1.0,28.0,4.0,542.0,,7.0,4.0,11.0,0.0,,1.0,52.0,,1.0,2.0,148.0,79.0,2.0,96.0,8.0,,,,
2011-12,360807,34.0,2012-04-14 15:00:00,5,Blackburn,Away,68.0,12.0,2.0,4.0,2.0,2.0,1.0,76.0,2.0,,,3.0,13.0,15.0,140.0,,,14.0,3.0,2.0,5.0,2.0,,,,,,,1.0,,,,4.0,,,,1.0,2.0,14.0,9.0,,,,39.0,2.0,,9.0,,3.0,3.0,2.0,,10.0,4.0,44.0,34.0,2.0,15.0,4.0,,1.0,60.0,14.0,8.0,,,2.0,2.0,,,,,,,,16.0,,,,,,,,1.0,8.0,1.0,17.0,15.0,1.0,,69.0,27.0,7.0,,5.0,2.0,2.0,,,,4.0,1.0,40.0,17.0,16.0,,,,,142.0,130.0,1.0,18.0,16.0,26.8,1.0,,2.0,0.0,,,,3.0,3.0,,,1.0,,6.0,,3.0,38.0,,7.0,86.0,17.0,27.0,14.0,3.0,10.0,7.0,,77.0,6.0,138.0,,,22.0,13.0,36.0,,214.0,,0.0,8.0,19.0,,19.0,2.0,391.0,,5.0,3.0,16.0,0.0,,,36.0,,,,105.0,35.0,,38.0,12.0,,,,
2011-12,360811,35.0,2012-04-21 15:00:00,5,Blackburn,Home,84.0,11.0,3.0,7.0,4.0,2.0,,109.0,3.0,,2.0,7.0,4.0,17.0,186.0,,,17.0,7.0,14.0,3.0,2.0,,,,,,,,1.0,,,5.0,,,1.0,,1.0,9.0,4.0,,,,42.0,3.0,2.0,5.0,,9.0,9.0,6.0,,14.0,3.0,40.0,38.0,3.0,17.0,9.0,,,70.0,10.0,13.0,,,1.0,,,2.0,,2.0,2.0,,,11.0,,,2.0,1.0,,,,1.0,22.0,1.0,20.0,17.0,2.0,2.0,90.0,33.0,7.0,2.0,3.0,4.0,3.0,,,,1.0,,59.0,29.0,18.0,,,,,202.0,178.0,,17.0,15.0,42.7,1.0,,,0.0,,,,2.0,1.0,,,1.0,,3.0,,3.0,56.0,,7.0,108.0,22.0,41.0,7.0,9.0,24.0,15.0,,104.0,7.0,201.0,1.0,,36.0,6.0,45.0,4.0,285.0,,0.0,8.0,9.0,1.0,28.0,1.0,496.0,,2.0,9.0,8.0,0.0,,,40.0,2.0,1.0,1.0,140.0,55.0,2.0,50.0,18.0,,,,
