season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attCorner,attFreekickPost,attOneOnOne,contentiousDecision,goalFastbreak,attemptedTackleFoul,blockedPass,penaltySave,putThrough,successfulPutThrough
2012-13,442289,30,2013-03-16 15:00:00,52,QPR,Away,113.0,12.0,2.0,6.0,4.0,1.0,1.0,146.0,3.0,,,9.0,13.0,18.0,253.0,,,14.0,12.0,10.0,11.0,4.0,3.0,,1.0,,2.0,,,,,12.0,,,,1.0,,3.0,8.0,5.0,,,44.0,40.0,2.0,2.0,1.0,2.0,6.0,5.0,,6.0,9.0,2.0,,10.0,,41.0,61.0,2.0,16.0,7.0,1.0,,50.0,10.0,17.0,,,2.0,1.0,2.0,109.0,1.0,,1.0,1.0,,5.0,2.0,1.0,,11.0,1.0,6.0,4.0,,1.0,81.0,60.0,34.0,9.0,2.0,5.0,11.0,7.0,,2.0,,,32.0,49.0,16.0,,,,,116.0,103.0,1.0,13.0,22.0,39.9,1.0,,,0.0,79.0,2.0,1.0,,,,3.0,8.0,1.0,3.0,65.0,,16.0,123.0,28.0,29.0,16.0,6.0,18.0,12.0,3.0,97.0,4.0,208.0,1.0,,23.0,13.0,43.0,,313.0,1.0,0.0,21.0,22.0,1.0,18.0,2.0,494.0,,10.0,12.0,6.0,15.0,0.0,,1.0,,,1.0,,,,,
2012-13,442302,31,2013-04-01 20:00:00,52,QPR,Away,165.0,12.0,3.0,7.0,4.0,,,196.0,1.0,,7.0,4.0,27.0,35.0,354.0,,1.0,21.0,20.0,9.0,10.0,2.0,2.0,,,,1.0,1.0,,,,15.0,,1.0,,,,1.0,6.0,4.0,,,68.0,44.0,1.0,1.0,1.0,1.0,7.0,7.0,,6.0,10.0,4.0,,12.0,2.0,51.0,52.0,1.0,6.0,3.0,1.0,,56.0,7.0,12.0,1.0,,2.0,,1.0,156.0,2.0,,1.0,2.0,,3.0,2.0,1.0,,8.0,,12.0,12.0,,7.0,97.0,91.0,56.0,3.0,1.0,5.0,9.0,7.0,,2.0,2.0,1.0,45.0,54.0,19.0,1.0,1.0,1.0,1.0,148.0,139.0,,17.0,17.0,51.7,,,,0.0,111.0,,1.0,,,,2.0,7.0,,3.0,70.0,,14.0,177.0,30.0,15.0,20.0,6.0,20.0,14.0,2.0,108.0,3.0,275.0,1.0,,25.0,27.0,65.0,4.0,432.0,1.0,0.0,21.0,16.0,1.0,21.0,1.0,633.0,,23.0,15.0,6.0,13.0,0.0,,,1.0,,,,,,,
2012-13,442314,32,2013-04-07 16:10:00,52,QPR,Home,102.0,9.0,,2.0,2.0,,,96.0,2.0,,2.0,5.0,11.0,17.0,196.0,1.0,2.0,14.0,13.0,10.0,6.0,,1.0,,1.0,,1.0,,,,,5.0,,,,1.0,,2.0,5.0,13.0,,,44.0,57.0,,,,3.0,3.0,3.0,,2.0,11.0,3.0,,12.0,3.0,45.0,73.0,3.0,12.0,7.0,1.0,1.0,39.0,9.0,12.0,1.0,,5.0,2.0,1.0,117.0,1.0,,1.0,1.0,,9.0,1.0,1.0,1.0,14.0,1.0,31.0,23.0,5.0,2.0,53.0,54.0,19.0,10.0,,3.0,4.0,1.0,,6.0,,,21.0,41.0,18.0,,,,,141.0,130.0,,28.0,20.0,32.1,1.0,,,0.0,50.0,3.0,3.0,,,,1.0,5.0,1.0,3.0,54.0,,7.0,120.0,26.0,23.0,31.0,2.0,18.0,16.0,2.0,82.0,8.0,162.0,1.0,,19.0,12.0,38.0,3.0,264.0,2.0,1.0,9.0,29.0,4.0,19.0,2.0,491.0,,10.0,22.0,2.0,17.0,0.0,,,,1.0,1.0,,,,,
2012-13,442322,33,2013-04-13 15:00:00,52,QPR,Away,91.0,7.0,,1.0,1.0,1.0,,123.0,2.0,1.0,3.0,4.0,14.0,15.0,213.0,1.0,,16.0,16.0,16.0,9.0,,,,,,,,,,,10.0,,,,,,,10.0,3.0,,,38.0,63.0,1.0,1.0,,3.0,4.0,4.0,,5.0,6.0,1.0,,19.0,,59.0,55.0,3.0,40.0,22.0,,,34.0,13.0,6.0,,1.0,,,,112.0,,,,,,5.0,,,,26.0,,20.0,17.0,,4.0,61.0,52.0,27.0,13.0,,3.0,6.0,3.0,,5.0,3.0,,33.0,42.0,18.0,,,,,147.0,135.0,1.0,33.0,21.0,39.8,,,3.0,0.0,65.0,3.0,,,,,,3.0,,2.0,53.0,,9.0,114.0,18.0,52.0,16.0,4.0,11.0,7.0,,78.0,4.0,173.0,,1.0,23.0,15.0,32.0,6.0,276.0,1.0,0.0,10.0,24.0,1.0,22.0,3.0,511.0,,16.0,9.0,5.0,20.0,0.0,,,,,,,,,,
2012-13,442333,34,2013-04-20 15:00:00,52,QPR,Home,72.0,4.0,1.0,4.0,3.0,1.0,2.0,125.0,5.0,,4.0,8.0,8.0,23.0,193.0,,,21.0,30.0,14.0,13.0,2.0,2.0,,1.0,1.0,4.0,,,,,15.0,,,,,,4.0,9.0,5.0,,,32.0,51.0,,,,4.0,4.0,1.0,,5.0,7.0,1.0,,12.0,1.0,65.0,58.0,4.0,18.0,12.0,,,46.0,9.0,14.0,,,8.0,4.0,4.0,114.0,,,,,,10.0,,1.0,,22.0,,3.0,1.0,,4.0,51.0,59.0,33.0,5.0,,12.0,3.0,5.0,,2.0,6.0,,38.0,37.0,15.0,1.0,1.0,1.0,,159.0,142.0,2.0,23.0,18.0,48.9,,,,0.0,70.0,,2.0,,,,2.0,14.0,,2.0,65.0,,15.0,95.0,15.0,35.0,22.0,4.0,16.0,12.0,4.0,100.0,6.0,188.0,1.0,,25.0,8.0,35.0,4.0,267.0,,0.0,23.0,21.0,1.0,27.0,1.0,488.0,,10.0,9.0,5.0,15.0,0.0,,,,,,,,,,
2012-13,442345,35,2013-04-28 13:30:00,52,QPR,Away,127.0,20.0,2.0,3.0,1.0,4.0,,181.0,10.0,,6.0,6.0,12.0,24.0,305.0,1.0,1.0,21.0,18.0,28.0,7.0,1.0,,,,,1.0,,,,,11.0,,,1.0,,,1.0,11.0,5.0,,,57.0,46.0,1.0,1.0,,4.0,3.0,6.0,1.0,7.0,12.0,4.0,,6.0,3.0,53.0,65.0,4.0,23.0,15.0,,1.0,52.0,16.0,12.0,,1.0,3.0,,1.0,146.0,,,,,,16.0,,5.0,1.0,20.0,1.0,15.0,12.0,1.0,6.0,84.0,74.0,46.0,9.0,,4.0,4.0,2.0,,6.0,1.0,,44.0,67.0,14.0,,,,,148.0,138.0,2.0,17.0,17.0,53.9,1.0,,,0.0,100.0,3.0,2.0,,,3.0,,10.0,,3.0,90.0,,8.0,141.0,37.0,33.0,21.0,7.0,23.0,16.0,,138.0,18.0,269.0,5.0,,19.0,12.0,49.0,2.0,387.0,2.0,0.0,15.0,12.0,1.0,24.0,2.0,603.0,,9.0,13.0,7.0,7.0,0.0,,1.0,,,,,,,,
2012-13,442353,36,2013-05-04 17:30:00,52,QPR,Home,149.0,20.0,,4.0,4.0,1.0,1.0,161.0,3.0,1.0,5.0,5.0,17.0,31.0,306.0,,,7.0,21.0,10.0,9.0,,,,1.0,,1.0,,1.0,,,12.0,,,,,,,4.0,8.0,3.0,10.0,69.0,65.0,,,,3.0,3.0,9.0,,3.0,11.0,4.0,,18.0,5.0,60.0,48.0,2.0,14.0,7.0,,1.0,69.0,8.0,6.0,,,3.0,2.0,1.0,157.0,,,,,,6.0,,3.0,,18.0,,19.0,15.0,3.0,5.0,75.0,79.0,39.0,7.0,,4.0,5.0,4.0,390.0,5.0,1.0,,27.0,46.0,31.0,,,,,159.0,159.0,3.0,27.0,25.0,41.2,,,,0.0,104.0,3.0,3.0,6.0,,,,6.0,,3.0,76.0,298.0,9.0,174.0,40.0,31.0,13.0,3.0,20.0,17.0,,127.0,3.0,251.0,3.0,1.0,29.0,19.0,62.0,5.0,405.0,,0.0,13.0,23.0,1.0,11.0,2.0,612.0,20.0,12.0,9.0,3.0,19.0,0.0,,,,1.0,,,,,,
2012-13,442365,37,2013-05-12 15:00:00,52,QPR,Home,165.0,18.0,,1.0,1.0,1.0,,160.0,4.0,,9.0,10.0,19.0,34.0,324.0,,,30.0,19.0,12.0,4.0,1.0,,,1.0,,1.0,,,,,6.0,1.0,,,,,2.0,4.0,7.0,,,77.0,42.0,,,1.0,2.0,3.0,4.0,1.0,2.0,8.0,1.0,,20.0,,55.0,47.0,2.0,7.0,4.0,2.0,,73.0,9.0,7.0,1.0,,4.0,1.0,1.0,169.0,,,,,,11.0,,2.0,,9.0,,6.0,3.0,1.0,9.0,101.0,98.0,43.0,2.0,,2.0,3.0,2.0,,5.0,2.0,,53.0,70.0,14.0,1.0,1.0,1.0,1.0,201.0,190.0,,15.0,15.0,56.2,,,,0.0,98.0,1.0,1.0,,,1.0,,5.0,,3.0,65.0,,5.0,193.0,39.0,18.0,10.0,2.0,12.0,10.0,1.0,122.0,8.0,264.0,2.0,,41.0,20.0,67.0,7.0,445.0,,0.0,10.0,22.0,,35.0,1.0,648.0,,13.0,6.0,2.0,20.0,0.0,,,,,,,,,,
2012-13,442370,38,2013-05-19 16:00:00,52,QPR,Away,133.0,4.0,,,,1.0,,107.0,7.0,,3.0,6.0,16.0,23.0,240.0,,,17.0,3.0,4.0,10.0,,,,,,,,,,,10.0,,,,,,1.0,12.0,16.0,,,49.0,54.0,1.0,1.0,,4.0,4.0,16.0,1.0,,3.0,,,14.0,3.0,36.0,39.0,4.0,25.0,11.0,,1.0,39.0,4.0,6.0,,,1.0,1.0,,115.0,,,,,,13.0,,,,17.0,,27.0,23.0,6.0,4.0,83.0,72.0,36.0,14.0,,6.0,4.0,,,14.0,2.0,,15.0,44.0,17.0,,,,,135.0,118.0,3.0,25.0,15.0,33.6,,,2.0,0.0,64.0,4.0,3.0,,,,,7.0,,3.0,43.0,,10.0,151.0,5.0,42.0,5.0,,4.0,4.0,,75.0,3.0,164.0,1.0,,16.0,17.0,50.0,1.0,311.0,,0.0,11.0,24.0,,21.0,3.0,532.0,,15.0,5.0,,18.0,0.0,,,,,,,,,,
2014-15,755309,1,2014-08-16 15:00:00,52,QPR,Home,140.0,18.0,2.0,8.0,6.0,6.0,,164.0,3.0,,7.0,8.0,6.0,46.0,296.0,,,16.0,15.0,30.0,12.0,2.0,,,1.0,,1.0,,,,,10.0,,1.0,,,,1.0,8.0,3.0,,,44.0,68.0,1.0,2.0,,2.0,6.0,4.0,,8.0,14.0,10.0,,9.0,2.0,44.0,60.0,2.0,40.0,27.0,,,77.0,10.0,9.0,,,4.0,2.0,1.0,168.0,,,,,,4.0,,2.0,,27.0,,13.0,13.0,,7.0,89.0,76.0,46.0,9.0,,5.0,9.0,6.0,369.0,3.0,1.0,,54.0,70.0,30.0,,,,1.0,148.0,148.0,5.0,24.0,31.0,51.0,,,1.0,0.0,82.0,1.0,2.0,3.0,,1.0,,7.0,,3.0,79.0,284.0,14.0,155.0,42.0,40.0,16.0,8.0,34.0,26.0,1.0,127.0,16.0,262.0,2.0,,20.0,7.0,80.0,,383.0,,0.0,19.0,14.0,1.0,22.0,1.0,598.0,,11.0,8.0,8.0,12.0,0.0,,,,,,6.0,9.0,,9.0,2.0
2014-15,755322,2,2014-08-24 13:30:00,52,QPR,Away,162.0,13.0,3.0,3.0,,,,120.0,4.0,1.0,9.0,6.0,7.0,27.0,279.0,,1.0,20.0,7.0,9.0,3.0,3.0,,,,,,,,,,6.0,,,,,,,11.0,7.0,,,60.0,54.0,2.0,2.0,,3.0,1.0,15.0,,6.0,9.0,2.0,,9.0,,52.0,46.0,3.0,22.0,7.0,,3.0,41.0,6.0,11.0,,,2.0,2.0,,123.0,,,,,,10.0,,,,7.0,,18.0,18.0,2.0,9.0,85.0,65.0,43.0,7.0,,5.0,1.0,1.0,321.0,7.0,1.0,,38.0,55.0,7.0,,,,,129.0,129.0,3.0,20.0,21.0,34.5,,,1.0,0.0,79.0,,1.0,1.0,,2.0,,7.0,,3.0,48.0,259.0,6.0,181.0,26.0,22.0,18.0,6.0,19.0,13.0,,73.0,3.0,185.0,,1.0,12.0,7.0,48.0,4.0,347.0,,0.0,9.0,24.0,1.0,23.0,1.0,549.0,,13.0,3.0,6.0,13.0,0.0,,,,,,4.0,13.0,,13.0,7.0
2014-15,755329,3,2014-08-30 15:00:00,52,QPR,Home,107.0,10.0,2.0,4.0,2.0,3.0,,150.0,8.0,,2.0,6.0,7.0,31.0,253.0,1.0,,17.0,17.0,13.0,14.0,1.0,1.0,,,,,,,,,15.0,,,1.0,,,1.0,7.0,9.0,,,38.0,55.0,1.0,,1.0,2.0,6.0,9.0,,4.0,11.0,7.0,,9.0,3.0,55.0,54.0,2.0,32.0,23.0,,,52.0,8.0,8.0,1.0,,1.0,,,146.0,1.0,,1.0,,1.0,11.0,,,,23.0,1.0,11.0,11.0,3.0,2.0,68.0,68.0,39.0,6.0,,7.0,9.0,5.0,303.0,5.0,1.0,,42.0,53.0,25.0,,,,,122.0,122.0,2.0,28.0,18.0,39.7,1.0,,,0.0,76.0,4.0,2.0,6.0,,,1.0,7.0,,3.0,76.0,238.0,16.0,122.0,19.0,32.0,22.0,3.0,21.0,18.0,1.0,118.0,10.0,227.0,,,24.0,8.0,66.0,,328.0,1.0,0.0,18.0,23.0,1.0,19.0,1.0,530.0,,6.0,10.0,4.0,16.0,0.0,,,,,,5.0,20.0,,20.0,10.0
2014-15,755338,4,2014-09-14 16:00:00,52,QPR,Away,173.0,18.0,1.0,1.0,,2.0,,110.0,7.0,,9.0,4.0,6.0,22.0,282.0,,,10.0,14.0,7.0,7.0,1.0,,,,,,,,,,8.0,,,,,,,10.0,8.0,,,51.0,58.0,1.0,1.0,,3.0,3.0,6.0,,1.0,3.0,1.0,,9.0,2.0,45.0,36.0,3.0,21.0,13.0,,,47.0,8.0,11.0,,,1.0,2.0,,143.0,,,,,,11.0,,,1.0,13.0,,19.0,19.0,3.0,9.0,80.0,74.0,36.0,3.0,,3.0,5.0,2.0,338.0,2.0,2.0,,37.0,38.0,9.0,,,,,119.0,119.0,3.0,32.0,12.0,31.5,,,,0.0,90.0,3.0,2.0,5.0,,1.0,,4.0,,3.0,48.0,264.0,8.0,188.0,38.0,21.0,16.0,1.0,7.0,6.0,,85.0,7.0,183.0,,,18.0,7.0,56.0,2.0,364.0,,0.0,9.0,11.0,1.0,11.0,0.0,515.0,,8.0,7.0,1.0,7.0,0.0,,,,,,6.0,8.0,,8.0,2.0
2014-15,755349,5,2014-09-20 12:45:00,52,QPR,Home,140.0,15.0,3.0,6.0,3.0,2.0,2.0,189.0,5.0,,8.0,6.0,6.0,39.0,323.0,,,18.0,23.0,23.0,14.0,3.0,1.0,1.0,,,1.0,,,,,12.0,,,,,,3.0,6.0,2.0,,,57.0,69.0,1.0,,1.0,,6.0,6.0,,10.0,10.0,5.0,1.0,18.0,,63.0,68.0,,33.0,27.0,1.0,1.0,75.0,6.0,13.0,,,5.0,4.0,1.0,160.0,1.0,1.0,1.0,,1.0,5.0,,2.0,,27.0,,8.0,8.0,1.0,8.0,84.0,63.0,37.0,1.0,1.0,8.0,10.0,5.0,382.0,1.0,,,41.0,76.0,20.0,,,,,145.0,145.0,2.0,26.0,30.0,52.5,,,,0.0,103.0,2.0,,2.0,,,1.0,10.0,,3.0,94.0,307.0,18.0,146.0,35.0,33.0,26.0,9.0,28.0,19.0,1.0,149.0,8.0,286.0,3.0,,19.0,7.0,67.0,,404.0,,0.0,21.0,19.0,,20.0,2.0,628.0,,11.0,15.0,10.0,17.0,0.0,,,,1.0,,1.0,11.0,,11.0,4.0
2014-15,755359,6,2014-09-27 15:00:00,52,QPR,Away,127.0,15.0,,2.0,2.0,4.0,,180.0,1.0,,2.0,9.0,5.0,28.0,305.0,,,15.0,30.0,18.0,6.0,,,,,,1.0,,,,,6.0,,,1.0,,,1.0,12.0,7.0,,,60.0,56.0,,,,6.0,,8.0,,3.0,4.0,4.0,,11.0,3.0,67.0,51.0,6.0,35.0,19.0,,,54.0,11.0,12.0,1.0,,3.0,2.0,1.0,148.0,1.0,,1.0,1.0,,9.0,1.0,1.0,2.0,19.0,1.0,11.0,11.0,1.0,2.0,94.0,76.0,38.0,6.0,,5.0,2.0,2.0,371.0,4.0,2.0,,56.0,58.0,16.0,,,,,143.0,143.0,3.0,24.0,13.0,44.6,1.0,,1.0,0.0,99.0,3.0,4.0,7.0,,,,8.0,,3.0,80.0,290.0,7.0,149.0,29.0,35.0,18.0,2.0,12.0,10.0,,122.0,8.0,264.0,1.0,1.0,33.0,5.0,70.0,1.0,401.0,,0.0,10.0,13.0,,23.0,1.0,590.0,,6.0,9.0,3.0,12.0,0.0,,1.0,,,,4.0,16.0,,16.0,6.0
2014-15,755372,7,2014-10-05 16:15:00,52,QPR,Away,171.0,12.0,1.0,4.0,3.0,4.0,,171.0,5.0,1.0,9.0,7.0,16.0,28.0,338.0,,,17.0,11.0,20.0,8.0,,,,,1.0,1.0,1.0,,,,9.0,,,,,,,9.0,3.0,,,62.0,62.0,1.0,1.0,,5.0,4.0,5.0,,5.0,7.0,3.0,,11.0,1.0,50.0,59.0,5.0,49.0,36.0,,,65.0,11.0,10.0,,,1.0,2.0,1.0,163.0,,,,,,11.0,,5.0,,36.0,,15.0,15.0,1.0,9.0,108.0,81.0,45.0,7.0,,3.0,5.0,3.0,405.0,3.0,1.0,1.0,67.0,64.0,17.0,,,,,146.0,146.0,1.0,22.0,27.0,51.3,,,,0.0,98.0,2.0,,2.0,,3.0,,3.0,,3.0,53.0,321.0,8.0,192.0,26.0,49.0,19.0,4.0,16.0,12.0,,95.0,15.0,255.0,5.0,1.0,25.0,19.0,68.0,2.0,431.0,,0.0,10.0,23.0,1.0,19.0,2.0,661.0,,13.0,7.0,5.0,21.0,0.0,,,,1.0,,7.0,11.0,,11.0,6.0
2014-15,755379,8,2014-10-19 13:30:00,52,QPR,Home,71.0,18.0,3.0,6.0,3.0,4.0,,165.0,7.0,,,12.0,8.0,43.0,230.0,1.0,,28.0,21.0,21.0,8.0,1.0,,,1.0,,1.0,2.0,,,,11.0,,,2.0,,,1.0,12.0,5.0,,,55.0,57.0,4.0,4.0,1.0,2.0,2.0,13.0,,7.0,9.0,7.0,,20.0,2.0,69.0,65.0,2.0,27.0,13.0,,1.0,89.0,10.0,15.0,,,3.0,2.0,1.0,162.0,1.0,,1.0,,1.0,12.0,,1.0,,13.0,2.0,14.0,14.0,2.0,,63.0,87.0,44.0,2.0,,5.0,5.0,5.0,301.0,4.0,,2.0,34.0,84.0,35.0,,,,,172.0,172.0,4.0,25.0,23.0,43.5,2.0,,,0.0,56.0,3.0,,3.0,,,,8.0,1.0,3.0,88.0,210.0,10.0,79.0,42.0,27.0,15.0,7.0,24.0,18.0,,163.0,19.0,281.0,1.0,,33.0,8.0,90.0,1.0,336.0,1.0,0.0,15.0,22.0,,35.0,2.0,569.0,,14.0,9.0,7.0,19.0,0.0,,,1.0,,,4.0,14.0,,14.0,11.0
2014-15,755386,9,2014-10-27 20:00:00,52,QPR,Home,77.0,10.0,1.0,3.0,2.0,2.0,,121.0,1.0,2.0,2.0,9.0,11.0,23.0,195.0,,1.0,20.0,37.0,22.0,5.0,2.0,,,,,,,,,,9.0,,,,,1.0,,10.0,5.0,,,49.0,63.0,1.0,1.0,,4.0,3.0,7.0,,2.0,6.0,,,9.0,2.0,67.0,59.0,4.0,39.0,13.0,,,73.0,11.0,14.0,2.0,,3.0,3.0,,163.0,2.0,,2.0,2.0,,7.0,2.0,1.0,,13.0,1.0,16.0,16.0,1.0,3.0,67.0,72.0,22.0,4.0,,3.0,6.0,4.0,289.0,5.0,1.0,,58.0,39.0,16.0,,,,,167.0,167.0,2.0,21.0,26.0,35.2,1.0,,1.0,0.0,41.0,4.0,2.0,6.0,,,,4.0,,3.0,61.0,183.0,9.0,104.0,32.0,39.0,7.0,1.0,10.0,9.0,,123.0,19.0,226.0,1.0,2.0,39.0,12.0,75.0,2.0,320.0,,0.0,11.0,19.0,1.0,27.0,0.0,521.0,,12.0,4.0,2.0,14.0,0.0,,,1.0,,,7.0,16.0,,16.0,10.0
2014-15,755395,10,2014-11-01 15:00:00,52,QPR,Away,126.0,13.0,,,,1.0,,102.0,5.0,,7.0,9.0,3.0,30.0,228.0,,,14.0,18.0,24.0,3.0,,3.0,,,,,,,,,6.0,,,,,,1.0,9.0,9.0,,,48.0,61.0,,,,2.0,4.0,10.0,,2.0,5.0,3.0,,18.0,5.0,65.0,75.0,2.0,40.0,27.0,,1.0,48.0,12.0,7.0,1.0,,,,,126.0,1.0,,,1.0,,16.0,1.0,2.0,2.0,27.0,,14.0,14.0,2.0,7.0,72.0,83.0,40.0,13.0,,2.0,2.0,1.0,285.0,3.0,4.0,,30.0,50.0,11.0,1.0,1.0,1.0,,140.0,140.0,,27.0,24.0,35.5,,,1.0,0.0,70.0,2.0,4.0,6.0,,,3.0,2.0,1.0,2.0,42.0,212.0,4.0,140.0,27.0,40.0,19.0,2.0,10.0,8.0,4.0,81.0,9.0,186.0,2.0,,29.0,4.0,75.0,,316.0,,0.0,7.0,34.0,,16.0,0.0,532.0,,9.0,10.0,2.0,21.0,0.0,,,,,1.0,5.0,18.0,,18.0,10.0
2014-15,755406,11,2014-11-08 17:30:00,52,QPR,Home,87.0,20.0,4.0,11.0,7.0,3.0,,178.0,4.0,2.0,4.0,7.0,10.0,32.0,254.0,,1.0,22.0,27.0,29.0,8.0,2.0,,,,,3.0,,,1.0,,10.0,,,,,,1.0,17.0,7.0,,,51.0,52.0,2.0,1.0,1.0,2.0,6.0,12.0,2.0,7.0,7.0,7.0,,7.0,2.0,60.0,71.0,2.0,51.0,29.0,,2.0,72.0,9.0,10.0,1.0,1.0,5.0,3.0,3.0,149.0,1.0,,1.0,1.0,,10.0,1.0,1.0,1.0,29.0,,18.0,18.0,2.0,4.0,71.0,78.0,49.0,7.0,,7.0,4.0,4.0,332.0,10.0,,,67.0,59.0,25.0,,,,,143.0,143.0,,17.0,24.0,41.4,,,,0.0,81.0,5.0,,3.0,,,,7.0,,1.0,69.0,242.0,11.0,101.0,40.0,51.0,19.0,7.0,24.0,17.0,,126.0,22.0,275.0,1.0,3.0,18.0,11.0,59.0,3.0,352.0,,0.0,17.0,21.0,2.0,27.0,4.0,595.0,,9.0,12.0,7.0,12.0,0.0,,,1.0,3.0,,4.0,11.0,,11.0,7.0
2014-15,755421,12,2014-11-22 15:00:00,52,QPR,Away,84.0,9.0,2.0,4.0,2.0,6.0,,149.0,5.0,1.0,1.0,10.0,6.0,32.0,229.0,,,21.0,20.0,26.0,8.0,3.0,,,,,,,,,,10.0,,,,,,,9.0,5.0,,,49.0,44.0,,,,8.0,5.0,13.0,,7.0,8.0,5.0,,10.0,3.0,60.0,65.0,8.0,64.0,44.0,,,64.0,15.0,11.0,,,,1.0,,138.0,,,,,,6.0,,3.0,,44.0,,7.0,7.0,1.0,1.0,64.0,76.0,38.0,16.0,,3.0,8.0,4.0,292.0,4.0,1.0,,39.0,46.0,21.0,,,,,136.0,136.0,3.0,17.0,14.0,46.0,,,1.0,0.0,68.0,3.0,2.0,5.0,,1.0,,4.0,1.0,2.0,54.0,215.0,11.0,103.0,26.0,64.0,7.0,7.0,21.0,14.0,,100.0,19.0,237.0,3.0,1.0,26.0,10.0,68.0,3.0,319.0,,0.0,13.0,25.0,,29.0,3.0,547.0,,4.0,4.0,7.0,20.0,0.0,,,,,,4.0,11.0,,11.0,4.0
2014-15,755426,13,2014-11-29 15:00:00,52,QPR,Home,99.0,15.0,6.0,14.0,8.0,9.0,,204.0,5.0,,1.0,13.0,11.0,37.0,289.0,1.0,1.0,12.0,30.0,37.0,14.0,6.0,,,,,1.0,,,,,20.0,,,,,,,13.0,6.0,,,38.0,43.0,1.0,2.0,2.0,4.0,14.0,7.0,1.0,11.0,10.0,9.0,,12.0,1.0,58.0,88.0,4.0,60.0,39.0,,,70.0,8.0,17.0,1.0,,2.0,,1.0,169.0,,,,,,17.0,1.0,1.0,,39.0,,10.0,10.0,1.0,1.0,90.0,90.0,46.0,5.0,1.0,10.0,10.0,6.0,347.0,4.0,,,79.0,66.0,22.0,,,,,146.0,146.0,,20.0,18.0,59.0,,,3.0,0.0,93.0,3.0,,2.0,,,,13.0,3.0,3.0,99.0,264.0,20.0,111.0,33.0,60.0,15.0,11.0,30.0,19.0,,151.0,15.0,309.0,1.0,,29.0,11.0,80.0,3.0,390.0,1.0,0.0,33.0,22.0,1.0,13.0,3.0,641.0,,10.0,12.0,11.0,17.0,0.0,,,,,,5.0,16.0,,16.0,8.0
