season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard,attFreekickGoal,attPenMiss,attPostLeft,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,fwdPass,leftsidePass,overrun,rightsidePass,unsuccessfulTouch,attObxdRight,attOneOnOne,contentiousDecision,penaltySave,ptsDroppedWinningPos,attemptedTackleFoul,blockedPass,putThrough,successfulPutThrough,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,subsGoals,attPenPost,fiftyFifty,keeperGoals,successfulFiftyFifty,winningGoal,attLgLeft,expectedGoalsFreekick,totalDistance
2022-23,2292961,16,2022-11-13 14:00:00,7,Aston Villa,Away,137.0,15.0,,,,2.0,,74.0,4.0,1.0,,2.0,,15.0,211.0,1.0,2.0,19.0,10.0,8.0,4.0,,1.0,,,,,,,1.0,,6.0,1.0,,,,,4.0,3.0,5.0,3.0,57.0,,3.0,3.0,,4.0,1.0,,,9.0,1.0,38.0,50.0,,34.0,18.0,1.0,,34.0,11.0,14.0,2.0,,2.0,,,1.0,,,1.0,,,8.0,1.0,1.0,,18.0,1.0,9.0,9.0,,,46.0,19.0,11.0,,2.0,3.0,2.0,265.0,4.0,,14.0,41.0,10.0,,,,1.0,121.0,121.0,4.0,34.0,14.0,34.9,1.0,3.0,,0.0,,1.0,1.0,,1.0,,3.0,,5.0,24.0,194.0,5.0,171.0,31.0,34.0,10.0,3.0,4.0,1.0,,54.0,6.0,126.0,1.0,1.0,22.0,2.0,52.0,1.0,293.0,2.0,0.0,8.0,23.0,3.0,20.0,7.0,481.0,15.0,5.0,4.0,12.0,0.0,,,1.0,46.0,,,1.0,110.0,73.0,1.0,64.0,18.0,,,,,,6.0,7.0,16.0,7.0,,,,,,,29.0,,18.0,,,,
2022-23,2292971,17,2022-12-26 17:30:00,7,Aston Villa,Home,224.0,24.0,,7.0,7.0,1.0,,164.0,7.0,3.0,7.0,1.0,4.0,24.0,381.0,,1.0,12.0,8.0,6.0,9.0,,,,,,,,,,,11.0,,,,,1.0,10.0,6.0,10.0,2.0,66.0,1.0,3.0,5.0,,,8.0,10.0,,9.0,3.0,38.0,33.0,1.0,14.0,4.0,,1.0,46.0,7.0,11.0,1.0,,3.0,1.0,,1.0,,1.0,1.0,,,12.0,1.0,,1.0,4.0,,6.0,6.0,,7.0,58.0,39.0,6.0,,2.0,8.0,6.0,441.0,1.0,,61.0,40.0,32.0,,,,,142.0,142.0,4.0,30.0,23.0,48.1,,,,0.0,4.0,2.0,6.0,,,,3.0,,3.0,73.0,359.0,10.0,255.0,42.0,14.0,16.0,,19.0,19.0,,108.0,1.0,235.0,,3.0,13.0,4.0,52.0,3.0,471.0,,0.0,12.0,11.0,1.0,14.0,0.0,653.0,30.0,6.0,,3.0,0.0,,,,61.0,3.0,3.0,1.0,162.0,129.0,1.0,119.0,15.0,,,,,,3.0,9.0,14.0,9.0,,,,,,,25.0,,11.0,,,,
2022-23,2292987,18,2023-01-01 14:00:00,7,Aston Villa,Away,180.0,23.0,,2.0,2.0,,1.0,143.0,6.0,,6.0,1.0,6.0,26.0,321.0,1.0,1.0,17.0,10.0,7.0,7.0,2.0,1.0,,,,,1.0,,,,10.0,,,,,1.0,4.0,2.0,6.0,7.0,61.0,2.0,5.0,5.0,1.0,3.0,,2.0,,9.0,,38.0,45.0,2.0,21.0,12.0,,,41.0,10.0,15.0,,,1.0,1.0,1.0,2.0,,2.0,2.0,,,7.0,2.0,3.0,1.0,12.0,,13.0,13.0,2.0,7.0,56.0,30.0,5.0,2.0,3.0,8.0,4.0,379.0,3.0,,36.0,50.0,16.0,,,,,118.0,118.0,11.0,25.0,14.0,40.7,,,,0.0,1.0,1.0,1.0,,1.0,,4.0,,5.0,63.0,302.0,11.0,209.0,47.0,21.0,10.0,3.0,6.0,3.0,,94.0,3.0,200.0,3.0,,16.0,6.0,60.0,,403.0,2.0,0.0,13.0,18.0,1.0,21.0,3.0,591.0,20.0,5.0,3.0,9.0,0.0,,,,84.0,1.0,,1.0,143.0,82.0,1.0,94.0,12.0,,,,,,2.0,12.0,20.0,12.0,,,,,,,26.0,,15.0,,,,
2022-23,2292991,19,2023-01-04 20:00:00,7,Aston Villa,Home,218.0,30.0,,4.0,4.0,3.0,,216.0,6.0,1.0,1.0,1.0,2.0,36.0,430.0,,2.0,17.0,13.0,9.0,8.0,,2.0,,,,1.0,1.0,,,,10.0,,,,,,8.0,2.0,8.0,5.0,49.0,2.0,6.0,4.0,,7.0,16.0,10.0,,17.0,2.0,51.0,38.0,2.0,19.0,14.0,,,67.0,6.0,12.0,,,2.0,1.0,1.0,1.0,,1.0,1.0,,,6.0,1.0,,1.0,14.0,,6.0,6.0,3.0,1.0,57.0,38.0,8.0,,2.0,7.0,4.0,467.0,3.0,,63.0,86.0,40.0,,,,,132.0,132.0,9.0,21.0,18.0,55.9,,1.0,,0.0,2.0,,2.0,,1.0,,3.0,,4.0,106.0,407.0,9.0,230.0,53.0,19.0,18.0,5.0,32.0,27.0,,145.0,4.0,293.0,,1.0,4.0,3.0,58.0,1.0,491.0,,0.0,13.0,11.0,2.0,19.0,1.0,678.0,22.0,6.0,7.0,5.0,0.0,,,,85.0,2.0,1.0,1.0,137.0,133.0,,136.0,11.0,,,,,,2.0,8.0,18.0,8.0,,,,,,,15.0,,10.0,,,,
2022-23,2293000,20,2023-01-13 20:00:00,7,Aston Villa,Home,211.0,19.0,,,,,,100.0,5.0,2.0,7.0,3.0,3.0,25.0,311.0,,1.0,18.0,11.0,16.0,5.0,,,2.0,,,,,,1.0,,10.0,,,,,,16.0,,8.0,3.0,65.0,3.0,2.0,6.0,1.0,,2.0,1.0,,17.0,2.0,56.0,70.0,3.0,28.0,15.0,,,47.0,12.0,18.0,1.0,,2.0,1.0,,1.0,,1.0,1.0,,1.0,6.0,2.0,1.0,,15.0,,13.0,13.0,3.0,7.0,65.0,29.0,11.0,1.0,1.0,5.0,5.0,396.0,9.0,,66.0,36.0,11.0,,,,,175.0,175.0,3.0,32.0,20.0,53.4,,,,0.0,3.0,,2.0,,,2.0,4.0,,4.0,35.0,290.0,6.0,253.0,51.0,28.0,18.0,,4.0,4.0,3.0,80.0,2.0,179.0,2.0,2.0,23.0,3.0,71.0,2.0,428.0,1.0,0.0,11.0,28.0,1.0,27.0,2.0,665.0,12.0,8.0,,13.0,0.0,,,,68.0,1.0,1.0,1.0,157.0,103.0,,100.0,16.0,,,1.0,,,8.0,8.0,21.0,8.0,,,,,,,26.0,,12.0,,,,
2022-23,2293018,21,2023-01-21 15:00:00,7,Aston Villa,Away,270.0,15.0,1.0,4.0,3.0,,1.0,190.0,2.0,5.0,5.0,3.0,6.0,22.0,456.0,,,21.0,23.0,14.0,8.0,1.0,1.0,,,,,1.0,,,,11.0,,,,,3.0,6.0,2.0,11.0,5.0,71.0,,3.0,3.0,,2.0,5.0,5.0,,18.0,1.0,61.0,57.0,,9.0,4.0,,,53.0,9.0,19.0,1.0,,4.0,3.0,1.0,1.0,1.0,1.0,,1.0,,2.0,,2.0,,4.0,,6.0,6.0,,5.0,73.0,43.0,2.0,,5.0,5.0,5.0,541.0,1.0,,78.0,67.0,29.0,,,,,164.0,164.0,8.0,27.0,26.0,63.5,,,,0.0,4.0,1.0,5.0,,1.0,,8.0,,3.0,85.0,434.0,10.0,296.0,34.0,9.0,13.0,2.0,15.0,13.0,,134.0,5.0,285.0,2.0,5.0,17.0,6.0,49.0,,566.0,,0.0,16.0,19.0,1.0,21.0,2.0,755.0,20.0,5.0,2.0,9.0,0.0,,,,85.0,1.0,,1.0,197.0,150.0,,134.0,17.0,,,1.0,,,6.0,7.0,21.0,7.0,,,,,,,20.0,,6.0,,,,
2022-23,2293020,22,2023-02-04 15:00:00,7,Aston Villa,Home,301.0,20.0,2.0,4.0,2.0,3.0,,192.0,5.0,,5.0,1.0,7.0,22.0,489.0,,1.0,13.0,10.0,12.0,11.0,3.0,7.0,,,,,,,,,12.0,,,2.0,,,7.0,2.0,10.0,9.0,62.0,2.0,9.0,13.0,,11.0,12.0,5.0,,10.0,,56.0,42.0,2.0,7.0,2.0,3.0,,54.0,10.0,10.0,1.0,,1.0,,,,,,,,,5.0,1.0,3.0,,2.0,2.0,5.0,5.0,,5.0,71.0,45.0,3.0,,5.0,9.0,4.0,534.0,,,55.0,72.0,36.0,,,,,141.0,141.0,5.0,25.0,26.0,63.2,2.0,,,0.0,1.0,,1.0,,,,6.0,2.0,5.0,93.0,460.0,14.0,321.0,35.0,7.0,24.0,9.0,26.0,17.0,,130.0,10.0,269.0,3.0,,8.0,7.0,40.0,2.0,564.0,1.0,0.0,19.0,9.0,2.0,13.0,0.0,739.0,30.0,11.0,11.0,6.0,0.0,,,,74.0,,,1.0,182.0,166.0,,142.0,19.0,,,,,3.0,7.0,9.0,22.0,9.0,,,,,,,15.0,,8.0,,,,
2022-23,2293037,23,2023-02-12 16:30:00,7,Aston Villa,Away,164.0,27.0,,1.0,1.0,1.0,,84.0,4.0,,3.0,,2.0,26.0,247.0,,1.0,11.0,8.0,4.0,4.0,,,,,,,,,,,5.0,,,1.0,,1.0,13.0,4.0,3.0,3.0,46.0,2.0,2.0,6.0,1.0,4.0,3.0,3.0,,3.0,3.0,34.0,32.0,2.0,15.0,6.0,1.0,,35.0,14.0,12.0,1.0,,,,,1.0,,1.0,1.0,,,8.0,1.0,2.0,,6.0,1.0,16.0,16.0,,3.0,46.0,20.0,8.0,,2.0,3.0,2.0,271.0,6.0,,36.0,30.0,11.0,1.0,1.0,1.0,,87.0,87.0,2.0,28.0,9.0,32.8,1.0,,,0.0,4.0,2.0,5.0,,,,2.0,,5.0,49.0,221.0,5.0,182.0,49.0,15.0,13.0,1.0,7.0,6.0,,76.0,5.0,129.0,2.0,,5.0,3.0,55.0,4.0,304.0,,0.0,6.0,7.0,2.0,11.0,2.0,446.0,12.0,9.0,4.0,3.0,0.0,,,,60.0,,,,102.0,69.0,,73.0,13.0,,,,,,7.0,6.0,11.0,6.0,,,,,,,16.0,,8.0,,,,
2022-23,2293040,24,2023-02-18 12:30:00,7,Aston Villa,Home,137.0,14.0,,1.0,1.0,2.0,,89.0,6.0,,2.0,2.0,7.0,19.0,225.0,,,11.0,13.0,12.0,4.0,,,1.0,,,,1.0,1.0,,,6.0,,,,,,13.0,8.0,4.0,3.0,48.0,5.0,1.0,10.0,,2.0,5.0,2.0,,13.0,,53.0,50.0,5.0,25.0,9.0,1.0,1.0,42.0,13.0,3.0,1.0,,1.0,,1.0,2.0,,2.0,2.0,,1.0,12.0,2.0,3.0,1.0,9.0,1.0,13.0,13.0,3.0,2.0,56.0,30.0,9.0,1.0,1.0,5.0,5.0,262.0,7.0,1.0,29.0,36.0,13.0,,,,,111.0,111.0,1.0,21.0,13.0,33.4,,,,0.0,1.0,1.0,2.0,,1.0,1.0,1.0,,5.0,35.0,207.0,6.0,164.0,31.0,25.0,16.0,2.0,9.0,7.0,2.0,62.0,7.0,138.0,3.0,,8.0,7.0,51.0,,293.0,,0.0,7.0,25.0,1.0,12.0,2.0,489.0,12.0,11.0,2.0,18.0,0.0,,,,50.0,,,,119.0,65.0,2.0,59.0,14.0,,,,,3.0,9.0,20.0,27.0,20.0,,,,,,,21.0,,12.0,,,,
2022-23,2293052,25,2023-02-25 15:00:00,7,Aston Villa,Away,244.0,17.0,,2.0,2.0,1.0,,101.0,5.0,2.0,7.0,4.0,10.0,24.0,343.0,,1.0,17.0,17.0,18.0,5.0,,,,1.0,,,1.0,,,,7.0,1.0,,,,,13.0,2.0,4.0,5.0,67.0,2.0,,21.0,1.0,1.0,5.0,1.0,,13.0,2.0,68.0,57.0,2.0,27.0,12.0,,,30.0,12.0,12.0,1.0,,4.0,2.0,1.0,1.0,,,1.0,,,8.0,1.0,1.0,2.0,12.0,1.0,7.0,7.0,3.0,7.0,54.0,26.0,5.0,,3.0,3.0,5.0,411.0,4.0,,45.0,31.0,22.0,,,,1.0,136.0,136.0,3.0,33.0,18.0,53.5,,,,0.0,4.0,1.0,4.0,,1.0,,4.0,,2.0,50.0,328.0,6.0,282.0,34.0,27.0,18.0,,8.0,8.0,,81.0,3.0,159.0,1.0,2.0,13.0,12.0,49.0,,433.0,1.0,0.0,9.0,16.0,1.0,22.0,1.0,629.0,17.0,11.0,1.0,8.0,0.0,,,,61.0,3.0,2.0,2.0,155.0,109.0,1.0,108.0,14.0,,1.0,,,,5.0,9.0,15.0,9.0,,,,,1.0,,24.0,,11.0,,,,
2022-23,2293061,26,2023-03-04 15:00:00,7,Aston Villa,Home,301.0,15.0,,3.0,3.0,,2.0,164.0,7.0,,,,6.0,23.0,462.0,1.0,4.0,15.0,4.0,8.0,7.0,1.0,,,,,,,,,,6.0,,,,,2.0,2.0,1.0,7.0,1.0,49.0,,3.0,11.0,,2.0,2.0,1.0,,14.0,,52.0,45.0,,11.0,6.0,,,36.0,14.0,17.0,,,5.0,3.0,,,,,,,,8.0,,,,6.0,1.0,7.0,7.0,2.0,,57.0,43.0,4.0,,4.0,4.0,1.0,495.0,1.0,,62.0,50.0,15.0,,,,,111.0,111.0,4.0,22.0,20.0,58.1,1.0,,1.0,0.0,,,,,,,4.0,,4.0,70.0,433.0,8.0,324.0,29.0,11.0,16.0,,6.0,6.0,,94.0,4.0,208.0,,,7.0,6.0,39.0,,526.0,1.0,0.0,8.0,13.0,4.0,17.0,2.0,680.0,26.0,7.0,2.0,8.0,0.0,,,1.0,96.0,1.0,1.0,,161.0,139.0,2.0,130.0,17.0,1.0,1.0,,,,7.0,5.0,13.0,5.0,,,,,,,18.0,,7.0,,,,
2022-23,2293079,27,2023-03-12 14:00:00,7,Aston Villa,Away,281.0,23.0,1.0,8.0,7.0,,,201.0,8.0,2.0,5.0,1.0,4.0,26.0,474.0,,,14.0,12.0,8.0,9.0,1.0,2.0,,,,,,,,,10.0,,,,,,12.0,5.0,10.0,2.0,49.0,2.0,4.0,9.0,1.0,2.0,10.0,4.0,,8.0,1.0,45.0,39.0,2.0,25.0,17.0,,1.0,48.0,6.0,9.0,1.0,,,,,1.0,,1.0,1.0,,,8.0,1.0,1.0,,17.0,,6.0,6.0,1.0,5.0,44.0,30.0,13.0,,4.0,7.0,4.0,520.0,4.0,,75.0,44.0,26.0,1.0,1.0,1.0,,111.0,111.0,4.0,29.0,10.0,59.2,,,1.0,0.0,2.0,3.0,4.0,,,,4.0,1.0,5.0,95.0,451.0,11.0,307.0,38.0,25.0,20.0,2.0,16.0,14.0,,129.0,3.0,254.0,1.0,2.0,5.0,5.0,39.0,1.0,545.0,,0.0,12.0,12.0,,16.0,0.0,728.0,37.0,10.0,2.0,8.0,0.0,,,,94.0,3.0,2.0,1.0,174.0,136.0,,141.0,11.0,,,1.0,,2.0,4.0,10.0,19.0,10.0,,,,,,,28.0,,13.0,,,,
2022-23,2293081,28,2023-03-18 15:00:00,7,Aston Villa,Home,238.0,21.0,2.0,3.0,1.0,1.0,,146.0,5.0,2.0,4.0,1.0,2.0,19.0,381.0,3.0,2.0,14.0,9.0,7.0,12.0,2.0,5.0,1.0,,,,,,,,14.0,,,,,1.0,9.0,1.0,16.0,4.0,54.0,1.0,8.0,12.0,,9.0,1.0,5.0,,10.0,1.0,49.0,55.0,1.0,8.0,6.0,,,36.0,8.0,13.0,,,2.0,1.0,,3.0,,1.0,2.0,1.0,,7.0,1.0,,,6.0,,5.0,5.0,1.0,4.0,44.0,29.0,6.0,3.0,2.0,15.0,9.0,423.0,2.0,,49.0,44.0,29.0,,,,,115.0,115.0,5.0,28.0,15.0,55.8,,,,0.0,2.0,1.0,3.0,,,1.0,3.0,1.0,3.0,82.0,362.0,17.0,259.0,41.0,8.0,29.0,7.0,14.0,7.0,1.0,112.0,2.0,202.0,,2.0,7.0,4.0,40.0,,447.0,4.0,0.0,20.0,16.0,4.0,18.0,1.0,625.0,40.0,19.0,9.0,10.0,0.0,,,,82.0,5.0,2.0,3.0,137.0,107.0,,121.0,14.0,,1.0,,,,7.0,6.0,17.0,6.0,,,,,,,16.0,,6.0,,,,
2022-23,2293093,29,2023-04-01 17:30:00,7,Aston Villa,Away,155.0,19.0,,,,,,59.0,9.0,,1.0,1.0,2.0,15.0,214.0,,1.0,6.0,11.0,13.0,3.0,,1.0,,,,,,,,,4.0,,,1.0,,,19.0,8.0,2.0,3.0,56.0,1.0,,18.0,1.0,2.0,1.0,,,6.0,5.0,63.0,62.0,1.0,32.0,20.0,,1.0,23.0,16.0,14.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,15.0,1.0,2.0,,20.0,1.0,8.0,8.0,1.0,1.0,40.0,17.0,13.0,1.0,3.0,1.0,2.0,250.0,5.0,,22.0,22.0,12.0,,,,,108.0,108.0,,33.0,17.0,31.0,1.0,,,0.0,7.0,1.0,7.0,,1.0,,3.0,,4.0,31.0,190.0,4.0,183.0,30.0,32.0,23.0,2.0,4.0,2.0,,50.0,3.0,106.0,2.0,,8.0,4.0,38.0,,285.0,,0.0,5.0,24.0,1.0,9.0,3.0,463.0,10.0,11.0,2.0,14.0,0.0,,,,41.0,1.0,1.0,1.0,117.0,53.0,1.0,74.0,11.0,,2.0,,,,11.0,7.0,16.0,7.0,,,,,,,20.0,,10.0,,,,
2022-23,2293100,30,2023-04-08 15:00:00,7,Aston Villa,Home,251.0,21.0,,2.0,2.0,1.0,,135.0,2.0,1.0,6.0,,5.0,16.0,384.0,1.0,,17.0,14.0,11.0,5.0,,,,,,,,,,,8.0,,,,,,3.0,3.0,8.0,,43.0,3.0,1.0,10.0,,1.0,6.0,2.0,,7.0,1.0,48.0,49.0,3.0,21.0,12.0,,,48.0,7.0,17.0,1.0,,3.0,1.0,,1.0,,1.0,1.0,,,2.0,2.0,1.0,,12.0,,4.0,4.0,,6.0,54.0,33.0,8.0,,3.0,3.0,3.0,422.0,3.0,,40.0,47.0,16.0,,,,,113.0,113.0,2.0,20.0,14.0,65.3,,,2.0,0.0,1.0,1.0,2.0,,1.0,,4.0,,2.0,65.0,359.0,6.0,274.0,38.0,21.0,19.0,1.0,10.0,9.0,,89.0,2.0,184.0,1.0,1.0,7.0,5.0,36.0,1.0,448.0,1.0,0.0,8.0,12.0,,20.0,3.0,624.0,24.0,9.0,1.0,8.0,0.0,,,,70.0,1.0,,2.0,129.0,130.0,1.0,119.0,19.0,,,,,,4.0,5.0,12.0,5.0,,,,,1.0,,13.0,,10.0,,,,
2022-23,2293110,31,2023-04-15 12:30:00,7,Aston Villa,Home,194.0,32.0,,2.0,2.0,,,117.0,4.0,1.0,2.0,,4.0,28.0,309.0,3.0,2.0,21.0,11.0,8.0,9.0,1.0,4.0,,,,,,,,,12.0,,,,1.0,,6.0,2.0,10.0,6.0,59.0,,4.0,10.0,,7.0,10.0,1.0,,10.0,1.0,52.0,50.0,,14.0,7.0,,,51.0,13.0,15.0,2.0,,,,,3.0,,2.0,3.0,,,6.0,3.0,2.0,,7.0,2.0,6.0,6.0,,3.0,58.0,26.0,2.0,1.0,4.0,9.0,6.0,358.0,3.0,,43.0,31.0,21.0,,,,,137.0,137.0,7.0,24.0,18.0,52.0,1.0,,,0.0,1.0,1.0,2.0,,,,6.0,,2.0,74.0,289.0,13.0,221.0,67.0,14.0,17.0,3.0,14.0,11.0,,115.0,2.0,188.0,2.0,1.0,8.0,4.0,65.0,1.0,395.0,3.0,0.0,16.0,18.0,3.0,23.0,1.0,585.0,30.0,9.0,7.0,11.0,0.0,,,,63.0,3.0,2.0,1.0,147.0,89.0,1.0,96.0,16.0,,,1.0,,,11.0,6.0,18.0,6.0,,,,,,,19.0,,13.0,,,,
2022-23,2293122,32,2023-04-22 15:00:00,7,Aston Villa,Away,181.0,26.0,,5.0,5.0,1.0,,157.0,8.0,1.0,6.0,,5.0,20.0,333.0,,1.0,7.0,18.0,13.0,11.0,,1.0,,,,,,,,,13.0,,,,,,10.0,6.0,8.0,6.0,62.0,2.0,1.0,15.0,,4.0,10.0,4.0,,9.0,2.0,57.0,39.0,2.0,24.0,13.0,,,48.0,8.0,12.0,,,,,,1.0,,1.0,1.0,,,9.0,1.0,3.0,,13.0,,5.0,5.0,1.0,6.0,65.0,31.0,8.0,1.0,9.0,3.0,2.0,388.0,5.0,,37.0,59.0,23.0,,,,,134.0,134.0,2.0,27.0,20.0,57.5,,1.0,1.0,0.0,2.0,2.0,4.0,,,,11.0,1.0,4.0,65.0,313.0,12.0,206.0,55.0,24.0,13.0,3.0,17.0,14.0,,102.0,4.0,233.0,3.0,1.0,11.0,6.0,55.0,3.0,422.0,1.0,0.0,14.0,9.0,2.0,8.0,2.0,591.0,18.0,6.0,4.0,3.0,0.0,,,,65.0,3.0,2.0,1.0,162.0,103.0,,92.0,13.0,,,,,,4.0,7.0,12.0,7.0,,,,,,,22.0,,14.0,,,,
2022-23,2293130,33,2023-04-25 19:45:00,7,Aston Villa,Home,226.0,24.0,2.0,7.0,5.0,1.0,,146.0,6.0,,3.0,2.0,3.0,23.0,365.0,,,11.0,8.0,15.0,8.0,1.0,4.0,2.0,,,,,,,,10.0,,,,,,1.0,,8.0,6.0,44.0,3.0,7.0,12.0,,8.0,7.0,1.0,1.0,10.0,,47.0,50.0,3.0,20.0,6.0,,,49.0,6.0,18.0,,,1.0,,,1.0,1.0,1.0,,1.0,,8.0,,,,6.0,,2.0,2.0,,3.0,48.0,26.0,2.0,,2.0,8.0,3.0,400.0,,,49.0,48.0,25.0,,,,,117.0,117.0,6.0,13.0,18.0,51.8,,,,0.0,,,,,,2.0,4.0,1.0,3.0,70.0,338.0,10.0,244.0,48.0,20.0,17.0,7.0,15.0,8.0,2.0,106.0,4.0,207.0,1.0,,5.0,5.0,47.0,,436.0,,0.0,14.0,11.0,1.0,15.0,3.0,601.0,17.0,6.0,8.0,7.0,0.0,,,,74.0,,,,120.0,116.0,1.0,126.0,12.0,,,,,,6.0,7.0,14.0,7.0,,,,,,,16.0,,8.0,,,,
2022-23,2293148,34,2023-04-30 14:00:00,7,Aston Villa,Away,187.0,22.0,1.0,1.0,,,,103.0,4.0,3.0,10.0,5.0,3.0,32.0,289.0,,,16.0,6.0,6.0,1.0,2.0,2.0,,,,,,,,,3.0,,,,,2.0,8.0,6.0,5.0,2.0,61.0,,4.0,8.0,,4.0,2.0,3.0,,9.0,3.0,35.0,42.0,,18.0,8.0,,,32.0,7.0,16.0,,,2.0,,,,,,,,,7.0,,,,8.0,,2.0,2.0,1.0,10.0,62.0,35.0,1.0,,,3.0,1.0,333.0,2.0,,36.0,46.0,18.0,,,,,139.0,139.0,2.0,27.0,17.0,42.9,,,,0.0,3.0,2.0,5.0,,,,2.0,1.0,4.0,37.0,262.0,3.0,215.0,36.0,18.0,10.0,4.0,9.0,5.0,,67.0,4.0,164.0,1.0,3.0,12.0,5.0,58.0,3.0,370.0,,0.0,7.0,15.0,,21.0,0.0,552.0,14.0,5.0,4.0,7.0,0.0,,,,51.0,,,,135.0,96.0,3.0,88.0,25.0,,,,,,4.0,7.0,16.0,7.0,,,,,,,18.0,,10.0,,,,
2022-23,2293159,35,2023-05-06 15:00:00,7,Aston Villa,Away,191.0,16.0,,4.0,4.0,2.0,,184.0,3.0,3.0,3.0,,7.0,17.0,371.0,,1.0,18.0,9.0,19.0,11.0,1.0,2.0,,,,,1.0,,,,12.0,,,,,1.0,4.0,2.0,12.0,4.0,50.0,1.0,7.0,15.0,,6.0,9.0,7.0,,5.0,1.0,46.0,56.0,1.0,12.0,8.0,,,41.0,9.0,20.0,,,3.0,1.0,1.0,,,,,,,3.0,,1.0,,8.0,,8.0,8.0,,3.0,40.0,31.0,5.0,,5.0,7.0,3.0,405.0,2.0,,49.0,53.0,31.0,,,,,112.0,112.0,6.0,20.0,20.0,62.0,,,,0.0,1.0,,1.0,,1.0,,6.0,,5.0,90.0,344.0,12.0,209.0,32.0,12.0,15.0,5.0,22.0,17.0,,123.0,4.0,245.0,1.0,3.0,3.0,7.0,27.0,2.0,432.0,1.0,0.0,16.0,10.0,1.0,19.0,3.0,606.0,35.0,7.0,6.0,7.0,0.0,,,,59.0,2.0,2.0,,129.0,127.0,,117.0,17.0,1.0,,,,,3.0,5.0,19.0,5.0,,,,,,,16.0,,6.0,,,,
