season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7090095,10,57,Watford,Home,15038,41945.0,Sebastian Prödl,sebastian-prodl,D,False,,,3.0,11.0,27.0,38.0,,2.0,6.0,,,,,,,,,4.0,,,,,,,,1.0,,87.0,,1.0,,,,,,8.0,,7.3,,,1.0,6.0,,,,6.0,,15.0,30.0,45.0,1,1.0,58.0,1.0,1.0,,1.0
2016-17,7090095,10,57,Watford,Home,16701,38439.0,Étienne Capoue,etienne-capoue,M,False,1.0,,1.0,42.0,15.0,56.0,,4.0,7.0,,,,,,,1.0,2.0,8.0,,,1.0,,,,,5.0,2.0,90.0,,,,,,,,10.0,,7.7,,,2.0,,,1.0,,2.0,,48.0,17.0,64.0,2,1.0,80.0,1.0,4.0,,1.0
2016-17,7090095,10,57,Watford,Home,16779,40868.0,José Holebas,jose-holebas,D,False,1.0,,2.0,16.0,15.0,30.0,3.0,5.0,4.0,,,,2.0,,,,7.0,5.0,,,2.0,,,,,1.0,2.0,90.0,,,,,,,,17.0,,6.6,,,,6.0,,4.0,,7.0,,28.0,19.0,43.0,0,,64.0,,,,
2016-17,7090095,10,57,Watford,Home,22109,41725.0,Troy Deeney,troy-deeney,F,False,,,1.0,11.0,4.0,15.0,6.0,4.0,2.0,,1.0,1.0,,,,1.0,10.0,4.0,,,2.0,,,,,,2.0,90.0,,,,,,,,15.0,,6.5,,,2.0,,2.0,1.0,,2.0,,22.0,4.0,25.0,3,,35.0,1.0,,,
2016-17,7090095,10,57,Watford,Home,26136,,Camilo Zúñiga,camilo-zuniga,M,True,,,,4.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,,,,,,,2.0,,6.5,,,,,,1.0,,,,5.0,2.0,6.0,0,,8.0,,,,
2016-17,7090095,10,57,Watford,Home,27714,44604.0,Nordin Amrabat,nordin-amrabat,M,False,3.0,,,22.0,12.0,31.0,,,4.0,1.0,,2.0,,,,1.0,3.0,7.0,,,3.0,,,,,,6.0,85.0,,,,,,,,23.0,,8.0,,,1.0,,4.0,12.0,,1.0,,41.0,13.0,42.0,3,2.0,74.0,2.0,1.0,4.0,1.0
2016-17,7090095,10,57,Watford,Home,29774,58498.0,Odion Ighalo,odion-ighalo,F,False,,,,13.0,3.0,16.0,2.0,1.0,4.0,,,1.0,,,,2.0,5.0,3.0,,,1.0,,,,,,2.0,90.0,,,,,,,,6.0,,7.0,,,3.0,,1.0,,,,,14.0,3.0,17.0,4,1.0,33.0,3.0,,1.0,1.0
2016-17,7090095,10,57,Watford,Home,32213,52940.0,Daryl Janmaat,daryl-janmaat,D,True,1.0,,2.0,13.0,4.0,16.0,1.0,,2.0,,,2.0,,,,,1.0,2.0,,,,,,,,1.0,1.0,18.0,,,,,,,,5.0,,7.2,,,,,,1.0,,3.0,,16.0,6.0,21.0,2,2.0,28.0,,,,1.0
2016-17,7090095,10,57,Watford,Home,33302,52153.0,Miguel Britos,miguel-britos,D,False,,,3.0,12.0,19.0,31.0,,4.0,6.0,,,1.0,,,,,1.0,6.0,,,1.0,,,,,6.0,,90.0,,,,,,,,18.0,,7.5,,,1.0,4.0,,,,13.0,,25.0,24.0,49.0,2,2.0,64.0,,,,2.0
2016-17,7090095,10,57,Watford,Home,42256,56827.0,Costel Pantilimon,costel-pantilimon,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090095,10,57,Watford,Home,45989,44302.0,Adlène Guédioura,adlene-guedioura,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090095,10,57,Watford,Home,58351,85624.0,Christian Kabasele,christian-kabasele,D,True,,,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,6.5,,,,,,,,1.0,,1.0,2.0,3.0,0,,3.0,,,,
2016-17,7090095,10,57,Watford,Home,122701,61566.0,Roberto Pereyra,roberto-pereyra,M,False,2.0,,3.0,27.0,11.0,36.0,1.0,,7.0,,,,,,,2.0,4.0,2.0,,,,,,,1.0,,2.0,90.0,,,,,,,,17.0,,7.0,,,3.0,,3.0,5.0,,3.0,,36.0,13.0,44.0,3,,66.0,3.0,,2.0,
2016-17,7090095,10,57,Watford,Home,284455,133801.0,Jerome Sinclair,jerome-sinclair,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090108,11,57,Watford,Away,642,16045.0,Ben Watson,ben-watson,M,True,,,1.0,6.0,7.0,13.0,,,3.0,,,,,,,,,2.0,,,,,,,,1.0,,29.0,,,,,,,,4.0,,6.7,,,,,1.0,,,2.0,,8.0,9.0,17.0,0,1.0,20.0,,,1.0,
2016-17,7090108,11,57,Watford,Away,1018,37742.0,Younès Kaboul,younes-kaboul,D,False,,,3.0,8.0,24.0,32.0,2.0,2.0,15.0,,,,1.0,,,,3.0,4.0,,,,,,,,3.0,,90.0,,,,,,,,14.0,,5.9,,,,4.0,,1.0,,13.0,,17.0,29.0,45.0,0,1.0,58.0,,1.0,,
2016-17,7090108,11,57,Watford,Away,2490,18656.0,Heurelho Gomes,heurelho-gomes,G,False,,,5.0,5.0,2.0,7.0,,,5.0,,,,,,,,,,,,,,,1.0,,,,33.0,,,,,,,,8.0,,6.9,4.0,5.0,,,,,,13.0,,12.0,3.0,15.0,0,,22.0,,,,
2016-17,7090108,11,57,Watford,Away,10597,20145.0,Adrian Mariappa,adrian-mariappa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090108,11,57,Watford,Away,11654,21123.0,Valon Behrami,valon-behrami,M,False,,,,7.0,10.0,17.0,,1.0,2.0,,,,3.0,,,,3.0,3.0,,,,,,,,2.0,,61.0,,,,,,,,6.0,,6.1,,,,,,,,,,10.0,12.0,22.0,0,1.0,30.0,1.0,1.0,,
2016-17,7090108,11,57,Watford,Away,16701,38439.0,Étienne Capoue,etienne-capoue,M,False,1.0,,3.0,25.0,9.0,33.0,,1.0,8.0,,1.0,,1.0,,,1.0,3.0,5.0,,,1.0,,,,,1.0,1.0,90.0,3.0,,,,,,,10.0,,6.6,,,,,1.0,1.0,,3.0,,31.0,11.0,41.0,3,1.0,56.0,,2.0,1.0,1.0
2016-17,7090108,11,57,Watford,Away,16779,40868.0,José Holebas,jose-holebas,D,False,2.0,,3.0,15.0,7.0,20.0,2.0,,11.0,,,,,,,3.0,6.0,5.0,,,1.0,,,,,2.0,1.0,90.0,,,,,,,,19.0,,6.0,,,,1.0,3.0,4.0,,6.0,,22.0,9.0,27.0,0,2.0,55.0,3.0,,3.0,1.0
2016-17,7090108,11,57,Watford,Away,22109,41725.0,Troy Deeney,troy-deeney,F,False,,,,8.0,6.0,14.0,4.0,4.0,,1.0,,1.0,,,,3.0,7.0,7.0,,,,,,,,1.0,1.0,90.0,,,,,,,,12.0,,6.9,,,,,1.0,,,,2.0,16.0,6.0,22.0,1,,36.0,1.0,2.0,1.0,
2016-17,7090108,11,57,Watford,Away,26136,,Camilo Zúñiga,camilo-zuniga,M,True,,,,1.0,1.0,2.0,,1.0,,,,,,,,,,2.0,,,,,,,,,1.0,4.0,,,,,,,,,,6.5,,,,,,,,,,1.0,1.0,2.0,0,,3.0,,1.0,,
2016-17,7090108,11,57,Watford,Away,27714,44604.0,Nordin Amrabat,nordin-amrabat,M,False,1.0,,,15.0,8.0,22.0,,1.0,10.0,,,,,,,2.0,8.0,12.0,,,2.0,1.0,,,,1.0,2.0,90.0,1.0,,,,,,,25.0,,7.1,,,1.0,1.0,12.0,8.0,,3.0,,28.0,11.0,31.0,2,1.0,72.0,1.0,2.0,8.0,1.0
2016-17,7090108,11,57,Watford,Away,29774,58498.0,Odion Ighalo,odion-ighalo,F,False,,,,10.0,8.0,18.0,4.0,,7.0,,,,,,,,5.0,2.0,,,2.0,,,,,,1.0,90.0,1.0,,,,,,,11.0,,6.6,,,,,,,,,,16.0,9.0,25.0,1,,32.0,4.0,2.0,,
2016-17,7090108,11,57,Watford,Away,32213,52940.0,Daryl Janmaat,daryl-janmaat,D,False,,,3.0,7.0,15.0,22.0,1.0,,5.0,,,,1.0,,,1.0,4.0,,,,1.0,,1.0,,,1.0,,90.0,2.0,1.0,,,,,,20.0,,6.3,,,,2.0,,2.0,,8.0,,20.0,18.0,36.0,2,,54.0,1.0,,,
2016-17,7090108,11,57,Watford,Away,33302,52153.0,Miguel Britos,miguel-britos,D,False,,,5.0,13.0,10.0,23.0,1.0,9.0,1.0,,,,,,,,3.0,10.0,,1.0,2.0,,,,,5.0,,90.0,1.0,1.0,,,,,,9.0,,6.8,,,1.0,11.0,,,,11.0,,18.0,14.0,32.0,2,1.0,54.0,,1.0,,1.0
2016-17,7090108,11,57,Watford,Away,42256,56827.0,Costel Pantilimon,costel-pantilimon,G,True,,,8.0,7.0,5.0,12.0,,,4.0,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,15.0,,6.6,4.0,6.0,,,,,,22.0,,14.0,13.0,27.0,0,,34.0,,,,
2016-17,7090108,11,57,Watford,Away,45989,44302.0,Adlène Guédioura,adlene-guedioura,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090108,11,57,Watford,Away,58351,85624.0,Christian Kabasele,christian-kabasele,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090108,11,57,Watford,Away,122701,61566.0,Roberto Pereyra,roberto-pereyra,M,False,,,2.0,16.0,11.0,27.0,,,9.0,,,,,,,4.0,6.0,3.0,,,1.0,,,,,,,86.0,,,,,,,,20.0,,5.8,,,,,2.0,1.0,,2.0,,24.0,13.0,36.0,0,1.0,52.0,2.0,1.0,1.0,1.0
2016-17,7090108,11,57,Watford,Away,284455,133801.0,Jerome Sinclair,jerome-sinclair,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090161,12,57,Watford,Home,642,16045.0,Ben Watson,ben-watson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090161,12,57,Watford,Home,1018,37742.0,Younès Kaboul,younes-kaboul,D,False,,,,4.0,9.0,13.0,4.0,6.0,4.0,,,,1.0,,,,5.0,9.0,,,,,,,,3.0,,90.0,,3.0,,,,,,14.0,,7.4,,,2.0,9.0,1.0,,,4.0,,12.0,13.0,25.0,2,2.0,52.0,2.0,,1.0,2.0
2016-17,7090161,12,57,Watford,Home,2490,18656.0,Heurelho Gomes,heurelho-gomes,G,False,,,4.0,4.0,2.0,6.0,,,9.0,,,,,,,,,1.0,,,,,,3.0,,,,90.0,,,,,1.0,,,13.0,1.0,6.5,1.0,1.0,,1.0,,,,15.0,,15.0,2.0,17.0,0,,27.0,,1.0,,
2016-17,7090161,12,57,Watford,Home,10597,20145.0,Adrian Mariappa,adrian-mariappa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090161,12,57,Watford,Home,11654,21123.0,Valon Behrami,valon-behrami,M,False,,,2.0,14.0,10.0,24.0,1.0,3.0,7.0,,,,2.0,,,,4.0,9.0,,,1.0,,,,,1.0,,90.0,,,,,,,,10.0,,6.8,,,,,,,,4.0,,18.0,14.0,32.0,0,2.0,44.0,1.0,4.0,,2.0
2016-17,7090161,12,57,Watford,Home,13148,20046.0,Stefano Okaka,stefano-okaka,F,True,,,,1.0,1.0,2.0,1.0,,,,,,,,,,2.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,2.0,,,,,,,2.0,,,,,2.0,1.0,3.0,0,,5.0,,,1.0,
2016-17,7090161,12,57,Watford,Home,15038,41945.0,Sebastian Prödl,sebastian-prodl,D,False,,,5.0,5.0,16.0,21.0,1.0,1.0,1.0,,,,,,,,3.0,2.0,,,2.0,1.0,,,,3.0,1.0,90.0,,2.0,,,,,,15.0,,7.5,,,1.0,5.0,,,,10.0,,16.0,20.0,36.0,1,1.0,49.0,,,,1.0
2016-17,7090161,12,57,Watford,Home,16701,38439.0,Étienne Capoue,etienne-capoue,M,False,2.0,,2.0,27.0,9.0,34.0,5.0,1.0,6.0,,,,1.0,,,2.0,9.0,7.0,,,,,1.0,,,,5.0,90.0,1.0,,,,,,,21.0,,7.8,,,,2.0,2.0,6.0,,5.0,,40.0,10.0,44.0,1,2.0,68.0,4.0,3.0,1.0,1.0
2016-17,7090161,12,57,Watford,Home,22109,41725.0,Troy Deeney,troy-deeney,F,False,,,2.0,9.0,1.0,10.0,5.0,6.0,4.0,,,,,,,4.0,10.0,9.0,,,2.0,1.0,,,,1.0,1.0,89.0,,,,,,,,23.0,,7.0,,,,3.0,1.0,,,3.0,,23.0,3.0,26.0,0,1.0,44.0,3.0,1.0,1.0,
2016-17,7090161,12,57,Watford,Home,26136,,Camilo Zúñiga,camilo-zuniga,M,False,,,2.0,11.0,9.0,20.0,,3.0,3.0,,,,2.0,,,,3.0,8.0,,,1.0,,,,,3.0,,90.0,,,,,,,,17.0,,7.0,,,,3.0,1.0,1.0,,5.0,,18.0,11.0,28.0,0,3.0,62.0,3.0,1.0,1.0,2.0
2016-17,7090161,12,57,Watford,Home,27714,44604.0,Nordin Amrabat,nordin-amrabat,M,False,,,1.0,13.0,4.0,17.0,,,5.0,,,,1.0,,,3.0,7.0,6.0,,,1.0,,,,,3.0,1.0,87.0,,,,,,,,18.0,,6.8,,,2.0,,4.0,1.0,,2.0,,19.0,5.0,23.0,2,1.0,49.0,4.0,3.0,2.0,
2016-17,7090161,12,57,Watford,Home,29774,58498.0,Odion Ighalo,odion-ighalo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090161,12,57,Watford,Home,32213,52940.0,Daryl Janmaat,daryl-janmaat,D,False,1.0,,3.0,16.0,8.0,23.0,2.0,1.0,6.0,1.0,,,2.0,,,1.0,7.0,3.0,,,1.0,,,,,1.0,1.0,90.0,,,,,,,,24.0,,6.6,,,2.0,6.0,1.0,5.0,,7.0,,28.0,12.0,35.0,2,2.0,67.0,2.0,,,1.0
2016-17,7090161,12,57,Watford,Home,33302,52153.0,Miguel Britos,miguel-britos,D,False,,,6.0,11.0,17.0,28.0,,5.0,12.0,,,,,,,,2.0,7.0,,1.0,2.0,,,,,3.0,,90.0,,1.0,,1.0,,,,24.0,,6.9,,,,5.0,1.0,1.0,,18.0,,32.0,20.0,51.0,0,1.0,67.0,,1.0,1.0,1.0
2016-17,7090161,12,57,Watford,Home,42256,56827.0,Costel Pantilimon,costel-pantilimon,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090161,12,57,Watford,Home,45989,44302.0,Adlène Guédioura,adlene-guedioura,M,True,,,,,1.0,1.0,1.0,,1.0,,,,1.0,,,,3.0,,,,1.0,,,,,,,3.0,,,,,,,,2.0,,6.2,,,,,,,,,,1.0,1.0,2.0,0,,5.0,1.0,,,
2016-17,7090161,12,57,Watford,Home,122701,61566.0,Roberto Pereyra,roberto-pereyra,M,False,2.0,,3.0,14.0,11.0,23.0,,2.0,7.0,,1.0,,,,,1.0,2.0,10.0,,,,,1.0,,,1.0,2.0,90.0,2.0,,,,,,,15.0,,7.9,,,,,5.0,3.0,,4.0,1.0,19.0,15.0,31.0,2,,53.0,4.0,4.0,4.0,
2016-17,7090161,12,57,Watford,Home,284455,133801.0,Jerome Sinclair,jerome-sinclair,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090135,13,57,Watford,Home,1018,37742.0,Younès Kaboul,younes-kaboul,D,False,,,1.0,1.0,4.0,5.0,,,,,,,1.0,,,,1.0,,,,,,,,,2.0,,21.0,,,,,,,,1.0,,6.5,,,,,,,,1.0,,1.0,5.0,6.0,0,,10.0,,,,
2016-17,7090135,13,57,Watford,Home,2490,18656.0,Heurelho Gomes,heurelho-gomes,G,False,,,14.0,11.0,5.0,16.0,,1.0,8.0,,,,,,,,,1.0,,,,,,,,,,90.0,,,1.0,,,,,9.0,1.0,6.4,1.0,1.0,,2.0,,,,23.0,,16.0,9.0,25.0,0,,34.0,,,,
2016-17,7090135,13,57,Watford,Home,10597,20145.0,Adrian Mariappa,adrian-mariappa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090135,13,57,Watford,Home,11654,21123.0,Valon Behrami,valon-behrami,M,False,,,4.0,22.0,9.0,31.0,,1.0,9.0,,,,2.0,,,3.0,5.0,9.0,,,,,,,,1.0,,90.0,,,,,,,,13.0,,6.9,,,,,,,,5.0,,29.0,10.0,39.0,0,6.0,54.0,2.0,2.0,,4.0
2016-17,7090135,13,57,Watford,Home,13148,20046.0,Stefano Okaka,stefano-okaka,F,True,,,1.0,3.0,1.0,4.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,12.0,,,,,,,,1.0,,6.6,,,1.0,,,,,1.0,,3.0,1.0,4.0,1,,6.0,,,,
2016-17,7090135,13,57,Watford,Home,15038,41945.0,Sebastian Prödl,sebastian-prodl,D,False,,,4.0,12.0,18.0,30.0,2.0,3.0,4.0,,,,,,,,4.0,5.0,,,2.0,,,,,1.0,,90.0,,,,,,,,12.0,,6.8,,,1.0,3.0,,,,8.0,,19.0,23.0,42.0,1,1.0,50.0,,1.0,,1.0
2016-17,7090135,13,57,Watford,Home,16701,38439.0,Étienne Capoue,etienne-capoue,M,False,2.0,,1.0,14.0,8.0,20.0,,,2.0,,,,1.0,,,1.0,8.0,9.0,,,6.0,,,,,1.0,1.0,90.0,1.0,2.0,,,,,,15.0,,7.5,,,,,2.0,6.0,,4.0,,26.0,10.0,30.0,1,5.0,55.0,,2.0,2.0,5.0
2016-17,7090135,13,57,Watford,Home,16779,40868.0,José Holebas,jose-holebas,D,False,1.0,,,8.0,2.0,9.0,3.0,1.0,5.0,,,,,,,,6.0,6.0,,,1.0,,,,,1.0,1.0,56.0,,1.0,,,,,,17.0,,6.8,,,,4.0,5.0,3.0,,4.0,,15.0,6.0,18.0,0,1.0,44.0,1.0,1.0,3.0,1.0
2016-17,7090135,13,57,Watford,Home,22109,41725.0,Troy Deeney,troy-deeney,F,False,,,,10.0,2.0,12.0,4.0,5.0,3.0,,,,,,,1.0,7.0,7.0,,,2.0,,,,,1.0,2.0,90.0,,1.0,,,,,,22.0,,7.0,,,1.0,,1.0,2.0,,,,26.0,4.0,28.0,1,,42.0,2.0,1.0,1.0,
2016-17,7090135,13,57,Watford,Home,26136,,Camilo Zúñiga,camilo-zuniga,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090135,13,57,Watford,Home,27714,44604.0,Nordin Amrabat,nordin-amrabat,M,False,,,,6.0,9.0,15.0,1.0,,5.0,,,,,,,1.0,8.0,4.0,,,6.0,,,,,,1.0,78.0,,,,,,,,12.0,,6.7,,,,,2.0,3.0,,1.0,1.0,15.0,9.0,21.0,0,1.0,34.0,2.0,1.0,2.0,1.0
2016-17,7090135,13,57,Watford,Home,29774,58498.0,Odion Ighalo,odion-ighalo,F,True,,,1.0,2.0,3.0,5.0,3.0,2.0,3.0,,,,,,,1.0,7.0,3.0,,,1.0,,,,,,1.0,34.0,,,,,,,,9.0,,6.6,,,2.0,1.0,2.0,1.0,,1.0,,5.0,3.0,7.0,2,,19.0,3.0,1.0,,
2016-17,7090135,13,57,Watford,Home,32213,52940.0,Daryl Janmaat,daryl-janmaat,D,False,2.0,,1.0,13.0,18.0,29.0,5.0,2.0,7.0,,,,,,,,9.0,4.0,,,3.0,,,,,1.0,1.0,90.0,1.0,,,,,,,15.0,,6.8,,,1.0,,4.0,4.0,,3.0,,20.0,19.0,35.0,2,,61.0,2.0,,2.0,
2016-17,7090135,13,57,Watford,Home,33302,52153.0,Miguel Britos,miguel-britos,D,False,1.0,,3.0,11.0,14.0,24.0,3.0,2.0,4.0,,,,1.0,,,,5.0,4.0,,,1.0,,,,,3.0,1.0,90.0,,1.0,,,,,,15.0,,6.9,,,1.0,4.0,,3.0,,8.0,,22.0,18.0,37.0,1,1.0,54.0,,1.0,,1.0
2016-17,7090135,13,57,Watford,Home,42256,56827.0,Costel Pantilimon,costel-pantilimon,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090135,13,57,Watford,Home,45989,44302.0,Adlène Guédioura,adlene-guedioura,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090135,13,57,Watford,Home,58351,85624.0,Christian Kabasele,christian-kabasele,D,True,,,2.0,8.0,10.0,18.0,4.0,,2.0,,,,,,,,5.0,,,,1.0,,,,,1.0,,69.0,,1.0,,,,,,6.0,,6.5,,,,,,,,5.0,,13.0,11.0,24.0,0,,29.0,,,,
2016-17,7090135,13,57,Watford,Home,122701,61566.0,Roberto Pereyra,roberto-pereyra,M,False,1.0,,2.0,21.0,12.0,32.0,,,10.0,,,1.0,3.0,,,2.0,7.0,8.0,,,1.0,,,,,1.0,1.0,90.0,,,,,,,,17.0,,7.1,,,1.0,1.0,3.0,5.0,,3.0,,32.0,13.0,40.0,2,3.0,64.0,2.0,3.0,2.0,1.0
2016-17,7090166,14,57,Watford,Away,642,16045.0,Ben Watson,ben-watson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090166,14,57,Watford,Away,2490,18656.0,Heurelho Gomes,heurelho-gomes,G,False,,,7.0,3.0,11.0,14.0,,,7.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,12.0,1.0,5.8,,,,1.0,,,,18.0,,13.0,12.0,25.0,0,,29.0,,,,
2016-17,7090166,14,57,Watford,Away,13148,20046.0,Stefano Okaka,stefano-okaka,F,False,,,,3.0,5.0,8.0,7.0,2.0,6.0,,,1.0,,,,2.0,9.0,4.0,,,,,,,,,,89.0,,,,,,,,15.0,,6.4,,,,,,1.0,,,1.0,11.0,5.0,15.0,1,1.0,30.0,5.0,1.0,,1.0
2016-17,7090166,14,57,Watford,Away,15038,41945.0,Sebastian Prödl,sebastian-prodl,D,False,,,8.0,19.0,20.0,39.0,2.0,2.0,8.0,,,,,,,,3.0,3.0,,,1.0,,,,,2.0,1.0,90.0,,,,,,,,8.0,,6.6,,,1.0,7.0,,,,13.0,,25.0,21.0,46.0,1,1.0,58.0,,,,1.0
2016-17,7090166,14,57,Watford,Away,16701,38439.0,Étienne Capoue,etienne-capoue,M,False,,,6.0,28.0,24.0,52.0,2.0,,5.0,,,,1.0,,,1.0,4.0,2.0,,,,,,,,1.0,,90.0,,,,,,,,9.0,,6.6,,,1.0,1.0,,1.0,,6.0,,35.0,24.0,58.0,1,1.0,68.0,1.0,1.0,,1.0
2016-17,7090166,14,57,Watford,Away,16779,40868.0,José Holebas,jose-holebas,D,False,,,2.0,19.0,19.0,38.0,2.0,3.0,8.0,,,,,,,,3.0,3.0,,,,,,,,,1.0,90.0,,,,,,,,28.0,,6.2,,,1.0,2.0,1.0,6.0,,8.0,,36.0,22.0,52.0,1,,81.0,,,,
2016-17,7090166,14,57,Watford,Away,22109,41725.0,Troy Deeney,troy-deeney,F,False,,,,9.0,1.0,10.0,13.0,3.0,2.0,1.0,,1.0,,,,,13.0,4.0,,,,1.0,,,,1.0,3.0,90.0,1.0,,,,,,,15.0,,7.2,,,,2.0,1.0,,,1.0,,19.0,2.0,21.0,2,,34.0,3.0,,1.0,
2016-17,7090166,14,57,Watford,Away,26136,,Camilo Zúñiga,camilo-zuniga,M,False,1.0,,7.0,24.0,23.0,46.0,,2.0,9.0,,,1.0,2.0,,,,2.0,6.0,,,,,,,,2.0,,77.0,,,,,,,,11.0,,6.9,,,,2.0,,1.0,,10.0,,27.0,29.0,55.0,1,2.0,75.0,,2.0,,2.0
2016-17,7090166,14,57,Watford,Away,27714,44604.0,Nordin Amrabat,nordin-amrabat,M,False,2.0,,2.0,18.0,9.0,25.0,,,4.0,,,1.0,2.0,,,1.0,7.0,8.0,,,2.0,,,,,3.0,1.0,90.0,2.0,,,,,,,17.0,,7.1,,,1.0,1.0,4.0,8.0,,3.0,,31.0,9.0,32.0,4,2.0,66.0,,4.0,2.0,2.0
2016-17,7090166,14,57,Watford,Away,29774,58498.0,Odion Ighalo,odion-ighalo,F,True,,,,2.0,1.0,3.0,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,13.0,1.0,,,,,,,2.0,,6.6,,,,,,1.0,,,1.0,4.0,1.0,4.0,2,,8.0,,1.0,,
2016-17,7090166,14,57,Watford,Away,42256,56827.0,Costel Pantilimon,costel-pantilimon,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090166,14,57,Watford,Away,45989,44302.0,Adlène Guédioura,adlene-guedioura,M,False,1.0,,5.0,31.0,15.0,45.0,1.0,3.0,7.0,,,2.0,3.0,,,,6.0,6.0,,,4.0,,,,,,1.0,90.0,,,,,,,,15.0,,6.2,,,1.0,2.0,2.0,5.0,,9.0,,41.0,17.0,53.0,3,2.0,71.0,2.0,,1.0,2.0
2016-17,7090166,14,57,Watford,Away,58351,85624.0,Christian Kabasele,christian-kabasele,D,False,,,3.0,8.0,15.0,23.0,2.0,4.0,3.0,,,,,,,,2.0,7.0,,,,,1.0,,,1.0,1.0,90.0,1.0,,,,,,,15.0,,7.1,,,,4.0,,,,14.0,,19.0,19.0,38.0,1,2.0,49.0,,1.0,,2.0
2016-17,7090166,14,57,Watford,Away,96535,121599.0,Abdoulaye Doucouré,abdoulaye-doucoure,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090166,14,57,Watford,Away,122701,61566.0,Roberto Pereyra,roberto-pereyra,M,False,,,2.0,19.0,20.0,39.0,1.0,,5.0,,,,,,,3.0,6.0,1.0,,,1.0,,,,,1.0,1.0,84.0,,,,,,,,15.0,,5.8,,,,1.0,1.0,3.0,,3.0,,24.0,21.0,42.0,0,,62.0,3.0,1.0,,
