playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,setPiecesGoals,foulWonPenalty,leftFootGoals,headedGoals,freekickTotal,attemptsFromSetPieces,ownGoalScored,penaltiesConceded,throwInsToOppositionPlayer,gkSuccessfulDistribution,punches,catches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,crossesNotClaimed,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow,penaltiesTaken,penaltyGoals,penaltiesFaced,drops,overruns,totalTouchesInOppositionBox,winningGoal,timesTackled,penaltyGoalsConceded,secondGoalAssists,awayGoals,homeGoals,goalKicks,lastPlayerTackle,penaltiesSaved,savesFromPenalty,otherGoals
37572,Sergio Agüero,Forward,Man City,43,Argentina,2015-16,221.0,3.0,2.5544,0.0,26.0,52.0,19.8773,15.0,93.0,6.0,106.0,30.0,2.0,56.0,29.0,111.0,17.0,727.0,24.0,27.0,4.0,1.0,,29.0,5.0,5.0,3.0,23.0,2373.0,23.0,5.0,20.0,126.0,6.0,30.0,117.0,602.0,,24.7989,25.0,,,30.0,22.0,201.0,176.0,36.0,347.0,9.0,163.0,91.0,30.0,5.0,16.0,3.0,62.0,511.0,24.0,17.0,22.0,318.0,9.0,0.0,698.0,41.0,27.0,365.0,12.0,66.0,1.0,202.0,20.0,6.0,,,14.0,186.0,1261.0,2.0,16.0,4.0,4.0,,108.0,13.0,,18.7109,1.0,5.0,6.0,0.0656,,1.0,3.0,5.0,1.0,1.0,,,1.0,,,,,,,,,,,,,5.0,4.0,,,,,,,,,,,,,,,
57001,Wilfried Bony,Forward,Man City,43,Cote d’Ivoire,2015-16,108.0,,1.7528,0.0,20.0,17.0,4.993,9.0,40.0,6.0,89.0,26.0,3.0,51.0,13.0,91.0,1.0,408.0,4.0,7.0,7.0,13.0,,94.0,,4.0,,9.0,1223.0,9.0,7.0,46.0,87.0,1.0,11.0,39.0,313.0,,11.8786,10.0,,8.0,11.0,13.0,62.0,105.0,20.0,195.0,4.0,76.0,37.0,26.0,4.0,,2.0,5.0,242.0,10.0,1.0,13.0,101.0,48.0,0.0,395.0,23.0,13.0,165.0,7.0,11.0,1.0,100.0,17.0,2.0,,,4.0,127.0,606.0,,9.0,1.0,7.0,,75.0,10.0,,6.5284,1.0,2.0,12.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,
148225,Anthony Martial,Forward,Man Utd,1,France,2015-16,340.0,7.0,6.047,0.0,13.0,25.0,9.6158,21.0,44.0,6.0,210.0,31.0,4.0,55.0,29.0,215.0,42.0,923.0,11.0,17.0,4.0,2.0,1.0,147.0,12.0,5.0,7.0,9.0,2632.0,9.0,9.0,91.0,213.0,4.0,66.0,157.0,695.0,,27.6569,32.0,,18.0,29.0,9.0,249.0,279.0,56.0,553.0,27.0,233.0,103.0,31.0,5.0,6.0,1.0,98.0,574.0,25.0,42.0,9.0,406.0,56.0,0.0,905.0,19.0,30.0,550.0,20.0,84.0,4.0,158.0,40.0,9.0,,2.0,13.0,253.0,1583.0,4.0,2.0,1.0,4.0,3.0,141.0,14.0,2.0,7.3625,2.0,5.0,22.0,,,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,25.0,209.0,1.0,194.0,1.0,,5.0,6.0,,1.0,,,
112139,James Wilson,Forward,Man Utd,1,England,2015-16,1.0,,0.0427,0.0,,,,,,,1.0,1.0,,,,1.0,,7.0,,1.0,,1.0,,,,,,,8.0,,,,1.0,,1.0,1.0,6.0,,0.2684,,,,,,1.0,,,2.0,,2.0,,1.0,,,,,5.0,,,,2.0,,0.0,7.0,,,2.0,,1.0,,4.0,,,,,,1.0,9.0,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,,,,,,,,,
176297,Marcus Rashford,Forward,Man Utd,1,England,2015-16,73.0,,0.695,0.0,7.0,8.0,2.5469,7.0,9.0,,45.0,11.0,2.0,25.0,11.0,46.0,6.0,199.0,5.0,4.0,3.0,,,21.0,3.0,,,3.0,861.0,3.0,5.0,18.0,28.0,,14.0,25.0,151.0,,6.2806,4.0,,9.0,7.0,4.0,55.0,36.0,9.0,101.0,3.0,42.0,14.0,11.0,,4.0,1.0,25.0,123.0,7.0,6.0,4.0,80.0,3.0,0.0,188.0,1.0,10.0,130.0,6.0,9.0,4.0,64.0,5.0,2.0,,1.0,2.0,57.0,352.0,1.0,7.0,,3.0,,30.0,,,2.6945,0.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,5.0,62.0,3.0,47.0,,1.0,1.0,4.0,,,,,
106824,Memphis Depay,Forward,Man Utd,1,Netherlands,2015-16,143.0,7.0,1.8607,0.0,18.0,17.0,4.2176,13.0,39.0,,111.0,29.0,,48.0,16.0,123.0,54.0,642.0,2.0,8.0,14.0,13.0,38.0,24.0,4.0,9.0,15.0,6.0,1474.0,6.0,7.0,16.0,84.0,3.0,32.0,76.0,495.0,8.0,18.5643,12.0,2.0,8.0,21.0,4.0,127.0,243.0,35.0,227.0,8.0,133.0,85.0,29.0,9.0,1.0,3.0,31.0,410.0,18.0,74.0,4.0,203.0,8.0,0.0,617.0,22.0,27.0,365.0,10.0,28.0,1.0,76.0,20.0,10.0,13.0,,24.0,190.0,1090.0,7.0,6.0,2.0,14.0,6.0,124.0,4.0,1.0,4.9888,2.0,12.0,14.0,0.8537,,,1.0,,13.0,13.0,,,1.0,,,,,,,,,,,,,,,,,13.0,94.0,1.0,100.0,2.0,,1.0,1.0,,,,,
13017,Wayne Rooney,Forward,Man Utd,1,England,2015-16,169.0,5.0,2.9727,0.0,19.0,25.0,7.516,29.0,53.0,4.0,157.0,28.0,6.0,108.0,27.0,193.0,31.0,1144.0,8.0,15.0,13.0,1.0,5.0,82.0,11.0,13.0,5.0,4.0,2410.0,4.0,14.0,57.0,93.0,2.0,36.0,68.0,847.0,1.0,22.4545,37.0,,15.0,23.0,6.0,112.0,354.0,14.0,262.0,11.0,206.0,123.0,28.0,13.0,7.0,4.0,21.0,676.0,21.0,46.0,6.0,180.0,25.0,0.0,1101.0,28.0,17.0,371.0,25.0,25.0,7.0,284.0,28.0,9.0,2.0,,104.0,300.0,1532.0,4.0,4.0,,13.0,2.0,280.0,9.0,2.0,7.0737,4.0,36.0,32.0,0.4608,,,1.0,,6.0,6.0,,,,,,,,,,,,,,,,1.0,1.0,,,4.0,93.0,2.0,73.0,1.0,2.0,4.0,4.0,,,,,
91126,Will Keane,Forward,Man Utd,1,Ireland,2015-16,,,,0.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
128389,Aleksandar Mitrovic,Forward,Newcastle,4,Serbia,2015-16,259.0,,1.7886,2.0,18.0,30.0,7.9452,24.0,61.0,4.0,198.0,34.0,4.0,120.0,22.0,204.0,7.0,721.0,9.0,16.0,2.0,12.0,,197.0,2.0,4.0,,17.0,2113.0,17.0,32.0,112.0,173.0,6.0,48.0,88.0,505.0,,40.0067,26.0,,32.0,42.0,16.0,147.0,178.0,52.0,432.0,25.0,151.0,65.0,34.0,4.0,4.0,9.0,17.0,360.0,36.0,7.0,16.0,235.0,85.0,2.0,680.0,31.0,14.0,392.0,15.0,16.0,6.0,150.0,50.0,7.0,,,12.0,242.0,1172.0,1.0,8.0,2.0,2.0,1.0,157.0,14.0,2.0,9.6859,4.0,6.0,35.0,,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,
168580,Ayoze Pérez,Forward,Newcastle,4,Spain,2015-16,225.0,8.0,2.356,0.0,13.0,16.0,2.9252,56.0,37.0,5.0,118.0,34.0,2.0,36.0,22.0,144.0,29.0,588.0,6.0,5.0,6.0,12.0,33.0,36.0,1.0,5.0,17.0,5.0,2045.0,5.0,5.0,29.0,144.0,8.0,81.0,137.0,419.0,8.0,34.7955,28.0,,13.0,42.0,7.0,196.0,182.0,39.0,369.0,49.0,183.0,100.0,34.0,5.0,5.0,18.0,60.0,316.0,34.0,56.0,7.0,333.0,7.0,0.0,574.0,21.0,19.0,387.0,38.0,42.0,3.0,92.0,35.0,28.0,21.0,,25.0,131.0,1161.0,2.0,12.0,,6.0,11.0,145.0,23.0,2.0,3.5689,4.0,26.0,33.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51621,Emmanuel Rivière,Forward,Newcastle,4,France,2015-16,13.0,1.0,0.0716,0.0,1.0,,,3.0,2.0,,1.0,3.0,,2.0,1.0,1.0,1.0,19.0,,,,2.0,,10.0,,,1.0,,63.0,,,9.0,6.0,1.0,1.0,5.0,18.0,,0.0982,1.0,,,2.0,1.0,4.0,6.0,1.0,19.0,1.0,3.0,4.0,3.0,,,2.0,,14.0,1.0,1.0,1.0,9.0,1.0,0.0,16.0,2.0,2.0,8.0,1.0,1.0,,5.0,2.0,,,,,5.0,36.0,,1.0,,,,5.0,1.0,,0.2039,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95434,Florian Thauvin,Forward,Newcastle,4,France,2015-16,46.0,3.0,0.2593,0.0,3.0,1.0,0.0615,8.0,5.0,2.0,39.0,13.0,,16.0,3.0,54.0,23.0,172.0,,2.0,1.0,10.0,16.0,11.0,,1.0,5.0,,420.0,,,9.0,36.0,1.0,16.0,34.0,115.0,1.0,8.1188,5.0,,2.0,10.0,2.0,37.0,29.0,15.0,82.0,8.0,57.0,30.0,13.0,1.0,,2.0,20.0,77.0,9.0,42.0,2.0,71.0,2.0,0.0,168.0,4.0,7.0,145.0,6.0,11.0,,49.0,5.0,7.0,15.0,,3.0,37.0,331.0,,3.0,,1.0,4.0,46.0,3.0,,0.3571,1.0,15.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144485,Ivan Toney,Forward,Newcastle,4,England,2015-16,4.0,,0.0001,0.0,,,,,,,1.0,2.0,,,,1.0,,3.0,,,,2.0,,2.0,,,,,10.0,,,2.0,,1.0,,,2.0,,0.1827,,,,1.0,,2.0,,,4.0,,1.0,,2.0,,,,,1.0,,,,2.0,,0.0,2.0,,,3.0,,,,1.0,,,,,,1.0,5.0,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42758,Papiss Demba Cissé,Forward,Newcastle,4,Senegal,2015-16,94.0,2.0,1.164,0.0,2.0,9.0,3.6144,10.0,21.0,,93.0,21.0,,63.0,14.0,102.0,6.0,405.0,3.0,19.0,,7.0,,72.0,,1.0,2.0,5.0,1070.0,5.0,13.0,47.0,46.0,3.0,15.0,21.0,282.0,,14.5697,10.0,,10.0,20.0,2.0,47.0,111.0,8.0,140.0,7.0,60.0,44.0,21.0,1.0,,2.0,9.0,209.0,17.0,6.0,2.0,68.0,25.0,0.0,396.0,12.0,6.0,183.0,8.0,3.0,1.0,73.0,13.0,3.0,,,21.0,161.0,563.0,1.0,11.0,,,1.0,96.0,3.0,1.0,3.0781,1.0,9.0,25.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
52117,Seydou Doumbia,Forward,Newcastle,4,Cote d’Ivoire,2015-16,2.0,,0.0009,0.0,,1.0,0.0851,,1.0,,2.0,3.0,,,,2.0,,8.0,,,,3.0,,1.0,,,,1.0,29.0,1.0,,1.0,1.0,,1.0,1.0,6.0,,0.8914,,,,1.0,,1.0,5.0,1.0,3.0,1.0,,3.0,3.0,,,,,5.0,1.0,,,2.0,,0.0,6.0,,,6.0,,,,1.0,,,,,,2.0,17.0,,,,,,1.0,,,0.0613,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18804,Cameron Jerome,Forward,Norwich,45,England,2015-16,171.0,1.0,0.5766,0.0,7.0,11.0,3.6908,11.0,39.0,1.0,145.0,34.0,2.0,42.0,19.0,149.0,17.0,405.0,3.0,22.0,1.0,15.0,,161.0,,2.0,1.0,6.0,1774.0,6.0,7.0,87.0,107.0,5.0,20.0,33.0,250.0,,33.6923,6.0,,11.0,35.0,6.0,84.0,96.0,10.0,278.0,12.0,126.0,31.0,34.0,2.0,3.0,3.0,18.0,197.0,30.0,17.0,6.0,117.0,74.0,0.0,390.0,28.0,19.0,274.0,8.0,12.0,,73.0,36.0,6.0,,,6.0,110.0,656.0,1.0,13.0,1.0,1.0,1.0,60.0,14.0,2.0,7.3211,2.0,4.0,18.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
39472,Dieumerci Mbokani,Forward,Norwich,45,DR Congo,2015-16,224.0,1.0,1.8458,0.0,5.0,20.0,5.8009,11.0,32.0,,146.0,29.0,1.0,27.0,15.0,151.0,7.0,484.0,7.0,29.0,2.0,14.0,,260.0,1.0,1.0,1.0,12.0,1588.0,12.0,2.0,141.0,194.0,4.0,10.0,75.0,330.0,,30.1422,24.0,1.0,22.0,34.0,3.0,83.0,127.0,45.0,418.0,2.0,161.0,61.0,29.0,1.0,5.0,1.0,10.0,288.0,30.0,7.0,3.0,158.0,119.0,0.0,471.0,12.0,8.0,280.0,10.0,22.0,1.0,99.0,17.0,3.0,,1.0,3.0,97.0,772.0,2.0,5.0,1.0,2.0,2.0,46.0,4.0,,6.8389,0.0,5.0,16.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,8.0,,,3.0,,,,,,,,
20490,Kyle Lafferty,Forward,Norwich,45,Northern Ireland,2015-16,3.0,,0.0019,0.0,,,,,,,,1.0,,1.0,,,,4.0,,,,1.0,,2.0,,,,,13.0,,,2.0,,,1.0,,4.0,,0.3608,,,1.0,,,1.0,1.0,,3.0,1.0,,1.0,1.0,,,,,3.0,,,,1.0,,0.0,4.0,,,2.0,,,,3.0,,,,,,,8.0,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83283,Nathan Redmond,Forward,Norwich,45,England,2015-16,182.0,12.0,3.8448,0.0,16.0,17.0,2.7382,31.0,38.0,3.0,180.0,35.0,3.0,47.0,24.0,219.0,58.0,974.0,6.0,6.0,9.0,11.0,46.0,39.0,1.0,3.0,23.0,8.0,2337.0,8.0,2.0,32.0,126.0,6.0,69.0,119.0,728.0,10.0,44.598,42.0,2.0,10.0,46.0,7.0,150.0,157.0,29.0,308.0,38.0,287.0,114.0,35.0,3.0,6.0,6.0,47.0,586.0,40.0,100.0,7.0,269.0,7.0,0.0,956.0,21.0,25.0,476.0,25.0,59.0,1.0,271.0,29.0,15.0,29.0,,27.0,259.0,1523.0,10.0,6.0,5.0,9.0,19.0,192.0,8.0,,3.1004,0.0,39.0,43.0,0.271,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,8.0,,,5.0,,,,,,,,
106617,Patrick Bamford,Forward,Norwich,45,England,2015-16,37.0,,,0.0,2.0,4.0,,5.0,8.0,,28.0,13.0,,7.0,2.0,29.0,4.0,90.0,,3.0,,11.0,,23.0,,,,,355.0,,1.0,15.0,18.0,1.0,3.0,10.0,60.0,,,4.0,,3.0,3.0,,22.0,17.0,3.0,55.0,2.0,20.0,13.0,13.0,,,,1.0,44.0,2.0,4.0,,32.0,8.0,0.0,88.0,4.0,2.0,63.0,5.0,3.0,,28.0,8.0,2.0,,,1.0,25.0,153.0,1.0,2.0,1.0,,,17.0,2.0,,,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50165,Ricky van Wolfswinkel,Forward,Norwich,45,Netherlands,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18981,Steven Naismith,Forward,Norwich,45,Scotland,2015-16,136.0,3.0,1.1844,0.0,8.0,9.0,1.8046,23.0,17.0,3.0,124.0,23.0,1.0,32.0,15.0,132.0,10.0,501.0,4.0,9.0,1.0,8.0,1.0,73.0,1.0,1.0,3.0,3.0,1330.0,3.0,4.0,52.0,91.0,2.0,36.0,70.0,360.0,,13.6868,19.0,,8.0,27.0,3.0,84.0,129.0,41.0,227.0,20.0,161.0,54.0,23.0,1.0,2.0,6.0,12.0,274.0,25.0,10.0,3.0,154.0,21.0,0.0,490.0,8.0,11.0,220.0,17.0,8.0,,92.0,30.0,7.0,,,9.0,119.0,744.0,2.0,13.0,,1.0,1.0,98.0,16.0,1.0,2.1318,3.0,8.0,29.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,4.0,,,,,,,,
78356,Charlie Austin,Forward,Southampton,20,England,2015-16,29.0,1.0,0.076,0.0,3.0,2.0,0.5561,5.0,5.0,,14.0,7.0,,,2.0,18.0,2.0,50.0,1.0,2.0,1.0,5.0,,25.0,,,1.0,1.0,208.0,1.0,,16.0,22.0,,2.0,13.0,31.0,,2.2657,1.0,,7.0,2.0,2.0,13.0,8.0,7.0,51.0,,21.0,11.0,7.0,,,,1.0,25.0,2.0,2.0,2.0,26.0,9.0,0.0,49.0,3.0,7.0,33.0,5.0,1.0,,9.0,3.0,,,,1.0,12.0,93.0,,2.0,,1.0,4.0,8.0,1.0,1.0,0.8451,0.0,4.0,5.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62399,Dusan Tadic,Forward,Southampton,20,Serbia,2015-16,144.0,34.0,7.0669,0.0,19.0,16.0,6.5278,37.0,37.0,8.0,198.0,34.0,12.0,41.0,27.0,233.0,123.0,872.0,7.0,9.0,9.0,7.0,40.0,29.0,2.0,5.0,48.0,4.0,2290.0,4.0,2.0,20.0,116.0,5.0,82.0,107.0,611.0,13.0,29.0594,62.0,3.0,18.0,29.0,10.0,124.0,194.0,35.0,260.0,41.0,347.0,121.0,34.0,5.0,2.0,13.0,15.0,578.0,24.0,153.0,10.0,231.0,9.0,0.0,859.0,21.0,28.0,534.0,24.0,37.0,2.0,155.0,25.0,24.0,25.0,,28.0,176.0,1514.0,20.0,19.0,1.0,9.0,14.0,109.0,9.0,1.0,6.2168,2.0,35.0,18.0,0.1041,,,5.0,,2.0,2.0,,,4.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
17784,Graziano Pellè,Forward,Southampton,20,Italy,2015-16,189.0,3.0,2.3253,0.0,16.0,25.0,9.0111,13.0,65.0,8.0,268.0,30.0,6.0,117.0,23.0,296.0,16.0,872.0,11.0,16.0,2.0,7.0,,190.0,4.0,5.0,3.0,9.0,2173.0,9.0,19.0,82.0,154.0,4.0,29.0,46.0,545.0,,24.8445,31.0,,30.0,27.0,14.0,107.0,220.0,28.0,343.0,10.0,256.0,70.0,30.0,5.0,5.0,2.0,9.0,451.0,23.0,16.0,14.0,153.0,108.0,0.0,857.0,40.0,23.0,459.0,11.0,7.0,1.0,193.0,40.0,10.0,,,31.0,203.0,1240.0,5.0,4.0,2.0,2.0,4.0,128.0,10.0,4.0,7.1733,6.0,28.0,21.0,,,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44683,Jay Rodriguez,Forward,Southampton,20,England,2015-16,29.0,2.0,0.4883,0.0,4.0,6.0,0.783,5.0,13.0,2.0,20.0,12.0,,5.0,3.0,21.0,2.0,94.0,,3.0,2.0,9.0,,15.0,,3.0,2.0,3.0,346.0,3.0,1.0,8.0,18.0,,9.0,11.0,72.0,,4.8791,3.0,,2.0,6.0,2.0,21.0,22.0,1.0,47.0,7.0,36.0,17.0,12.0,3.0,,2.0,9.0,54.0,6.0,2.0,2.0,32.0,7.0,0.0,92.0,7.0,6.0,50.0,3.0,5.0,1.0,10.0,4.0,2.0,,,1.0,26.0,170.0,,3.0,,2.0,,21.0,3.0,,1.5443,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80287,Juanmi,Forward,Southampton,20,Spain,2015-16,16.0,,0.1552,0.0,2.0,1.0,0.0371,1.0,3.0,1.0,9.0,12.0,,5.0,,11.0,2.0,48.0,,1.0,,12.0,,4.0,,1.0,,,161.0,,,4.0,7.0,,2.0,7.0,37.0,,3.3564,3.0,,,3.0,2.0,12.0,16.0,5.0,23.0,1.0,7.0,11.0,12.0,1.0,,,1.0,25.0,3.0,2.0,2.0,19.0,,0.0,47.0,2.0,1.0,21.0,1.0,1.0,1.0,10.0,1.0,,,,,15.0,72.0,,,,,,12.0,1.0,,0.3058,0.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154050,Olufela Olomola,Forward,Southampton,20,England,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110979,Sadio Mané,Forward,Southampton,20,Senegal,2015-16,226.0,15.0,3.7926,2.0,21.0,34.0,11.0114,54.0,65.0,5.0,176.0,37.0,6.0,72.0,30.0,185.0,53.0,964.0,11.0,27.0,5.0,7.0,1.0,76.0,1.0,8.0,15.0,15.0,2604.0,15.0,8.0,47.0,226.0,5.0,62.0,197.0,750.0,,33.402,35.0,,14.0,32.0,16.0,179.0,218.0,69.0,452.0,31.0,223.0,183.0,37.0,8.0,6.0,15.0,63.0,578.0,27.0,53.0,16.0,376.0,29.0,1.0,946.0,31.0,29.0,480.0,39.0,77.0,2.0,265.0,44.0,35.0,,,29.0,258.0,1688.0,10.0,15.0,1.0,5.0,4.0,216.0,22.0,2.0,11.0312,4.0,9.0,21.0,,,1.0,4.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
20452,Shane Long,Forward,Southampton,20,Ireland,2015-16,198.0,10.0,2.5948,0.0,9.0,22.0,8.4821,15.0,54.0,3.0,188.0,28.0,4.0,50.0,23.0,199.0,41.0,595.0,10.0,25.0,2.0,5.0,,171.0,7.0,3.0,10.0,9.0,2111.0,9.0,10.0,89.0,149.0,4.0,35.0,67.0,393.0,,24.9269,29.0,,21.0,21.0,7.0,109.0,155.0,40.0,347.0,19.0,135.0,56.0,28.0,3.0,4.0,4.0,12.0,326.0,17.0,41.0,7.0,176.0,82.0,0.0,569.0,32.0,18.0,371.0,11.0,12.0,3.0,135.0,43.0,20.0,,,3.0,170.0,986.0,7.0,5.0,3.0,2.0,3.0,80.0,16.0,2.0,9.1675,2.0,11.0,16.0,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40276,Bojan,Forward,Stoke,110,Spain,2015-16,136.0,1.0,1.4978,0.0,7.0,15.0,6.6398,18.0,29.0,10.0,104.0,27.0,1.0,52.0,22.0,114.0,20.0,728.0,7.0,3.0,4.0,5.0,15.0,13.0,2.0,3.0,5.0,5.0,1709.0,5.0,2.0,11.0,96.0,6.0,21.0,94.0,576.0,5.0,22.7474,25.0,,1.0,24.0,3.0,125.0,214.0,29.0,232.0,7.0,159.0,97.0,27.0,3.0,4.0,6.0,48.0,422.0,18.0,27.0,3.0,219.0,2.0,0.0,715.0,14.0,9.0,281.0,12.0,47.0,,185.0,9.0,15.0,7.0,,38.0,170.0,1081.0,7.0,17.0,,4.0,3.0,197.0,4.0,2.0,4.6348,2.0,10.0,13.0,0.0883,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,2.0,2.0,,,,8.0,,,2.0,1.0,,,,,,,
12813,Jonathan Walters,Forward,Stoke,110,Ireland,2015-16,160.0,3.0,1.0741,0.0,4.0,13.0,5.7193,8.0,28.0,2.0,158.0,27.0,3.0,35.0,18.0,169.0,33.0,492.0,5.0,25.0,,9.0,,184.0,4.0,1.0,3.0,7.0,1724.0,7.0,5.0,103.0,124.0,7.0,21.0,43.0,308.0,,22.6389,21.0,1.0,26.0,23.0,4.0,57.0,95.0,27.0,284.0,9.0,129.0,67.0,27.0,1.0,4.0,3.0,14.0,229.0,16.0,33.0,4.0,100.0,81.0,0.0,489.0,15.0,11.0,302.0,5.0,12.0,6.0,142.0,14.0,5.0,,,15.0,126.0,772.0,1.0,4.0,,,7.0,97.0,5.0,2.0,5.3817,1.0,11.0,27.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,2.0,,,,,,,,
61316,Joselu,Forward,Stoke,110,Spain,2015-16,101.0,5.0,0.7116,0.0,4.0,16.0,2.7048,14.0,25.0,1.0,103.0,22.0,1.0,56.0,10.0,107.0,9.0,379.0,4.0,8.0,3.0,12.0,1.0,96.0,2.0,6.0,5.0,6.0,1090.0,6.0,7.0,39.0,92.0,4.0,20.0,35.0,262.0,,19.5946,9.0,2.0,11.0,22.0,1.0,62.0,90.0,18.0,193.0,12.0,68.0,39.0,22.0,6.0,3.0,4.0,10.0,165.0,18.0,9.0,1.0,97.0,57.0,0.0,371.0,9.0,4.0,188.0,10.0,6.0,1.0,101.0,19.0,6.0,,,10.0,120.0,577.0,1.0,4.0,,3.0,2.0,112.0,4.0,1.0,2.809,0.0,4.0,20.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,1.0,,,,,,,,
